,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
10,10,10.0,0.0,0.0,Travis Kelce,Patriots,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TE,0.0,0.0,40.0,5.0,0.0,1.0,0.0,4.0,1,2017.0
45,45,10.0,0.0,0.0,Travis Kelce,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TE,0.0,0.0,40.0,5.0,0.0,1.0,0.0,4.0,2,2017.0
141,141,27.5,0.0,0.0,Travis Kelce,Chargers,0.0,0.0,0.0,0.0,0.0,0.0,10.0,TE,0.0,0.5,71.5,6.5,0.0,0.5,0.0,2.0,3,2017.0
154,154,65.33333333333333,0.0,0.0,Travis Kelce,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,TE,0.0,0.3333333333333333,48.0,4.666666666666667,0.0,0.3333333333333333,0.0,1.3333333333333333,4,2017.0
213,213,87.5,0.0,0.0,Travis Kelce,Texans,0.0,0.0,0.0,0.0,0.0,0.0,9.25,TE,0.0,0.5,63.75,5.25,0.0,0.5,0.0,1.75,5,2017.0
273,273,112.6,0.0,0.0,Travis Kelce,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,9.2,TE,0.0,0.4,70.6,5.8,0.0,0.4,0.0,1.4,6,2017.0
306,306,139.33333333333334,0.0,0.0,Travis Kelce,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,8.166666666666666,TE,0.0,0.3333333333333333,65.0,5.5,0.0,0.3333333333333333,0.0,1.1666666666666667,7,2017.0
353,353,163.14285714285714,0.0,0.0,Travis Kelce,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,8.285714285714286,TE,0.0,0.42857142857142855,60.42857142857143,5.285714285714286,0.0,0.2857142857142857,0.0,1.0,8,2017.0
402,402,186.875,0.0,0.0,Travis Kelce,Cowboys,0.0,0.0,0.0,0.0,0.0,0.0,9.625,TE,0.0,0.5,69.5,5.5,0.0,0.25,0.0,0.875,9,2017.0
493,493,210.77777777777777,0.0,0.0,Travis Kelce,Giants,0.0,0.0,0.0,0.0,0.0,0.0,10.0,TE,0.0,0.5555555555555556,69.88888888888889,5.666666666666667,0.0,0.2222222222222222,0.0,0.7777777777777778,11,2017.0
556,556,239.0,0.0,0.0,Travis Kelce,Chiefs,0.0,0.1,0.0,0.1,0.0,0.0,9.8,TE,0.0,0.5,73.8,5.9,0.0,0.2,0.0,0.7,12,2017.0
587,587,267.8181818181818,0.0,0.0,Travis Kelce,Jets,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,9.181818181818182,TE,0.0,0.45454545454545453,70.63636363636364,5.636363636363637,0.0,0.18181818181818182,0.0,0.6363636363636364,13,2017.0
