,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
5,5,5.0,0.0,1.0,1.0,49ers,166.0,3.0,18.0,DST,51.0,4.0,0.0,Panthers,217.0,0.0,1,2017.0
38,38,5.0,0.0,1.0,1.0,Bills,166.0,3.0,18.0,DST,51.0,4.0,0.0,Panthers,217.0,0.0,2,2017.0
90,90,21.5,0.0,0.5,0.5,Saints,136.5,3.0,15.5,DST,60.0,3.5,0.0,Panthers,196.5,0.0,3,2017.0
120,120,44.333333333333336,0.0,0.3333333333333333,0.3333333333333333,Patriots,162.0,13.333333333333334,10.666666666666666,DST,89.66666666666667,2.6666666666666665,0.0,Panthers,251.66666666666666,0.0,4,2017.0
140,140,63.25,0.0,0.25,0.25,Lions,194.75,17.5,8.75,DST,87.25,2.75,0.0,Panthers,282.0,0.0,5,2017.0
178,178,78.6,0.0,0.4,0.2,Eagles,194.2,18.8,8.8,DST,79.8,3.4,0.0,Panthers,274.0,0.0,6,2017.0
190,190,95.16666666666667,0.0,0.5,0.16666666666666666,Bears,196.66666666666666,20.333333333333332,8.166666666666666,DST,83.33333333333333,3.3333333333333335,0.0,Panthers,280.0,0.0,7,2017.0
216,216,108.71428571428571,0.14285714285714285,0.42857142857142855,0.14285714285714285,Buccaneers,180.71428571428572,19.857142857142858,8.428571428571429,DST,81.14285714285714,3.4285714285714284,0.0,Panthers,261.85714285714283,0.0,8,2017.0
250,250,122.125,0.125,0.5,0.375,Falcons,182.375,17.75,9.75,DST,81.625,3.375,0.0,Panthers,264.0,0.0,9,2017.0
286,286,136.33333333333334,0.1111111111111111,0.4444444444444444,0.4444444444444444,Dolphins,195.66666666666666,17.666666666666668,9.555555555555555,DST,78.44444444444444,3.2222222222222223,0.0,Panthers,274.1111111111111,0.0,10,2017.0
321,321,151.3,0.1,0.4,0.5,Jets,197.4,18.0,8.9,DST,80.6,2.9,0.0,Panthers,278.0,0.0,12,2017.0
374,374,166.72727272727272,0.09090909090909091,0.45454545454545453,0.45454545454545453,Saints,205.0909090909091,18.818181818181817,9.727272727272727,DST,83.18181818181819,2.909090909090909,0.0,Panthers,288.27272727272725,0.18181818181818182,13,2017.0
