,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
9,9,9.0,0.0,3.0,3.0,Matt Bryant,Bears,11.0,K,1,2.0,2.0,2017.0
31,31,9.0,0.0,3.0,3.0,Matt Bryant,Falcons,11.0,K,2,2.0,2.0,2017.0
70,70,20.0,1.0,2.5,2.5,Matt Bryant,Lions,12.5,K,3,3.0,3.0,2017.0
120,120,36.666666666666664,0.6666666666666666,2.6666666666666665,2.6666666666666665,Matt Bryant,Falcons,12.333333333333334,K,4,3.0,3.0,2017.0
175,175,57.5,0.5,2.25,2.25,Matt Bryant,Falcons,10.5,K,6,2.75,2.75,2017.0
214,214,81.0,0.6,2.2,2.0,Matt Bryant,Patriots,9.8,K,7,2.6,2.6,2017.0
221,221,103.16666666666667,0.5,2.1666666666666665,1.6666666666666667,Matt Bryant,Jets,8.333333333333334,K,8,2.3333333333333335,2.3333333333333335,2017.0
254,254,120.0,0.42857142857142855,2.4285714285714284,2.0,Matt Bryant,Panthers,9.0,K,9,2.142857142857143,2.142857142857143,2017.0
274,274,136.75,0.5,2.25,1.875,Matt Bryant,Falcons,8.75,K,10,2.125,2.125,2017.0
306,306,152.0,0.5555555555555556,2.2222222222222223,1.8888888888888888,Matt Bryant,Steelers,9.0,K,11,2.2222222222222223,2.2222222222222223,2017.0
335,335,167.4,0.5,2.2,1.9,Matt Bryant,Falcons,9.1,K,12,2.4,2.4,2017.0
366,366,182.63636363636363,0.45454545454545453,2.1818181818181817,1.9090909090909092,Matt Bryant,Falcons,9.181818181818182,K,13,2.5454545454545454,2.5454545454545454,2017.0
