,Name,Total Yards,Receptions,Points_y,Rush Yards Allowed,Points_x,Fumbles Lost,Rush TD,Receiving Yards,Pass TD,Interception,Sack,Rush Attempts,Rush Yards,Pass Interceptions,Pass Completions,Pass Attempts,Touchdowns,Pass Yards,Pass Yards Allowed,Receiving TD
0,James White,407.91666666666674,3.8604228355916326,6.727134146341463,126.91666666666647,5.000476371951219,0.0,0.0019054878048780505,34.3109756097561,0.0,0.5640243902439024,2.260670731707317,3.495426829268293,14.347560975609756,0.0,0.0,0.0,0.11318597560975618,0.0,281.0,0.16868330792682928
0,Jacquizz Rodgers,355.6363636363637,1.0110147165697674,10.412790697674419,77.90909090909084,2.333575581395349,-0.05560160792151164,0.1477107558139535,7.331395348837209,0.0,1.1409883720930232,1.9295058139534884,5.462209302325581,24.11046511627907,0.0,0.0,0.0,0.2129360465116279,0.0,277.7272727272727,0.05032703488372093
0,Todd Gurley,315.41666666666663,4.078829554030994,9.255339835152258,111.33333333333341,16.815121873363864,0.17153000580621813,0.6552106332210357,45.90617872718501,0.0,0.786873969036125,2.1494078959508682,18.442687997333977,77.53063111463396,0.0,0.0,0.0,0.16136624053460102,0.0,204.08333333333337,0.23641414575548042
0,Anthony Sherman,314.0,1.1045673076923077,9.014423076923077,142.33333333333337,0.5602964743589743,-0.029046474358974367,0.0,9.628205128205128,0.0,0.7548076923076923,2.3141025641025643,-0.012419871794871806,0.07772435897435903,0.0,0.0,0.0,0.13942307692307687,0.0,171.66666666666666,0.02296173878205128
0,Joe Kerridge,219.0,1.0000000000000004,6.0,57.99999999999997,0.0,0.0,0.0,3.000000000000001,0.0,1.0000000000000004,3.0,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0
0,Jeremy Hill,261.62500000000006,0.630247087870575,10.250542056973334,104.37500000000021,1.0615219799632345,0.05995540856027848,0.014181261882549867,2.416051579312702,0.0,0.5814743552930987,2.758534633134411,6.143657530715567,16.532103811262886,0.0,0.0,0.0,0.07569820634231084,0.0,157.25,0.014368349044661166
0,Bobby Rainey,297.00000000000006,1.471430440971071,13.753353454167465,122.6666666666665,0.2553105667989979,-0.0008383057033869851,0.012878438275857666,6.915286617323592,0.0,0.5655289972330535,3.0002306470698055,1.0090572809323815,1.2373871939826673,0.0,0.0,-0.037247864865935024,0.530093153028484,0.0,174.33333333333323,0.01348377524606471
0,Matt Jones,290.3333333333334,0.19646846592264566,16.61482389989526,97.0,0.6436495467445869,-0.050318370490222586,0.005059357302178047,-0.05888579662978266,0.0,1.8039572159402266,2.4444388111564486,4.568404857290574,8.235364299909115,0.0,0.0,0.0,0.5678511789785685,0.0,193.33333333333331,0.009631259708444955
0,Tevin Coleman,333.38461538461536,1.506276076777647,8.096849858520066,99.15384615384619,9.572629809706168,0.04782129423522022,0.45576168482364104,19.808069881355465,0.0,0.9465318201585543,2.810291146280544,10.947241177150417,46.12242713108684,0.0,0.0,0.0,0.13955975919555463,0.0,234.23076923076923,0.14716110258439544
0,Shane Vereen,333.49999999999994,2.693705249775942,6.963985145768222,104.00000000000001,1.7981513583745525,-0.00757059177885,-0.005654124402788313,17.51988552144671,0.0,0.804014226108793,1.9650430107679875,3.0000380431942557,8.91885790647806,0.0833333333333332,0.0,0.08333333333333348,0.04355917653942931,0.0,229.5,-0.004054686147032582
0,Thomas Rawls,345.09999999999997,0.6700113387959197,10.199239292256138,98.30000000000011,1.3968301522826785,0.053144664364717986,0.01714619198267074,8.019039064372627,0.0,0.5840060034844003,2.7351830901555862,6.634654660981378,14.746795831800846,0.0,0.0,0.0,0.1385491026948762,0.0,246.8,0.016026084157370793
0,Brandon Bolden,395.99999999999994,-0.0199794370422004,2.5983587251747773,98.99999999999952,-0.2490973249630643,0.0,0.04723048765141361,1.8329588002106036,0.0,0.24461090705630406,1.020862170896907,2.859873363129087,3.184237743537052,0.0,0.0,0.0,-0.21398337173883664,0.0,297.0000000000001,0.03974551240046649
0,D.J. Foster,271.33333333333337,2.333333333333334,6.6666666666666785,76.33333333333331,1.6666666666666674,0.0,0.0,21.333333333333336,0.0,1.3333333333333335,2.0,1.0000000000000027,3.0,0.0,0.0,0.0,0.0,0.0,194.99999999999994,0.0
0,Devonta Freeman,336.59999999999997,2.2392045454545455,9.079545454545455,105.4000000000001,9.547727272727272,0.03757102272727275,0.501278409090909,15.431818181818183,0.0,0.8313920454545455,2.4624644886363636,12.184090909090909,58.28181818181818,0.0,0.0,0.0,0.16484374999999996,0.0,231.2,0.015340909090909072
0,Bilal Powell,295.09090909090907,1.9605407331733955,10.382397951025416,91.90909090909099,6.779611372466537,-0.00045630051323039544,0.27908052719451937,14.928586517078827,0.0,0.8881304387083993,2.7472807447165843,10.033786012418913,46.0123058075691,0.0,-3.14437110739646e-17,-3.14437110739646e-17,0.023880870491516548,7.898905645740899e-17,203.18181818181813,0.010228338622803923
0,Darren McFadden,232.99999999999977,0.3028846153846154,16.810897435897438,107.00000000000004,-0.7725360576923084,-0.23397435897435898,0.13080929487179488,6.057692307692307,2.729614494503818e-16,0.537481191039338,6.190705128205128,0.9102564102564106,5.400641025641029,0.0,2.2724877535296173e-16,0.02589142628205128,0.3373397435897436,9.13256015949715e-15,125.99999999999999,0.1100010016025641
0,Theo Riddick,358.91666666666663,3.4859573875634946,12.587609650943694,95.33333333333348,4.970152992642621,0.0,0.10183019918578108,28.685099783089186,0.0,0.8823235790321502,2.3929177316865204,4.2850231510615275,15.891934424338725,0.0,0.0,0.0,0.33709360697598356,0.0,263.5833333333333,0.18607917742103655
0,Raheem Mostert,385.0,0.0,4.333333333333325,92.33333333333334,0.3333333333333338,0.3333333333333335,0.0,0.0,0.0,0.3333333333333339,1.6666666666666643,1.9999999999999973,9.999999999999996,0.0,0.0,0.0,0.0,0.0,292.66666666666674,0.0
0,Kenjon Barner,316.4,1.0660382968679434,9.074637397310873,103.20000000000005,2.246813879724891,0.007673505580334333,0.19232658793685395,6.92665225926744,0.0,0.7865561873284714,2.766419293501906,2.4999399900389787,7.3940217391304355,0.0,0.0,0.0,0.18175581391365003,0.0,213.19999999999996,0.0
0,Paul Perkins,309.80000000000007,1.2954106644484447,7.787953712256085,75.60000000000002,1.4061671443340655,0.0,0.0,7.92628215989218,0.0,0.8005309499132833,1.783260378501514,7.190708587102357,14.589668323932948,0.0,0.0,0.0,-0.03314511107863427,0.0,234.20000000000002,0.0
0,Kenyan Drake,279.59999999999997,1.7553116874039845,14.149223624493828,74.80000000000004,5.596454672239757,0.20711697745726254,0.21338845984107063,11.222838054206477,0.0,1.162102501157974,2.653399401230392,6.457871276948864,33.00267909731768,0.0,0.0,0.0,0.4719477291812386,0.0,204.79999999999998,0.11343245696860853
0,Taiwan Jones,447.00000000000006,0.6173743640939537,3.6392519789975717,69.00000000000006,0.5617843236161856,-0.05734004933092385,0.0,14.327117864849757,0.0,1.5782748311705799,1.3542914372774395,1.0639059027040987,3.860986684443934,0.0,0.0,0.0,0.2409898362374041,0.0,378.0,0.06696739490059522
0,Alfred Blue,359.33333333333337,0.43537216575089177,13.718236510429666,84.50000000000004,1.176089997636637,-0.052329924332869836,0.026163104126857017,4.402624990808174,0.0,1.5655088486019013,2.675933054187482,3.927031523677752,15.520428128279335,0.0,0.0,0.0,0.47821397619671924,0.0,274.83333333333337,0.023613640272389103
0,Zach Zenner,361.33333333333337,-0.08105756840491968,14.387605666532064,92.66666666666661,1.0974733503882308,-0.006108155005653371,0.17789693773511575,0.5213792571824598,0.0,1.2722140675242148,3.4400216972736875,2.150837228560081,5.121464236890672,0.0,0.0,0.0,0.8123004864344379,0.0,268.6666666666666,0.0
0,Alex Collins,299.9090909090909,1.076449069732714,13.866670894707706,105.27272727272738,8.74842008021999,0.1850772342759391,0.35987702729809595,6.685224751305024,0.0,1.4202047711639678,2.445106998100097,12.700476237520736,63.850856747163114,0.0,0.0,0.0,0.5360854224641052,0.0,194.63636363636363,0.0
0,Mark Ingram,375.83333333333337,3.0791756765457166,8.814104858326914,131.16666666666669,13.375764590005097,0.24328103800157397,0.7281952055704655,20.52207243845694,0.0,0.6435126250978607,1.9525976663876756,15.472134620217249,75.6251165543209,0.0,0.0,0.0,0.2462566354269019,0.0,244.66666666666663,-0.007267664926281774
