,Unnamed: 0,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
284,284,0,1,1,49ers,288,31,4.0,DST,186,0.0,0,Giants,474,0,10,2017
285,285,0,0,2,Vikings,304,38,4.0,DST,102,0.0,0,Redskins,406,0,10,2017
286,286,0,0,1,Dolphins,213,21,3.0,DST,100,0.0,0,Panthers,313,0,10,2017
287,287,0,0,0,Rams,339,33,3.0,DST,104,3.0,0,Texans,443,0,10,2017
288,288,0,0,1,Redskins,313,30,3.0,DST,81,1.0,0,Vikings,394,0,10,2017
289,289,0,1,0,Saints,184,47,2.0,DST,298,0.0,0,Bills,482,0,10,2017
290,290,0,0,0,Patriots,297,41,1.0,DST,99,1.0,0,Broncos,396,0,10,2017
291,291,0,0,0,Panthers,254,45,0.0,DST,294,0.0,0,Dolphins,548,0,10,2017
292,292,0,3,2,Browns,134,7,28.0,DST,50,5.0,0,Jaguars,184,1,11,2017
293,293,0,2,3,Packers,190,0,26.0,DST,75,6.0,0,Ravens,265,0,11,2017
294,294,0,1,5,Bills,220,24,26.0,DST,173,1.0,0,Chargers,393,2,11,2017
295,295,0,1,3,Cowboys,113,9,25.0,DST,112,4.0,0,Eagles,225,1,11,2017
296,296,0,2,3,Dolphins,365,20,21.0,DST,83,1.0,0,Buccaneers,448,1,11,2017
297,297,1,0,4,Titans,264,17,19.0,DST,52,5.0,0,Steelers,316,0,11,2017
298,298,0,0,3,Chiefs,229,9,14.0,DST,134,1.0,0,Giants,363,0,11,2017
299,299,0,1,1,Steelers,224,31,13.0,DST,136,3.0,0,Falcons,360,1,11,2017
300,300,1,1,1,Broncos,229,17,13.0,DST,112,3.0,0,Bengals,341,0,11,2017
301,301,0,1,1,Raiders,235,8,12.0,DST,109,1.0,0,Patriots,344,0,11,2017
302,302,0,1,0,Rams,209,7,11.0,DST,45,2.0,0,Vikings,254,0,11,2017
303,303,0,1,0,Bears,176,24,10.0,DST,222,1.0,0,Lions,398,1,11,2017
304,304,0,0,1,Giants,205,12,9.0,DST,112,0.0,0,Chiefs,317,0,11,2017
305,305,0,1,0,Jaguars,145,19,8.0,DST,139,2.0,0,Browns,284,0,11,2017
306,306,1,0,0,Bengals,141,20,8.0,DST,49,2.0,0,Broncos,190,0,11,2017
307,307,0,0,2,Cardinals,244,21,7.0,DST,48,2.0,0,Texans,292,0,11,2017
308,308,0,1,0,Lions,287,27,6.0,DST,65,3.0,0,Bears,352,0,11,2017
309,309,0,0,1,Ravens,161,23,6.0,DST,58,3.0,0,Packers,219,0,11,2017
310,310,0,1,1,Texans,223,31,5.0,DST,134,1.0,0,Cardinals,357,0,11,2017
311,311,0,0,1,Saints,375,34,4.0,DST,160,2.0,0,Redskins,535,0,11,2017
312,312,0,1,0,Falcons,190,34,3.0,DST,89,1.0,0,Steelers,279,0,11,2017
313,313,0,0,0,Steelers,284,40,3.0,DST,65,3.0,0,Titans,349,0,11,2017
314,314,0,0,0,Redskins,300,31,2.0,DST,156,2.0,0,Saints,456,0,11,2017
315,315,0,0,0,Chargers,283,54,1.0,DST,146,1.0,0,Bills,429,0,11,2017
316,316,0,0,0,Vikings,280,24,1.0,DST,171,0.0,0,Rams,451,0,11,2017
317,317,0,0,0,Buccaneers,268,30,1.0,DST,53,1.0,0,Dolphins,321,0,11,2017
318,318,0,0,0,Patriots,332,33,1.0,DST,89,1.0,0,Raiders,421,0,11,2017
319,319,0,0,0,Eagles,168,37,0.0,DST,215,0.0,0,Cowboys,383,0,11,2017
320,320,0,0,2,Cowboys,168,6,22.0,DST,79,2.0,0,Chargers,247,1,12,2017
321,321,0,1,0,Jets,282,27,18.0,DST,109,3.0,0,Panthers,391,2,12,2017
322,322,0,0,1,Redskins,201,20,18.0,DST,122,6.0,0,Giants,323,1,12,2017
323,323,0,1,2,Dolphins,154,17,17.0,DST,67,7.0,0,Patriots,221,0,12,2017
324,324,0,0,2,Bears,134,3,16.0,DST,6,2.0,0,Eagles,140,0,12,2017
325,325,0,1,0,Colts,165,16,14.0,DST,89,8.0,0,Titans,254,0,12,2017
326,326,0,0,1,Giants,86,10,13.0,DST,84,4.0,0,Redskins,170,0,12,2017
327,327,0,1,2,Texans,237,16,12.0,DST,66,2.0,0,Ravens,303,0,12,2017
328,328,0,1,1,Cardinals,236,27,12.0,DST,108,1.0,0,Jaguars,344,1,12,2017
329,329,0,0,1,49ers,196,13,12.0,DST,84,3.0,0,Steelers,280,0,12,2017
330,330,0,0,1,Chiefs,181,10,11.0,DST,55,2.0,0,Bills,236,0,12,2017
331,331,0,1,1,Patriots,221,35,11.0,DST,196,1.0,0,Dolphins,417,1,12,2017
332,332,0,0,1,Broncos,160,14,11.0,DST,56,5.0,0,Raiders,216,0,12,2017
333,333,0,2,1,Jaguars,128,24,10.0,DST,91,3.0,0,Cardinals,219,0,12,2017
334,334,0,0,0,Browns,236,16,8.0,DST,169,4.0,0,Bengals,405,0,12,2017
335,335,0,0,2,Titans,184,20,8.0,DST,92,0.0,0,Colts,276,0,12,2017
336,336,0,1,1,Lions,236,23,8.0,DST,53,3.0,0,Vikings,289,0,12,2017
337,337,0,3,0,Eagles,244,31,7.0,DST,176,1.0,0,Bears,420,0,12,2017
338,338,0,1,2,Steelers,341,31,7.0,DST,121,1.0,0,Packers,462,0,12,2017
339,339,0,0,0,Saints,223,20,7.0,DST,123,3.0,0,Rams,346,0,12,2017
340,340,0,0,1,Rams,327,26,7.0,DST,88,4.0,0,Saints,415,0,12,2017
341,341,2,0,0,Vikings,272,30,6.0,DST,136,2.0,0,Lions,408,0,12,2017
342,342,0,0,0,Bills,164,16,6.0,DST,104,2.0,0,Chiefs,268,0,12,2017
343,343,0,0,0,Buccaneers,279,20,5.0,DST,94,1.0,0,Falcons,373,0,12,2017
344,344,0,1,0,Raiders,244,21,5.0,DST,104,2.0,0,Broncos,348,0,12,2017
345,345,0,0,0,Packers,227,28,4.0,DST,80,4.0,0,Steelers,307,0,12,2017
346,346,0,0,0,Panthers,154,35,3.0,DST,145,3.0,0,Jets,299,0,12,2017
347,347,0,0,1,Steelers,228,24,3.0,DST,90,0.0,0,49ers,318,0,12,2017
348,348,0,0,0,Ravens,155,23,2.0,DST,139,1.0,0,Texans,294,0,12,2017
349,349,0,1,0,Falcons,368,34,2.0,DST,148,0.0,0,Buccaneers,516,0,12,2017
350,350,0,0,0,Bengals,209,30,1.0,DST,152,1.0,0,Browns,361,0,12,2017
351,351,0,0,0,Chargers,434,28,0.0,DST,81,0.0,0,Cowboys,515,0,12,2017
352,352,1,0,3,Broncos,167,9,28.0,DST,103,3.0,2,Dolphins,270,1,13,2017
353,353,2,0,2,Cardinals,194,16,24.0,DST,118,6.0,0,Rams,312,1,13,2017
354,354,0,2,2,Redskins,224,14,22.0,DST,56,4.0,0,Cowboys,280,1,13,2017
355,355,0,1,2,Lions,294,20,19.0,DST,78,3.0,0,Ravens,372,1,13,2017
356,356,0,1,0,Buccaneers,230,20,19.0,DST,165,7.0,0,Packers,395,1,13,2017
357,357,0,0,1,Bills,85,3,16.0,DST,183,4.0,0,Patriots,268,0,13,2017
358,358,0,0,2,Colts,149,10,15.0,DST,141,4.0,0,Jaguars,290,0,13,2017
359,359,0,0,1,49ers,278,15,14.0,DST,110,2.0,0,Bears,388,1,13,2017
360,360,0,1,2,Dolphins,222,35,14.0,DST,145,2.0,0,Broncos,367,1,13,2017
361,361,0,1,1,Browns,202,10,14.0,DST,89,3.0,0,Chargers,291,0,13,2017
362,362,0,1,1,Eagles,327,10,14.0,DST,98,3.0,0,Steelers,425,0,13,2017
363,363,0,0,1,Texans,331,13,13.0,DST,53,4.0,0,Titans,384,0,13,2017
364,364,0,2,0,Giants,200,17,11.0,DST,65,3.0,0,Raiders,265,0,13,2017
365,365,0,0,0,Falcons,173,9,7.0,DST,102,0.0,0,Vikings,275,0,13,2017
366,366,0,0,0,Vikings,207,14,6.0,DST,105,2.0,0,Falcons,312,0,13,2017
367,367,0,0,1,Patriots,244,23,6.0,DST,191,3.0,0,Bills,435,0,13,2017
368,368,0,0,0,Bengals,223,20,6.0,DST,130,2.0,0,Steelers,353,0,13,2017
369,369,0,0,0,Bears,85,14,6.0,DST,62,2.0,0,49ers,147,0,13,2017
370,370,0,0,0,Chargers,335,19,5.0,DST,94,1.0,0,Browns,429,0,13,2017
371,371,0,1,0,Titans,146,24,5.0,DST,198,2.0,0,Texans,344,0,13,2017
372,372,0,1,0,Panthers,167,21,5.0,DST,112,2.0,0,Saints,279,0,13,2017
373,373,0,0,1,Packers,77,26,5.0,DST,199,2.0,0,Buccaneers,276,0,13,2017
374,374,0,1,0,Saints,252,31,4.0,DST,148,2.0,0,Panthers,400,0,13,2017
375,375,0,0,1,Steelers,282,23,4.0,DST,92,1.0,0,Bengals,374,0,13,2017
376,376,0,1,0,Raiders,282,24,4.0,DST,119,1.0,0,Giants,401,0,13,2017
377,377,0,0,1,Rams,213,32,3.0,DST,90,1.0,0,Cardinals,303,0,13,2017
378,378,0,0,0,Steelers,209,24,3.0,DST,101,2.0,0,Eagles,310,0,13,2017
379,379,0,0,0,Chiefs,362,31,2.0,DST,112,2.0,0,Jets,474,0,13,2017
380,380,0,0,0,Jaguars,330,30,1.0,DST,96,1.0,0,Colts,426,0,13,2017
381,381,0,0,0,Cowboys,93,38,1.0,DST,182,1.0,0,Redskins,275,0,13,2017
382,382,0,0,0,Ravens,269,44,0.0,DST,101,0.0,0,Lions,370,0,13,2017
383,383,0,0,0,Jets,331,38,0.0,DST,157,0.0,0,Chiefs,488,0,13,2017
