,Unnamed: 0,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
447,447,0,0,Tommylee Lewis,Dolphins,0,0,0,0,0,0,0.0,WR,0,0,1,1,0,0,0,0,4,2017
448,448,0,0,Dontrelle Inman,Chargers,0,0,0,0,0,0,0.0,WR,0,0,7,1,0,0,0,0,4,2017
449,449,0,0,Justin Hunter,Ravens,0,0,0,0,0,0,0.0,WR,0,0,5,1,0,0,0,0,4,2017
450,450,0,0,Darrius Heyward-Bey,Ravens,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,1,0,3,4,2017
451,451,0,0,Seth Devalve,Browns,0,0,0,0,0,0,0.0,WR,0,0,2,1,0,0,0,0,4,2017
452,452,0,0,Jamison Crowder,Chiefs,0,0,0,0,0,0,0.0,WR,0,0,-7,1,0,0,0,0,4,2017
453,453,0,0,Amari Cooper,Broncos,0,0,0,0,0,0,0.0,WR,0,0,9,2,0,0,0,0,4,2017
454,454,0,0,Kamar Aiken,Steelers,0,0,0,0,0,0,0.0,WR,0,0,4,1,0,0,0,0,4,2017
455,455,0,1,Ryan Switzer,Cowboys,0,0,0,0,0,0,-1.0,WR,0,0,0,0,0,1,0,3,4,2017
456,456,0,0,DeAndre Hopkins,Texans,0,0,0,0,0,0,23.0,WR,0,3,52,4,0,0,0,0,5,2017
457,457,0,1,A.J. Green,Bengals,0,0,0,0,0,0,23.0,WR,0,1,189,7,0,0,0,0,5,2017
458,458,0,0,Davante Adams,Cowboys,0,0,0,0,0,0,18.0,WR,0,2,66,7,0,0,0,0,5,2017
459,459,0,0,T.Y. Hilton,Colts,0,0,0,0,0,0,17.0,WR,0,0,177,7,0,0,0,0,5,2017
460,460,0,0,Will Fuller,Texans,0,0,0,0,0,0,17.0,WR,0,2,57,2,0,1,0,5,5,2017
461,461,0,0,Antonio Brown,Steelers,0,0,0,0,0,0,15.0,WR,0,0,157,10,0,0,0,0,5,2017
462,462,0,0,Odell Beckham J,Giants,0,0,0,0,0,0,15.0,WR,0,1,97,5,0,1,0,8,5,2017
463,463,0,0,Nelson Agholor,Eagles,0,0,0,0,0,0,15.0,WR,0,1,93,4,0,0,0,0,5,2017
464,464,0,0,Michael Crabtree,Raiders,0,0,0,0,0,0,14.0,WR,0,1,82,6,0,0,0,0,5,2017
465,465,0,0,Cole Beasley,Cowboys,0,0,0,0,0,0,14.0,WR,0,2,23,4,0,0,0,0,5,2017
466,466,0,0,Mike Wallace,Raiders,0,0,0,0,0,0,13.0,WR,0,0,133,3,0,0,0,0,5,2017
467,467,0,0,Torrey Smith,Eagles,0,0,0,0,0,0,13.0,WR,0,1,70,3,0,1,0,-3,5,2017
468,468,0,0,Chris Hogan,Buccaneers,0,0,0,0,0,0,13.0,WR,0,1,74,8,0,0,0,0,5,2017
469,469,0,0,Marquise Goodwin,Colts,0,0,0,0,0,0,11.0,WR,0,0,116,5,0,0,0,0,5,2017
470,470,0,0,Devin Funchess,Lions,0,0,0,0,0,0,11.0,WR,0,1,53,7,0,0,0,0,5,2017
471,471,0,0,Dez Bryant,Cowboys,0,0,0,0,0,0,11.0,WR,0,1,52,5,0,0,0,0,5,2017
472,472,0,0,Kelvin Benjamin,Lions,0,0,0,0,0,0,11.0,WR,0,1,58,4,0,0,0,0,5,2017
473,473,0,0,Jarvis Landry,Dolphins,0,0,0,0,0,0,10.0,WR,0,1,44,5,0,0,0,0,5,2017
474,474,0,0,DeSean Jackson,Buccaneers,0,0,0,0,0,0,10.0,WR,0,0,106,5,0,0,0,0,5,2017
475,475,0,0,Jermaine Kearse,Browns,0,0,0,0,0,0,9.0,WR,0,1,38,4,0,0,0,0,5,2017
476,476,0,0,Pierre Garcon,Colts,0,0,0,0,0,0,9.0,WR,0,0,94,8,0,0,0,0,5,2017
477,477,0,0,Brandon Tate,Bengals,0,0,0,0,0,0,8.0,WR,0,1,25,2,0,0,0,0,5,2017
478,478,0,0,Jordy Nelson,Cowboys,0,0,0,0,0,0,8.0,WR,0,1,24,2,0,0,0,0,5,2017
479,479,0,1,J.J. Nelson,Eagles,0,0,0,0,0,0,8.0,WR,0,0,80,4,0,1,0,14,5,2017
480,480,0,0,Roger Lewis,Giants,0,0,0,0,0,0,8.0,WR,0,1,29,1,0,0,0,0,5,2017
481,481,0,0,Brandin Cooks,Buccaneers,0,0,0,0,0,0,8.0,WR,0,0,85,5,0,0,0,0,5,2017
482,482,0,0,John Brown,Eagles,0,0,0,0,0,0,8.0,WR,0,1,26,2,0,0,0,0,5,2017
483,483,0,1,Tavon Austin,Rams,0,0,0,0,0,0,8.0,WR,0,0,14,3,0,6,1,27,5,2017
484,484,0,0,Ricardo Louis,Browns,0,0,0,0,0,0,7.0,WR,0,0,71,5,0,0,0,0,5,2017
485,485,0,0,Danny Amendola,Buccaneers,0,0,0,0,0,0,7.0,WR,0,0,77,8,0,0,0,0,5,2017
486,486,0,0,Robert Woods,Rams,0,0,0,0,0,0,6.0,WR,0,0,66,5,0,1,0,8,5,2017
487,487,0,0,Vince Mayle,Raiders,0,0,0,0,0,0,6.0,WR,0,0,0,0,0,1,1,2,5,2017
488,488,0,0,Tyreek Hill,Texans,0,0,0,0,0,0,6.0,WR,0,0,68,4,0,0,0,0,5,2017
489,489,0,0,Keenan Allen,Giants,0,0,0,0,0,0,6.0,WR,0,0,67,4,0,0,0,0,5,2017
490,490,0,0,JuJu Smith-Schuster,Steelers,0,0,0,0,0,0,5.0,WR,0,0,58,4,0,0,0,0,5,2017
491,491,0,0,Marvin Jones,Lions,0,0,0,0,0,0,5.0,WR,0,0,54,6,0,0,0,0,5,2017
492,492,0,0,Adam Humphries,Buccaneers,0,0,0,0,0,0,5.0,WR,0,0,51,3,0,0,0,0,5,2017
493,493,0,0,Larry Fitzgerald,Eagles,0,0,0,0,0,0,5.0,WR,0,0,51,6,0,0,0,0,5,2017
494,494,0,0,Brice Butler,Cowboys,0,0,0,0,0,0,5.0,WR,0,0,57,2,0,0,0,0,5,2017
495,495,0,0,Kendall Wright,Bears,0,0,0,0,0,0,4.0,WR,0,0,46,4,0,0,0,0,5,2017
496,496,0,0,Adam Thielen,Bears,0,0,0,0,0,0,4.0,WR,0,0,34,5,0,1,0,11,5,2017
497,497,0,0,Golden Tate,Lions,0,0,0,0,0,0,4.0,WR,0,0,48,5,0,0,0,0,5,2017
498,498,0,0,Jeremy Maclin,Raiders,0,0,0,0,0,0,4.0,WR,0,0,43,6,0,0,0,0,5,2017
499,499,0,0,Marqise Lee,Steelers,0,0,0,0,0,0,4.0,WR,0,0,49,2,0,0,0,0,5,2017
500,500,0,0,Cooper Kupp,Rams,0,0,0,0,0,0,4.0,WR,0,0,44,3,0,0,0,0,5,2017
501,501,0,0,Mike Evans,Buccaneers,0,0,0,0,0,0,4.0,WR,0,0,49,5,0,0,0,0,5,2017
502,502,0,0,Chris Conley,Texans,0,0,0,0,0,0,4.0,WR,0,0,46,3,0,0,0,0,5,2017
503,503,0,0,Kasen Williams,Browns,0,0,0,0,0,0,3.0,WR,0,0,33,4,0,0,0,0,5,2017
504,504,0,0,Seth Roberts,Raiders,0,0,0,0,0,0,3.0,WR,0,0,34,2,0,0,0,0,5,2017
505,505,0,0,Paul Richardson,Rams,0,0,0,0,0,0,3.0,WR,0,0,35,3,0,0,0,0,5,2017
506,506,0,0,Donte Moncrief,Colts,0,0,0,0,0,0,3.0,WR,0,0,32,3,0,0,0,0,5,2017
507,507,0,0,J.D. McKissic,Rams,0,0,0,0,0,0,3.0,WR,0,0,36,3,0,2,0,0,5,2017
508,508,0,0,Rishard Matthews,Dolphins,0,0,0,0,0,0,3.0,WR,0,0,34,3,0,1,0,-3,5,2017
509,509,0,0,Brandon LaFell,Bengals,0,0,0,0,0,0,3.0,WR,0,0,32,5,0,0,0,0,5,2017
510,510,0,0,Jeremy Kerley,Browns,0,0,0,0,0,0,3.0,WR,0,0,39,4,0,0,0,0,5,2017
511,511,0,0,Alshon Jeffery,Eagles,0,0,0,0,0,0,3.0,WR,0,0,31,3,0,0,0,0,5,2017
512,512,0,0,Bruce Ellington,Texans,0,0,0,0,0,0,3.0,WR,0,0,30,2,0,0,0,0,5,2017
513,513,0,0,Eric Decker,Dolphins,0,0,0,0,0,0,3.0,WR,0,0,34,4,0,0,0,0,5,2017
514,514,0,0,Martavis Bryant,Steelers,0,0,0,0,0,0,3.0,WR,0,0,21,5,0,1,0,13,5,2017
515,515,0,0,Jaron Brown,Eagles,0,0,0,0,0,0,3.0,WR,0,0,39,3,0,0,0,0,5,2017
516,516,0,0,Doug Baldwin,Rams,0,0,0,0,0,0,3.0,WR,0,0,37,4,0,0,0,0,5,2017
517,517,0,0,Jared Abbrederis,Lions,0,0,0,0,0,0,3.0,WR,0,0,37,2,0,0,0,0,5,2017
518,518,0,0,Tyrell Williams,Giants,0,0,0,0,0,0,2.0,WR,0,0,22,1,0,0,0,0,5,2017
519,519,0,0,Bryce Treggs,Browns,0,0,0,0,0,0,2.0,WR,0,0,28,2,0,0,0,0,5,2017
520,520,0,0,Tyler Lockett,Rams,0,0,0,0,0,0,2.0,WR,0,0,26,3,0,1,0,7,5,2017
521,521,0,0,Allen Hurns,Steelers,0,0,0,0,0,0,2.0,WR,0,0,21,2,0,0,0,0,5,2017
522,522,0,0,Seth Devalve,Browns,0,0,0,0,0,0,2.0,WR,0,0,24,3,0,0,0,0,5,2017
523,523,0,0,Pharoh Cooper,Rams,0,0,0,0,0,0,2.0,WR,0,0,22,2,0,0,0,0,5,2017
524,524,0,0,Randall Cobb,Cowboys,0,0,0,0,0,0,2.0,WR,0,0,29,4,0,0,0,0,5,2017
525,525,0,0,Travis Benjamin,Giants,0,0,0,0,0,0,2.0,WR,0,0,18,2,0,1,0,14,5,2017
526,526,0,0,Kamar Aiken,Colts,0,0,0,0,0,0,2.0,WR,0,0,22,2,0,0,0,0,5,2017
527,527,0,0,Albert Wilson,Texans,0,0,0,0,0,0,1.0,WR,0,0,18,2,0,0,0,0,5,2017
528,528,0,0,Terrance Williams,Cowboys,0,0,0,0,0,0,1.0,WR,0,0,14,2,0,0,0,0,5,2017
529,529,0,0,Chris Thompson,Texans,0,0,0,0,0,0,1.0,WR,0,0,19,1,0,0,0,0,5,2017
530,530,0,0,Kenny Stills,Dolphins,0,0,0,0,0,0,1.0,WR,0,0,13,1,0,0,0,0,5,2017
531,531,0,0,ArDarius Stewart,Browns,0,0,0,0,0,0,1.0,WR,0,0,0,0,0,2,0,12,5,2017
532,532,0,0,Russell Shepard,Lions,0,0,0,0,0,0,1.0,WR,0,0,15,2,0,0,0,0,5,2017
533,533,0,0,Demarcus Robinson,Texans,0,0,0,0,0,0,1.0,WR,0,0,16,1,0,0,0,0,5,2017
534,534,0,0,Breshad Perriman,Raiders,0,0,0,0,0,0,1.0,WR,0,0,15,2,0,0,0,0,5,2017
535,535,0,0,Tre McBride,Bears,0,0,0,0,0,0,1.0,WR,0,0,18,1,0,0,0,0,5,2017
536,536,0,0,Brandon Marshall,Giants,0,0,0,0,0,0,1.0,WR,0,0,15,2,0,0,0,0,5,2017
537,537,0,0,TJ Jones,Lions,0,0,0,0,0,0,1.0,WR,0,0,12,2,0,0,0,0,5,2017
538,538,0,0,Michael Floyd,Bears,0,0,0,0,0,0,1.0,WR,0,0,19,1,0,0,0,0,5,2017
539,539,0,0,Alex Erickson,Bengals,0,0,0,0,0,0,1.0,WR,0,0,12,1,0,1,0,-6,5,2017
540,540,0,0,Robby Anderson,Browns,0,0,0,0,0,0,1.0,WR,0,0,16,2,0,0,0,0,5,2017
541,541,0,0,Markus Wheaton,Bears,0,0,0,0,0,0,0.0,WR,0,0,9,1,0,0,0,0,5,2017
542,542,0,0,Trent Taylor,Colts,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,5,2017
543,543,0,0,Taywan Taylor,Dolphins,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,1,0,5,5,2017
544,544,0,0,Sterling Shepard,Giants,0,0,0,0,0,0,0.0,WR,0,0,9,1,0,0,0,0,5,2017
545,545,0,0,Aldrick Robinson,Colts,0,0,0,0,0,0,0.0,WR,0,0,5,1,0,0,0,0,5,2017
546,546,0,0,DeVante Parker,Dolphins,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,5,2017
547,547,0,0,Max McCaffrey,Steelers,0,0,0,0,0,0,0.0,WR,0,0,4,1,0,0,0,0,5,2017
548,548,0,0,Zay Jones,Bengals,0,0,0,0,0,0,0.0,WR,0,0,9,1,0,0,0,0,5,2017
549,549,0,0,Marcus Johnson,Eagles,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,5,2017
550,550,0,0,Justin Hunter,Steelers,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,5,2017
551,551,0,0,Rashard Higgins,Browns,0,0,0,0,0,0,0.0,WR,0,0,7,2,0,0,0,0,5,2017
552,552,0,0,Jakeem Grant,Dolphins,0,0,0,0,0,0,0.0,WR,0,0,-1,1,0,0,0,0,5,2017
553,553,0,0,Chris Godwin,Buccaneers,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,5,2017
554,554,0,0,Stefon Diggs,Bears,0,0,0,0,0,0,0.0,WR,0,0,4,1,0,0,0,0,5,2017
555,555,0,0,Amari Cooper,Raiders,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,5,2017
556,556,0,0,Keelan Cole,Steelers,0,0,0,0,0,0,0.0,WR,0,0,4,1,0,0,0,0,5,2017
557,557,0,0,Kaelin Clay,Bengals,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,1,0,0,5,2017
558,558,0,0,Michael Campanaro,Raiders,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,5,2017
559,559,0,0,Tyler Boyd,Bengals,0,0,0,0,0,0,0.0,WR,0,0,6,2,0,0,0,0,5,2017
560,560,0,0,Tanner McEvoy,Rams,0,1,0,1,0,0,-2.0,WR,0,0,0,0,0,0,0,0,5,2017
561,561,0,0,Antonio Brown,Chiefs,0,0,0,0,0,0,21.0,WR,0,1,155,8,0,0,0,0,6,2017
562,562,0,1,Larry Fitzgerald,Cardinals,0,0,0,0,0,0,18.0,WR,0,1,138,10,0,0,0,0,6,2017
563,563,0,0,Golden Tate,Saints,0,0,0,0,0,0,15.0,WR,0,1,96,7,0,0,0,0,6,2017
564,564,0,0,Marvin Jones,Saints,0,0,0,0,0,0,15.0,WR,0,1,96,6,0,0,0,0,6,2017
565,565,0,0,Mike Evans,Cardinals,0,0,0,0,0,0,15.0,WR,0,1,95,3,0,0,0,0,6,2017
566,566,0,1,Demaryius Thomas,Broncos,0,0,0,0,0,0,12.0,WR,0,0,133,10,0,0,0,0,6,2017
567,567,0,0,Taywan Taylor,Titans,0,0,0,0,0,0,12.0,WR,0,1,61,2,0,0,0,0,6,2017
568,568,0,0,Aldrick Robinson,Redskins,0,0,0,0,0,0,12.0,WR,0,1,66,2,0,0,0,0,6,2017
569,569,0,0,Jarvis Landry,Falcons,0,0,0,0,0,0,12.0,WR,0,1,62,8,0,0,0,0,6,2017
570,570,0,0,Jeremy Kerley,Jets,0,0,0,0,0,0,12.0,WR,0,1,61,2,0,0,0,0,6,2017
571,571,0,0,Ted Ginn J,Saints,0,0,0,0,0,0,12.0,WR,0,1,66,4,0,1,0,3,6,2017
572,572,0,0,Will Fuller,Texans,0,0,0,0,0,0,12.0,WR,0,1,62,2,0,0,0,0,6,2017
573,573,0,0,John Brown,Cardinals,0,0,0,0,0,0,12.0,WR,0,1,63,3,0,0,0,0,6,2017
574,574,0,0,Cordarrelle Patterson,Raiders,0,0,0,0,0,0,11.0,WR,0,0,5,1,0,3,1,55,6,2017
575,575,0,0,Michael Crabtree,Raiders,0,0,0,0,0,0,11.0,WR,0,1,52,6,0,0,0,0,6,2017
576,576,0,0,Nelson Agholor,Panthers,0,0,0,0,0,0,11.0,WR,0,1,55,4,0,0,0,0,6,2017
577,577,0,0,Davante Adams,Vikings,0,0,0,0,0,0,11.0,WR,0,1,54,5,0,0,0,0,6,2017
578,578,0,0,Kenny Stills,Falcons,0,0,0,0,0,0,10.0,WR,0,1,49,4,0,0,0,0,6,2017
579,579,0,0,Marvin Hall,Falcons,0,0,0,0,0,0,10.0,WR,0,1,40,1,0,0,0,0,6,2017
580,580,0,0,Adam Thielen,Vikings,0,0,0,0,0,0,9.0,WR,0,0,96,9,0,0,0,0,6,2017
581,581,0,0,Marqise Lee,Jaguars,0,0,0,0,0,0,9.0,WR,0,0,83,5,0,1,0,17,6,2017
582,582,0,0,DeSean Jackson,Cardinals,0,0,0,0,0,0,9.0,WR,0,1,38,3,0,0,0,0,6,2017
583,583,0,0,Brandin Cooks,Jets,0,0,0,0,0,0,9.0,WR,0,0,93,6,0,0,0,0,6,2017
584,584,0,0,Kelvin Benjamin,Panthers,0,0,0,0,0,0,9.0,WR,0,0,99,9,0,0,0,0,6,2017
585,585,0,0,Eric Decker,Titans,0,0,0,0,0,0,8.0,WR,0,0,88,7,0,0,0,0,6,2017
586,586,0,0,Emmanuel Sanders,Broncos,0,0,0,0,0,0,7.0,WR,0,0,76,5,0,0,0,0,6,2017
587,587,0,0,Jermaine Kearse,Jets,0,0,0,0,0,0,7.0,WR,0,0,79,4,0,0,0,0,6,2017
588,588,0,0,Julio Jones,Falcons,0,0,0,0,0,0,7.0,WR,0,0,72,6,0,0,0,0,6,2017
589,589,0,0,Alshon Jeffery,Panthers,0,0,0,0,0,0,7.0,WR,0,0,71,4,0,0,0,0,6,2017
590,590,0,0,DeAndre Hopkins,Texans,0,0,0,0,0,0,7.0,WR,0,1,19,2,0,0,0,0,6,2017
591,591,0,0,Josh Doctson,Redskins,0,0,0,0,0,0,7.0,WR,0,1,11,1,0,0,0,0,6,2017
592,592,0,0,Robby Anderson,Jets,0,0,0,0,0,0,7.0,WR,0,0,76,4,0,0,0,0,6,2017
593,593,0,1,Robert Woods,Jaguars,0,0,0,0,0,0,6.0,WR,0,0,70,5,0,0,0,0,6,2017
594,594,0,0,Jordy Nelson,Vikings,0,0,0,0,0,0,6.0,WR,0,0,60,6,0,0,0,0,6,2017
595,595,0,0,Donte Moncrief,Titans,0,0,0,0,0,0,6.0,WR,0,0,67,5,0,0,0,0,6,2017
596,596,0,0,Braxton Miller,Texans,0,0,0,0,0,0,6.0,WR,0,1,-5,2,0,0,0,0,6,2017
597,597,0,0,Rishard Matthews,Titans,0,0,0,0,0,0,6.0,WR,0,0,69,4,0,0,0,0,6,2017
598,598,0,0,Seth Devalve,Texans,0,0,0,0,0,0,6.0,WR,0,1,9,2,0,0,0,0,6,2017
599,599,0,0,Laquon Treadwell,Vikings,0,0,0,0,0,0,5.0,WR,0,0,51,3,0,0,0,0,6,2017
600,600,0,0,Adam Humphries,Cardinals,0,0,0,0,0,0,5.0,WR,0,0,51,6,0,0,0,0,6,2017
601,601,0,0,Pierre Garcon,Redskins,0,0,0,0,0,0,5.0,WR,0,0,55,5,0,0,0,0,6,2017
602,602,0,0,Kasen Williams,Texans,0,0,0,0,0,0,4.0,WR,0,0,41,4,0,0,0,0,6,2017
603,603,0,0,Chris Moore,Ravens,0,0,0,0,0,0,4.0,WR,0,0,44,3,0,0,0,0,6,2017
604,604,0,0,Danny Amendola,Jets,0,0,0,0,0,0,4.0,WR,0,0,40,3,0,0,0,0,6,2017
605,605,0,0,Keenan Allen,Raiders,0,0,0,0,0,0,4.0,WR,0,0,45,5,0,0,0,0,6,2017
606,606,0,0,Kendall Wright,Ravens,0,0,0,0,0,0,3.0,WR,0,0,36,2,0,0,0,0,6,2017
607,607,0,0,Mike Wallace,Ravens,0,0,0,0,0,0,3.0,WR,0,0,30,3,0,0,0,0,6,2017
608,608,0,0,JuJu Smith-Schuster,Chiefs,0,0,0,0,0,0,3.0,WR,0,0,32,3,0,0,0,0,6,2017
609,609,0,0,Seth Roberts,Raiders,0,0,0,0,0,0,3.0,WR,0,0,35,3,0,0,0,0,6,2017
610,610,0,0,Cooper Kupp,Jaguars,0,0,0,0,0,0,3.0,WR,0,0,35,2,0,0,0,0,6,2017
611,611,0,0,TJ Jones,Saints,0,0,0,0,0,0,3.0,WR,0,0,33,3,0,0,0,0,6,2017
612,612,0,0,Allen Hurns,Jaguars,0,0,0,0,0,0,3.0,WR,0,0,37,3,0,0,0,0,6,2017
613,613,0,0,Mack Hollins,Panthers,0,0,0,0,0,0,3.0,WR,0,0,38,2,0,0,0,0,6,2017
614,614,0,0,Tyreek Hill,Chiefs,0,0,0,0,0,0,3.0,WR,0,0,34,5,0,1,0,-9,6,2017
615,615,0,0,Justin Hardy,Falcons,0,0,0,0,0,0,3.0,WR,0,0,34,3,0,0,0,0,6,2017
616,616,0,0,Ryan Grant,Redskins,0,0,0,0,0,0,3.0,WR,0,0,39,3,0,0,0,0,6,2017
617,617,0,0,Taylor Gabriel,Falcons,0,0,0,0,0,0,3.0,WR,0,0,39,4,0,0,0,0,6,2017
618,618,0,0,Devin Funchess,Panthers,0,0,0,0,0,0,3.0,WR,0,0,36,3,0,0,0,0,6,2017
619,619,0,0,Jaron Brown,Cardinals,0,0,0,0,0,0,3.0,WR,0,0,30,1,0,0,0,0,6,2017
620,620,0,0,Bryce Treggs,Texans,0,0,0,0,0,0,2.0,WR,0,0,20,1,0,0,0,0,6,2017
621,621,0,0,Jordan Taylor,Broncos,0,0,0,0,0,0,2.0,WR,0,0,26,3,0,0,0,0,6,2017
622,622,0,0,Terrelle Pryor,Redskins,0,0,0,0,0,0,2.0,WR,0,0,23,3,0,0,0,0,6,2017
623,623,0,0,Ricardo Louis,Texans,0,0,0,0,0,0,2.0,WR,0,0,25,3,0,0,0,0,6,2017
624,624,0,0,Marquise Goodwin,Redskins,0,0,0,0,0,0,2.0,WR,0,0,26,2,0,1,0,6,6,2017
625,625,0,0,Bennie Fowler,Broncos,0,0,0,0,0,0,2.0,WR,0,0,21,3,0,0,0,0,6,2017
626,626,0,0,Bruce Ellington,Texans,0,0,0,0,0,0,2.0,WR,0,0,22,2,0,0,0,0,6,2017
627,627,0,0,Jamison Crowder,Redskins,0,0,0,0,0,0,2.0,WR,0,0,15,3,0,1,0,11,6,2017
628,628,0,0,Amari Cooper,Raiders,0,0,0,0,0,0,2.0,WR,0,0,28,5,0,0,0,0,6,2017
629,629,0,0,Brandon Coleman,Saints,0,0,0,0,0,0,2.0,WR,0,0,23,2,0,0,0,0,6,2017
630,630,0,0,Randall Cobb,Vikings,0,0,0,0,0,0,2.0,WR,0,0,28,3,0,0,0,0,6,2017
631,631,0,0,Michael Campanaro,Ravens,0,0,0,0,0,0,2.0,WR,0,0,24,3,0,0,0,0,6,2017
632,632,0,0,Martavis Bryant,Chiefs,0,0,0,0,0,0,2.0,WR,0,0,27,2,0,0,0,0,6,2017
633,633,0,0,Kamar Aiken,Titans,0,0,0,0,0,0,2.0,WR,0,0,21,2,0,0,0,0,6,2017
634,634,0,1,Tyrell Williams,Raiders,0,0,0,0,0,0,1.0,WR,0,0,27,3,0,0,0,0,6,2017
635,635,0,0,Mike Williams,Raiders,0,0,0,0,0,0,1.0,WR,0,0,15,1,0,0,0,0,6,2017
636,636,0,0,Sammy Watkins,Jaguars,0,0,0,0,0,0,1.0,WR,0,0,11,1,0,0,0,0,6,2017
637,637,0,0,Michael Thomas,Saints,0,0,0,0,0,0,1.0,WR,0,0,11,3,0,0,0,0,6,2017
638,638,0,0,Trent Taylor,Redskins,0,0,0,0,0,0,1.0,WR,0,0,11,2,0,0,0,0,6,2017
639,639,0,0,Willie Snead,Saints,0,0,0,0,0,0,1.0,WR,0,0,11,1,0,0,0,0,6,2017
640,640,0,0,Russell Shepard,Panthers,0,0,0,0,0,0,1.0,WR,0,0,12,2,0,0,0,0,6,2017
641,641,0,0,Demarcus Robinson,Chiefs,0,0,0,0,0,0,1.0,WR,0,0,16,1,0,0,0,0,6,2017
642,642,0,0,J.J. Nelson,Cardinals,0,0,0,0,0,0,1.0,WR,0,0,0,0,0,1,0,16,6,2017
643,643,0,0,Roger Lewis,Broncos,0,0,0,0,0,0,1.0,WR,0,0,15,1,0,0,0,0,6,2017
644,644,0,0,Marcus Johnson,Panthers,0,0,0,0,0,0,1.0,WR,0,0,16,1,0,0,0,0,6,2017
645,645,0,0,Chris Hogan,Jets,0,0,0,0,0,0,1.0,WR,0,0,19,1,0,0,0,0,6,2017
646,646,0,0,T.Y. Hilton,Titans,0,0,0,0,0,0,1.0,WR,0,0,19,1,0,0,0,0,6,2017
647,647,0,0,Rashard Higgins,Texans,0,0,0,0,0,0,1.0,WR,0,0,13,1,0,0,0,0,6,2017
648,648,0,0,Sammie Coates,Texans,0,0,0,0,0,0,1.0,WR,0,0,11,1,0,0,0,0,6,2017
649,649,0,0,ArDarius Stewart,Jets,0,0,0,0,0,0,0.0,WR,0,0,2,1,0,1,0,6,6,2017
650,650,0,0,Torrey Smith,Panthers,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,6,2017
651,651,0,0,Curtis Samuel,Panthers,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,1,0,8,6,2017
652,652,0,0,Bernard Reedy,Cardinals,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,1,0,4,6,2017
653,653,0,0,Niles Paul,Redskins,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,1,0,-1,6,2017
654,654,0,0,Isaiah McKenzie,Broncos,0,0,0,0,0,0,0.0,WR,0,0,0,1,0,0,0,0,6,2017
655,655,0,0,Chris Matthews,Ravens,0,0,0,0,0,0,0.0,WR,0,0,5,1,0,0,0,0,6,2017
656,656,0,0,Tavarres King,Broncos,0,0,0,0,0,0,0.0,WR,0,0,7,1,0,0,0,0,6,2017
657,657,0,0,Jakeem Grant,Falcons,0,0,0,0,0,0,0.0,WR,0,0,4,1,0,0,0,0,6,2017
658,658,0,0,Chris Godwin,Cardinals,0,0,0,0,0,0,0.0,WR,0,0,9,1,0,0,0,0,6,2017
659,659,0,0,Michael Floyd,Vikings,0,0,0,0,0,0,0.0,WR,0,0,5,1,0,0,0,0,6,2017
660,660,0,0,Keelan Cole,Jaguars,0,0,0,0,0,0,0.0,WR,0,0,7,1,0,0,0,0,6,2017
661,661,0,0,Tavon Austin,Jaguars,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,2,0,0,6,2017
662,662,0,0,Geronimo Allison,Vikings,0,0,0,0,0,0,0.0,WR,0,0,7,1,0,0,0,0,6,2017
663,663,0,0,Jared Abbrederis,Saints,0,0,0,0,0,0,0.0,WR,0,0,7,1,0,0,0,0,6,2017
664,664,0,0,Amari Cooper,Raiders,0,0,0,0,0,0,33.0,WR,0,2,210,11,0,0,0,0,7,2017
665,665,0,0,Kenny Stills,Dolphins,0,0,0,0,0,0,20.0,WR,0,2,85,6,0,0,0,0,7,2017
666,666,0,0,Tyreek Hill,Raiders,0,0,0,0,0,0,18.0,WR,0,1,125,6,0,2,0,7,7,2017
667,667,0,0,Jarvis Landry,Dolphins,0,0,0,0,0,0,15.0,WR,0,1,93,7,0,0,0,0,7,2017
668,668,0,0,Julio Jones,Patriots,0,0,0,0,0,0,15.0,WR,0,1,99,9,0,0,0,0,7,2017
669,669,0,0,Doug Baldwin,Giants,0,0,0,0,0,0,15.0,WR,0,1,92,9,0,0,0,0,7,2017
670,670,0,0,Ted Ginn J,Packers,0,0,0,0,0,0,14.0,WR,0,0,141,7,0,0,0,0,7,2017
671,671,0,0,Mike Evans,Bills,0,0,0,0,0,0,14.0,WR,0,1,88,7,0,0,0,0,7,2017
