,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
9,9,9.0,0.0,0.0,Jared Cook,Titans,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TE,0.0,0.0,56.0,5.0,0.0,0.0,0.0,0.0,1,2017.0
77,77,9.0,0.0,0.0,Jared Cook,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TE,0.0,0.0,56.0,5.0,0.0,0.0,0.0,0.0,2,2017.0
106,106,43.0,0.0,0.0,Jared Cook,Redskins,0.0,0.0,0.0,0.0,0.0,0.0,3.5,TE,0.0,0.0,40.5,4.5,0.0,0.0,0.0,0.0,3,2017.0
177,177,64.0,0.0,0.0,Jared Cook,Broncos,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,TE,0.0,0.3333333333333333,41.333333333333336,4.333333333333333,0.0,0.0,0.0,0.0,4,2017.0
242,242,92.25,0.0,0.0,Jared Cook,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,5.25,TE,0.0,0.25,42.5,4.0,0.0,0.0,0.0,0.0,5,2017.0
289,289,122.2,0.0,0.2,Jared Cook,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,4.4,TE,0.0,0.2,39.0,3.8,0.0,0.0,0.0,0.0,6,2017.0
305,305,150.0,0.0,0.16666666666666666,Jared Cook,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,3.8333333333333335,TE,0.0,0.16666666666666666,34.833333333333336,3.5,0.0,0.0,0.0,0.0,7,2017.0
365,365,172.14285714285714,0.0,0.14285714285714285,Jared Cook,Bills,0.0,0.0,0.0,0.0,0.0,0.0,4.714285714285714,TE,0.0,0.14285714285714285,45.142857142857146,3.857142857142857,0.0,0.0,0.0,0.0,8,2017.0
404,404,196.25,0.0,0.125,Jared Cook,Dolphins,0.0,0.0,0.0,0.0,0.0,0.0,4.75,TE,0.0,0.125,46.625,3.875,0.0,0.0,0.0,0.0,9,2017.0
505,505,219.33333333333334,0.0,0.1111111111111111,Jared Cook,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,TE,0.0,0.1111111111111111,55.44444444444444,4.333333333333333,0.0,0.0,0.0,0.0,11,2017.0
582,582,247.9,0.0,0.1,Jared Cook,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,5.3,TE,0.0,0.1,53.5,4.1,0.0,0.0,0.0,0.0,12,2017.0
644,644,278.27272727272725,0.0,0.09090909090909091,Jared Cook,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,4.818181818181818,TE,0.0,0.09090909090909091,48.81818181818182,3.8181818181818183,0.0,0.0,0.0,0.0,13,2017.0
