,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
1041,2014,1,Jets,0,0,0,Raiders,133,14,6.0,DST,25,2.0,0,158,0,0
1071,2014,2,Jets,0,1,0,Packers,310,31,6.0,DST,80,4.0,0,390,0,1
1109,2014,3,Jets,0,1,0,Bears,197,27,7.0,DST,60,4.0,0,257,0,0
1136,2014,4,Jets,0,0,0,Lions,272,24,5.0,DST,88,4.0,0,360,0,0
1169,2014,5,Jets,0,0,1,Chargers,277,31,5.0,DST,162,3.0,0,439,0,1
1201,2014,6,Jets,0,0,0,Broncos,221,31,2.0,DST,138,2.0,0,359,0,0
1233,2014,7,Jets,0,0,0,Patriots,260,27,2.0,DST,63,1.0,0,323,0,1
1259,2014,8,Jets,0,0,0,Bills,213,43,4.0,DST,67,4.0,0,280,0,0
1288,2014,9,Jets,0,0,0,Chiefs,196,24,2.0,DST,113,1.0,0,309,0,1
1296,2014,10,Jets,0,2,2,Steelers,326,13,17.0,DST,36,2.0,0,362,0,0
1375,2014,12,Jets,0,0,0,Bills,220,38,1.0,DST,116,1.0,0,336,0,1
1394,2014,13,Jets,0,0,1,Dolphins,217,16,8.0,DST,74,2.0,0,291,0,0
1422,2014,14,Jets,0,1,1,Min,297,30,9.0,DST,114,3.0,1,411,0,1
1457,2014,15,Jets,0,1,0,Titans,253,11,10.0,DST,89,1.0,0,342,0,1
1487,2014,16,Jets,0,0,1,Patriots,146,17,10.0,DST,85,4.0,0,231,0,0
1521,2014,17,Jets,0,1,0,Dolphins,208,24,10.0,DST,179,7.0,0,387,0,1
