,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1064,22.0,0.0,1.0,1.0,Jay Feely,Rams,5.0,K,1,2.0,2.0,2010.0,1.0
1108,22.0,0.0,1.0,1.0,Jay Feely,Falcons,5.0,K,2,2.0,2.0,2010.0,1.0
1133,44.0,0.0,1.0,0.5,Jay Feely,Raiders,3.0,K,3,1.5,1.5,2010.0,1.0
1156,59.666666666666664,0.0,1.0,0.6666666666666666,Jay Feely,Chargers,4.0,K,4,2.0,2.0,2010.0,0.6666666666666666
1176,73.25,0.25,1.0,0.75,Jay Feely,Saints,4.5,K,5,1.75,1.75,2010.0,0.75
1255,85.4,0.2,1.4,1.2,Jay Feely,Seahawks,6.0,K,7,2.0,2.0,2010.0,0.6
1273,106.66666666666667,0.16666666666666666,1.3333333333333333,1.1666666666666667,Jay Feely,Buccaneers,5.666666666666667,K,8,1.8333333333333333,1.8333333333333333,2010.0,0.6666666666666666
1300,124.42857142857143,0.14285714285714285,1.1428571428571428,1.0,Jay Feely,Min,5.571428571428571,K,9,2.2857142857142856,2.2857142857142856,2010.0,0.5714285714285714
1338,141.125,0.125,1.125,1.0,Jay Feely,Seahawks,5.625,K,10,2.375,2.375,2010.0,0.625
1356,158.33333333333334,0.1111111111111111,1.1111111111111112,1.0,Jay Feely,Chiefs,5.444444444444445,K,11,2.2222222222222223,2.2222222222222223,2010.0,0.5555555555555556
1394,173.9,0.1,1.2,1.1,Jay Feely,49ers,5.6,K,12,2.1,2.1,2010.0,0.6
1422,190.0909090909091,0.09090909090909091,1.2727272727272727,1.1818181818181819,Jay Feely,Rams,5.636363636363637,K,13,1.9090909090909092,1.9090909090909092,2010.0,0.5454545454545454
1436,205.91666666666666,0.08333333333333333,1.3333333333333333,1.25,Jay Feely,Broncos,5.666666666666667,K,14,1.75,1.75,2010.0,0.5
1490,220.3846153846154,0.15384615384615385,1.6923076923076923,1.5384615384615385,Jay Feely,Panthers,7.3076923076923075,K,15,1.9230769230769231,1.9230769230769231,2010.0,0.46153846153846156
1509,236.64285714285714,0.14285714285714285,1.7142857142857142,1.5714285714285714,Jay Feely,Cowboys,7.214285714285714,K,16,1.7857142857142858,1.7857142857142858,2010.0,0.5
1562,252.0,0.13333333333333333,1.8,1.6,Jay Feely,49ers,7.333333333333333,K,17,1.8666666666666667,1.8666666666666667,2010.0,0.4666666666666667
1589,25.0,0.0,1.0,0.0,Jay Feely,Panthers,4.0,K,1,4.0,4.0,2011.0,0.0
1627,25.0,0.0,1.0,0.0,Jay Feely,Redskins,4.0,K,2,4.0,4.0,2011.0,0.0
1656,44.0,0.0,0.5,0.0,Jay Feely,Seahawks,3.5,K,3,3.5,3.5,2011.0,0.5
1675,60.0,0.0,1.3333333333333333,0.3333333333333333,Jay Feely,Giants,3.6666666666666665,K,4,2.6666666666666665,2.6666666666666665,2011.0,0.6666666666666666
1712,72.75,0.0,1.5,0.75,Jay Feely,Min,5.0,K,5,2.75,2.75,2011.0,0.5
1769,87.8,0.2,1.4,0.8,Jay Feely,Steelers,5.2,K,7,2.4,2.4,2011.0,0.6
1783,107.33333333333333,0.16666666666666666,1.1666666666666667,0.6666666666666666,Jay Feely,Ravens,4.666666666666667,K,8,2.3333333333333335,2.3333333333333335,2011.0,0.5
1816,123.28571428571429,0.14285714285714285,1.2857142857142858,0.8571428571428571,Jay Feely,Rams,5.285714285714286,K,9,2.4285714285714284,2.4285714285714284,2011.0,0.5714285714285714
1859,139.375,0.125,1.375,1.0,Jay Feely,Eagles,5.5,K,10,2.25,2.25,2011.0,0.5
1890,156.66666666666666,0.1111111111111111,1.4444444444444444,0.8888888888888888,Jay Feely,49ers,5.222222222222222,K,11,2.3333333333333335,2.3333333333333335,2011.0,0.5555555555555556
1900,173.6,0.1,1.3,0.8,Jay Feely,Rams,4.8,K,12,2.2,2.2,2011.0,0.6
1944,188.36363636363637,0.09090909090909091,1.4545454545454546,1.0,Jay Feely,Cowboys,5.363636363636363,K,13,2.1818181818181817,2.1818181818181817,2011.0,0.6363636363636364
1987,204.33333333333334,0.08333333333333333,1.5,1.0833333333333333,Jay Feely,49ers,5.5,K,14,2.0833333333333335,2.0833333333333335,2011.0,0.5833333333333334
2006,221.15384615384616,0.07692307692307693,1.3846153846153846,1.0,Jay Feely,Browns,5.3076923076923075,K,15,2.1538461538461537,2.1538461538461537,2011.0,0.5384615384615384
2050,236.92857142857142,0.07142857142857142,1.4285714285714286,1.0714285714285714,Jay Feely,Bengals,5.5,K,16,2.142857142857143,2.142857142857143,2011.0,0.5
2064,253.53333333333333,0.06666666666666667,1.4,1.0666666666666667,Jay Feely,Seahawks,5.4,K,17,2.066666666666667,2.066666666666667,2011.0,0.5333333333333333
2626,17.0,0.0,2.0,2.0,Jay Feely,Seahawks,8.0,K,1,2.0,2.0,2012.0,0.0
2660,17.0,0.0,2.0,2.0,Jay Feely,Patriots,8.0,K,2,2.0,2.0,2012.0,0.0
2686,34.0,0.0,2.0,2.0,Jay Feely,Eagles,8.0,K,3,2.0,2.0,2012.0,0.5
2727,48.333333333333336,0.0,2.0,2.0,Jay Feely,Dolphins,8.333333333333334,K,4,2.3333333333333335,2.3333333333333335,2012.0,0.3333333333333333
2762,65.75,0.0,1.75,1.75,Jay Feely,Rams,7.75,K,5,2.5,2.5,2012.0,0.25
2773,83.2,0.0,1.8,1.6,Jay Feely,Bills,6.8,K,6,2.0,2.0,2012.0,0.4
2820,96.66666666666667,0.16666666666666666,2.1666666666666665,1.8333333333333333,Jay Feely,Min,7.666666666666667,K,7,1.8333333333333333,1.8333333333333333,2012.0,0.3333333333333333
2847,113.0,0.14285714285714285,2.0,1.5714285714285714,Jay Feely,49ers,6.857142857142857,K,8,1.8571428571428572,1.8571428571428572,2012.0,0.42857142857142855
2875,128.625,0.125,1.875,1.5,Jay Feely,Packers,6.375,K,9,1.625,1.625,2012.0,0.375
2915,143.88888888888889,0.1111111111111111,1.7777777777777777,1.4444444444444444,Jay Feely,Falcons,6.222222222222222,K,11,1.6666666666666667,1.6666666666666667,2012.0,0.4444444444444444
2965,160.1,0.1,2.0,1.7,Jay Feely,Rams,6.9,K,12,1.6,1.6,2012.0,0.5
2994,177.9090909090909,0.09090909090909091,1.9090909090909092,1.6363636363636365,Jay Feely,Jets,6.7272727272727275,K,13,1.6363636363636365,1.6363636363636365,2012.0,0.45454545454545453
3046,195.16666666666666,0.08333333333333333,1.9166666666666667,1.6666666666666667,Jay Feely,Lions,6.666666666666667,K,15,1.5,1.5,2012.0,0.5
3084,213.76923076923077,0.15384615384615385,1.8461538461538463,1.6153846153846154,Jay Feely,Bears,6.923076923076923,K,16,1.7692307692307692,1.7692307692307692,2012.0,0.46153846153846156
3113,232.42857142857142,0.14285714285714285,1.8571428571428572,1.6428571428571428,Jay Feely,49ers,6.928571428571429,K,17,1.7142857142857142,1.7142857142857142,2012.0,0.42857142857142855
17,17.0,0.0,2.0,1.0,Jay Feely,Rams,6.0,K,1,3.0,3.0,2013.0,1.0
35,17.0,0.0,2.0,1.0,Jay Feely,Lions,6.0,K,2,3.0,3.0,2013.0,1.0
94,26.0,0.0,3.0,2.5,Jay Feely,Saints,9.5,K,3,2.0,2.0,2013.0,0.5
117,48.666666666666664,0.0,2.0,1.6666666666666667,Jay Feely,Buccaneers,6.666666666666667,K,4,1.6666666666666667,1.6666666666666667,2013.0,0.6666666666666666
141,65.75,0.0,2.0,1.75,Jay Feely,Panthers,6.75,K,5,1.5,1.5,2013.0,0.75
185,80.8,0.2,2.0,1.8,Jay Feely,49ers,7.4,K,6,1.6,1.6,2013.0,0.6
194,98.16666666666667,0.16666666666666666,1.6666666666666667,1.5,Jay Feely,Seahawks,6.5,K,7,1.6666666666666667,1.6666666666666667,2013.0,0.6666666666666666
227,111.85714285714286,0.2857142857142857,1.8571428571428572,1.7142857142857142,Jay Feely,Falcons,7.285714285714286,K,8,1.5714285714285714,1.5714285714285714,2013.0,0.5714285714285714
279,126.25,0.25,1.875,1.75,Jay Feely,Texans,7.5,K,10,1.75,1.75,2013.0,0.5
312,143.22222222222223,0.2222222222222222,1.8888888888888888,1.7777777777777777,Jay Feely,Jaguars,7.666666666666667,K,11,1.8888888888888888,1.8888888888888888,2013.0,0.4444444444444444
330,160.1,0.2,1.9,1.8,Jay Feely,Colts,7.8,K,12,2.0,2.0,2013.0,0.5
386,175.54545454545453,0.2727272727272727,2.1818181818181817,2.0,Jay Feely,Eagles,8.727272727272727,K,13,2.1818181818181817,2.1818181818181817,2013.0,0.45454545454545453
414,193.08333333333334,0.25,2.0,1.8333333333333333,Jay Feely,Rams,8.25,K,14,2.25,2.25,2013.0,0.5
424,210.07692307692307,0.23076923076923078,2.0,1.6923076923076923,Jay Feely,Titans,7.923076923076923,K,15,2.3846153846153846,2.3846153846153846,2013.0,0.46153846153846156
465,225.35714285714286,0.21428571428571427,2.0714285714285716,1.7857142857142858,Jay Feely,Seahawks,8.285714285714286,K,16,2.5,2.5,2013.0,0.5
501,241.33333333333334,0.2,2.1333333333333333,1.8666666666666667,Jay Feely,49ers,8.333333333333334,K,17,2.3333333333333335,2.3333333333333335,2013.0,0.5333333333333333
938,419.0,0.0,0.0,0.0,Jay Feely,Cowboys,2.0,K,14,3.0,2.0,2014.0,0.0
971,419.0,0.0,0.0,0.0,Jay Feely,Saints,2.0,K,15,3.0,2.0,2014.0,0.0
1003,435.5,0.0,0.0,0.0,Jay Feely,Lions,1.5,K,16,2.0,1.5,2014.0,0.0
1019,451.6666666666667,0.0,0.0,0.0,Jay Feely,Min,1.6666666666666667,K,17,2.0,1.6666666666666667,2014.0,0.0
