,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
18,18,18.0,0.0,0.0,Devonta Freeman,Bears,0.0,0.0,0.0,0.0,0.0,0.0,9.0,RB,0.0,0.0,2.0,2.0,0.0,12.0,1.0,37.0,1,2017.0
89,89,18.0,0.0,0.0,Devonta Freeman,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,9.0,RB,0.0,0.0,2.0,2.0,0.0,12.0,1.0,37.0,2,2017.0
178,178,53.5,0.0,0.0,Devonta Freeman,Lions,0.0,0.0,0.0,0.0,0.0,0.0,15.0,RB,0.0,0.0,9.0,2.0,0.0,15.5,1.5,60.5,3,2017.0
273,273,95.0,0.0,0.0,Devonta Freeman,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,16.333333333333332,RB,0.0,0.0,16.666666666666668,2.3333333333333335,0.0,17.333333333333332,1.3333333333333333,75.66666666666667,4,2017.0
460,460,139.5,0.0,0.0,Devonta Freeman,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,15.5,RB,0.0,0.0,17.5,2.25,0.0,17.5,1.25,71.25,6,2017.0
527,527,203.6,0.0,0.0,Devonta Freeman,Patriots,0.0,0.0,0.0,0.0,0.0,0.0,13.8,RB,0.0,0.0,16.2,2.2,0.0,15.8,1.0,70.6,7,2017.0
622,622,257.5,0.0,0.0,Devonta Freeman,Jets,0.0,0.0,0.0,0.0,0.0,0.0,12.833333333333334,RB,0.0,0.0,16.5,2.3333333333333335,0.0,15.166666666666666,0.8333333333333334,70.83333333333333,8,2017.0
689,689,309.57142857142856,0.0,0.0,Devonta Freeman,Panthers,0.0,0.0,0.0,0.0,0.0,0.0,11.857142857142858,RB,0.0,0.0,17.0,2.142857142857143,0.0,14.714285714285714,0.7142857142857143,66.57142857142857,9,2017.0
812,812,357.0,0.0,0.0,Devonta Freeman,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,11.0,RB,0.0,0.0,17.125,2.375,0.0,14.25,0.625,64.0,10,2017.0
1010,1010,407.55555555555554,0.0,0.0,Devonta Freeman,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,9.777777777777779,RB,0.0,0.0,15.222222222222221,2.111111111111111,0.0,12.88888888888889,0.5555555555555556,57.22222222222222,13,2017.0
