,Unnamed: 0,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Away Games
0,0,0,0,Hakeem Nicks,Panthers,0,0,0,0,0,0,25.0,WR,0,3,75,4,0,0,0,0,1,2010,0
1,1,0,0,Chad Johnson,Patriots,0,0,0,0,0,0,21.0,WR,0,1,159,12,0,0,0,0,1,2010,1
2,2,0,1,Austin Collie,Texans,0,0,0,0,0,0,21.0,WR,0,1,163,11,0,0,0,0,1,2010,1
3,3,0,0,Miles Austin,Redskins,0,0,0,0,0,0,20.0,WR,0,1,146,10,0,0,0,0,1,2010,1
4,4,0,0,Wes Welker,Bengals,0,0,0,0,0,0,18.0,WR,0,2,64,8,0,0,0,0,1,2010,0
5,5,0,0,Legedu Naanee,Chiefs,0,0,0,0,0,0,17.0,WR,0,1,110,5,0,0,0,0,1,2010,1
6,6,0,0,Reggie Wayne,Texans,0,0,0,0,0,0,15.0,WR,0,1,99,7,0,0,0,0,1,2010,1
7,7,0,0,Nate Washington,Raiders,0,0,0,0,0,0,14.0,WR,0,1,88,3,0,0,0,0,1,2010,0
8,8,0,0,Greg Jennings,Eagles,0,0,0,0,0,0,14.0,WR,0,1,82,5,0,0,0,0,1,2010,1
9,9,0,0,Steve Smith,Giants,0,0,0,0,0,0,13.0,WR,0,1,75,5,0,0,0,0,1,2010,1
10,10,0,0,Steve Breaston,Rams,0,0,0,0,0,0,13.0,WR,0,0,132,7,0,0,0,0,1,2010,1
11,11,0,0,Roddy White,Steelers,0,0,0,0,0,0,11.0,WR,0,0,111,13,0,0,0,0,1,2010,1
12,12,0,0,Brandon Lloyd,Jaguars,0,0,0,0,0,0,11.0,WR,0,0,117,5,0,0,0,0,1,2010,1
13,13,0,0,Mark Clayton,Cardinals,0,0,0,0,0,0,11.0,WR,0,0,119,10,0,0,0,0,1,2010,0
14,14,0,0,Anquan Boldin,Jets,0,0,0,0,0,0,11.0,WR,0,0,110,7,0,0,0,0,1,2010,1
15,15,0,0,Hines Ward,Falcons,0,0,0,0,0,0,10.0,WR,0,0,108,6,0,0,0,0,1,2010,0
16,16,0,0,Micheal Spurlock,Browns,0,0,0,0,0,0,10.0,WR,0,1,49,2,0,0,0,0,1,2010,0
17,17,0,0,Mohamed Massaquoi,Buccaneers,0,0,0,0,0,0,10.0,WR,0,1,46,2,0,0,0,0,1,2010,1
18,18,0,0,Jeremy Maclin,Packers,0,0,0,0,0,0,10.0,WR,0,1,38,4,0,1,0,11,1,2010,0
19,19,0,0,Larry Fitzgerald,Rams,0,0,0,0,0,0,10.0,WR,0,1,43,3,0,0,0,0,1,2010,1
20,20,0,0,Mike Williams,Browns,0,0,0,0,0,0,9.0,WR,0,1,30,5,0,0,0,0,1,2010,0
21,21,0,0,Eddie Royal,Jaguars,0,0,0,0,0,0,9.0,WR,0,0,98,8,0,0,0,0,1,2010,1
22,22,0,0,Roscoe Parrish,Dolphins,0,0,0,0,0,0,9.0,WR,0,1,35,2,0,0,0,0,1,2010,0
23,23,0,0,Devery Henderson,Min,0,0,0,0,0,0,9.0,WR,0,1,38,2,0,0,0,0,1,2010,0
24,24,0,0,Jabar Gaffney,Jaguars,0,0,0,0,0,0,9.0,WR,0,1,34,3,0,0,0,0,1,2010,1
25,25,0,0,Donald Driver,Eagles,0,0,0,0,0,0,9.0,WR,0,1,30,5,0,0,0,0,1,2010,1
26,26,0,0,Kevin Walter,Colts,0,0,0,0,0,0,8.0,WR,0,1,29,2,0,0,0,0,1,2010,0
27,27,0,0,Mike Thomas,Broncos,0,0,0,0,0,0,8.0,WR,0,0,89,6,0,0,0,0,1,2010,0
28,28,0,0,Jordan Shipley,Patriots,0,0,0,0,0,0,8.0,WR,0,0,82,5,0,0,0,0,1,2010,1
29,29,0,0,Kassim Osgood,Broncos,0,0,0,0,0,0,8.0,WR,0,1,24,1,0,0,0,0,1,2010,0
30,30,0,0,Mario Manningham,Panthers,0,0,0,0,0,0,8.0,WR,0,0,85,4,0,0,0,0,1,2010,0
31,31,0,0,Laurent Robinson,Cardinals,0,0,0,0,0,0,7.0,WR,0,1,18,3,0,0,0,0,1,2010,0
32,32,0,0,Santana Moss,Cowboys,0,0,0,0,0,0,7.0,WR,0,0,77,6,0,0,0,0,1,2010,0
33,33,0,0,Deon Butler,49ers,0,0,0,0,0,0,7.0,WR,0,1,13,1,0,0,0,0,1,2010,0
34,34,0,0,Deion Branch,49ers,0,0,0,0,0,0,7.0,WR,0,1,11,3,0,0,0,0,1,2010,0
35,35,0,0,Devin Aromashodu,Lions,0,0,0,0,0,0,7.0,WR,0,0,71,5,0,0,0,0,1,2010,0
36,36,0,0,Mike Williams,49ers,0,0,0,0,0,0,6.0,WR,0,0,64,4,0,0,0,0,1,2010,0
37,37,0,0,Mike Wallace,Falcons,0,0,0,0,0,0,6.0,WR,0,0,62,2,0,0,0,0,1,2010,0
38,38,0,0,Marques Colston,Min,0,0,0,0,0,0,6.0,WR,0,0,62,5,0,0,0,0,1,2010,0
39,39,0,0,Danny Amendola,Cardinals,0,0,0,0,0,0,6.0,WR,0,0,67,6,0,0,0,0,1,2010,0
40,40,0,0,Terrell Owens,Patriots,0,0,0,0,0,0,5.0,WR,0,0,53,7,0,0,0,0,1,2010,1
41,41,0,0,Randy Moss,Bengals,0,0,0,0,0,0,5.0,WR,0,0,59,5,0,0,0,0,1,2010,0
42,42,0,0,Brandon Marshall,Bills,0,0,0,0,0,0,5.0,WR,0,0,53,8,0,0,0,0,1,2010,1
43,43,0,0,Johnny Knox,Lions,0,0,0,0,0,0,5.0,WR,0,0,52,3,0,0,0,0,1,2010,0
44,44,0,0,Dez Bryant,Redskins,0,0,0,0,0,0,5.0,WR,0,0,56,8,0,0,0,0,1,2010,1
45,45,0,0,Davone Bess,Bills,0,0,0,0,0,0,5.0,WR,0,0,51,6,0,1,0,0,1,2010,1
46,46,0,0,Steve Smith,Panthers,0,0,0,0,0,0,4.0,WR,0,0,43,5,0,0,0,0,1,2010,0
47,47,0,0,Stevie Johnson,Dolphins,0,0,0,0,0,0,4.0,WR,0,0,40,3,0,0,0,0,1,2010,0
48,48,0,0,Calvin Johnson,Bears,0,0,0,0,0,0,4.0,WR,0,0,45,4,0,0,0,0,1,2010,1
49,49,0,0,Dwayne Jarrett,Giants,0,0,0,0,0,0,4.0,WR,0,0,40,2,0,0,0,0,1,2010,1
50,50,0,0,Pierre Garcon,Texans,0,0,0,0,0,0,4.0,WR,0,0,43,3,0,0,0,0,1,2010,1
51,51,0,0,Malcom Floyd,Chiefs,0,0,0,0,0,0,4.0,WR,0,0,48,3,0,0,0,0,1,2010,1
52,52,0,0,Jason Avant,Packers,0,0,0,0,0,0,4.0,WR,0,0,41,4,0,0,0,0,1,2010,0
53,53,0,0,Eric Weems,Steelers,0,0,0,0,0,0,3.0,WR,0,0,36,4,0,0,0,0,1,2010,1
54,54,0,0,Brandon Tate,Bengals,0,0,0,0,0,0,3.0,WR,0,0,36,4,0,0,0,0,1,2010,0
55,55,0,0,Chansi Stuckey,Buccaneers,0,0,0,0,0,0,3.0,WR,0,0,30,4,0,0,0,0,1,2010,1
56,56,0,0,Sammie Stroughter,Browns,0,0,0,0,0,0,3.0,WR,0,0,32,2,0,0,0,0,1,2010,0
57,57,0,0,Josh Morgan,Seahawks,0,0,0,0,0,0,3.0,WR,0,0,32,3,0,0,0,0,1,2010,1
58,58,0,0,Robert Meachem,Min,0,0,0,0,0,0,3.0,WR,0,0,33,3,0,0,0,0,1,2010,0
59,59,0,0,Andre Johnson,Colts,0,0,0,0,0,0,3.0,WR,0,0,33,3,0,0,0,0,1,2010,0
60,60,0,0,DeSean Jackson,Packers,0,0,0,0,0,0,3.0,WR,0,0,30,4,0,0,0,0,1,2010,0
61,61,0,0,Lee Evans,Dolphins,0,0,0,0,0,0,3.0,WR,0,0,34,4,0,0,0,0,1,2010,0
62,62,0,0,Harry Douglas,Steelers,0,0,0,0,0,0,3.0,WR,0,0,39,3,0,0,0,0,1,2010,1
63,63,0,0,Early Doucet,Rams,0,0,0,0,0,0,3.0,WR,0,0,37,2,0,0,0,0,1,2010,1
64,64,0,0,Roy Williams,Redskins,0,0,0,0,0,0,2.0,WR,0,0,21,3,0,0,0,0,1,2010,1
65,65,0,0,Brad Smith,Ravens,0,0,0,0,0,0,2.0,WR,0,0,0,0,0,2,0,27,1,2010,0
66,66,0,0,David Nelson,Dolphins,0,0,0,0,0,0,2.0,WR,0,0,22,3,0,0,0,0,1,2010,0
67,67,0,0,Louis Murphy,Titans,0,0,0,0,0,0,2.0,WR,0,0,28,4,0,0,0,0,1,2010,1
68,68,0,0,Lance Moore,Min,0,0,0,0,0,0,2.0,WR,0,0,23,3,0,0,0,0,1,2010,0
69,69,0,0,Derrick Mason,Jets,0,0,0,0,0,0,2.0,WR,0,0,21,2,0,0,0,0,1,2010,1
70,70,0,0,Brandon LaFell,Giants,0,0,0,0,0,0,2.0,WR,0,0,22,2,0,0,0,0,1,2010,1
71,71,0,0,Jacoby Jones,Colts,0,0,0,0,0,0,2.0,WR,0,0,29,2,0,0,0,0,1,2010,0
72,72,0,0,Bryant Johnson,Bears,0,0,0,0,0,0,2.0,WR,0,0,24,1,0,0,0,0,1,2010,1
73,73,0,0,T.J. Houshmandzadeh,Jets,0,0,0,0,0,0,2.0,WR,0,0,27,1,0,0,0,0,1,2010,1
74,74,0,0,Craig Davis,Chiefs,0,0,0,0,0,0,2.0,WR,0,0,26,2,0,0,0,0,1,2010,1
