,Unnamed: 0,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Away Games
0,0,0,0,Steve Smith,Cardinals,0,0,0,0,0,0,29.0,WR,0,2,178,8,0,0,0,0,1,2011,1
1,1,0,0,Wes Welker,Dolphins,0,0,0,0,0,0,28.0,WR,0,2,160,8,0,0,0,0,1,2011,1
2,2,0,0,Kenny Britt,Jaguars,0,0,0,0,0,0,25.0,WR,0,2,136,5,0,0,0,0,1,2011,1
3,3,0,0,Calvin Johnson,Buccaneers,0,0,0,0,0,0,20.0,WR,0,2,88,6,0,0,0,0,1,2011,1
4,4,0,0,Reggie Wayne,Texans,0,0,0,0,0,0,16.0,WR,0,1,106,7,0,0,0,0,1,2011,1
5,5,0,0,DeSean Jackson,Rams,0,0,0,0,0,0,16.0,WR,0,1,102,6,0,0,0,0,1,2011,1
6,6,0,0,Devery Henderson,Packers,0,0,0,0,0,0,16.0,WR,0,1,100,6,0,0,0,0,1,2011,1
7,7,0,0,Early Doucet,Panthers,0,0,0,0,0,0,16.0,WR,0,1,105,3,0,0,0,0,1,2011,0
8,8,0,0,Andre Johnson,Colts,0,0,0,0,0,0,15.0,WR,0,1,95,7,0,0,0,0,1,2011,0
9,9,0,0,Miles Austin,Jets,0,0,0,0,0,0,15.0,WR,0,1,90,5,0,0,0,0,1,2011,1
10,10,0,0,Greg Jennings,Saints,0,0,0,0,0,0,14.0,WR,0,1,89,7,0,0,0,0,1,2011,0
11,11,0,0,Doug Baldwin,49ers,0,0,0,0,0,0,14.0,WR,0,1,83,4,0,0,0,0,1,2011,1
12,12,0,0,Jordy Nelson,Saints,0,0,0,0,0,0,13.0,WR,0,1,77,6,0,0,0,0,1,2011,0
13,13,0,0,Robert Meachem,Packers,0,0,0,0,0,0,13.0,WR,0,1,70,5,0,0,0,0,1,2011,1
14,14,0,0,Brandon Marshall,Patriots,0,0,0,0,0,0,13.0,WR,0,0,139,7,0,0,0,0,1,2011,0
15,15,0,0,Plaxico Burress,Cowboys,0,0,0,0,0,0,13.0,WR,0,1,72,4,0,0,0,0,1,2011,0
16,16,0,0,Dez Bryant,Jets,0,0,0,0,0,0,13.0,WR,0,1,71,3,0,0,0,0,1,2011,1
17,17,0,0,Anquan Boldin,Steelers,0,0,0,0,0,0,13.0,WR,0,1,74,4,0,0,0,0,1,2011,0
18,18,0,0,Hakeem Nicks,Redskins,0,0,0,0,0,0,12.0,WR,0,0,122,7,0,0,0,0,1,2011,1
19,19,0,0,Stevie Johnson,Chiefs,0,0,0,0,0,0,12.0,WR,0,1,66,4,0,0,0,0,1,2011,1
20,20,0,0,Mike Williams,Lions,0,0,0,0,0,0,11.0,WR,0,1,50,4,0,0,0,0,1,2011,0
21,21,0,0,Jabar Gaffney,Giants,0,0,0,0,0,0,11.0,WR,0,1,54,3,0,0,0,0,1,2011,0
22,22,0,0,Mike Wallace,Ravens,0,0,0,0,0,0,10.0,WR,0,0,107,8,0,0,0,0,1,2011,1
23,23,0,0,Brian Hartline,Patriots,0,0,0,0,0,0,10.0,WR,0,1,47,4,0,0,0,0,1,2011,0
24,24,0,0,A.J. Green,Browns,0,0,0,0,0,0,10.0,WR,0,1,41,1,0,0,0,0,1,2011,1
25,25,0,0,Marcel Reece,Broncos,0,0,0,0,0,0,9.0,WR,0,1,23,3,0,1,0,11,1,2011,1
