,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
91,91,91,0,0,Laquon Treadwell,Vikings,0,0,0,0,0,0,0.0,WR,0,0,7,1,0,0,0,0,1,2017
156,156,156,0,0,Laquon Treadwell,Steelers,0,0,0,0,0,0,3.0,WR,0,0,33,3,0,0,0,0,2,2017
321,321,321,0,0,Laquon Treadwell,Vikings,0,0,0,0,0,0,0.0,WR,0,0,2,1,0,0,0,0,3,2017
599,599,599,0,0,Laquon Treadwell,Vikings,0,0,0,0,0,0,5.0,WR,0,0,51,3,0,0,0,0,6,2017
723,723,723,0,0,Laquon Treadwell,Vikings,0,0,0,0,0,0,2.0,WR,0,0,28,3,0,0,0,0,7,2017
825,825,825,0,0,Laquon Treadwell,Browns,0,0,0,0,0,0,2.0,WR,0,0,21,1,0,0,0,0,8,2017
1143,1143,1143,0,0,Laquon Treadwell,Vikings,0,0,0,0,0,0,1.0,WR,0,0,10,2,0,0,0,0,11,2017
1388,1388,1388,0,0,Laquon Treadwell,Falcons,0,0,0,0,0,0,0.0,WR,0,0,9,1,0,0,0,0,13,2017
