,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
31,31,31.0,0.0,0.0,Jordan Matthews,Bills,0.0,0.0,0.0,0.0,0.0,0.0,6.0,WR,0.0,0.0,61.0,2.0,0.0,0.0,0.0,0.0,1,2017.0
159,159,31.0,0.0,0.0,Jordan Matthews,Panthers,0.0,0.0,0.0,0.0,0.0,0.0,6.0,WR,0.0,0.0,61.0,2.0,0.0,0.0,0.0,0.0,2,2017.0
264,264,95.0,0.0,0.0,Jordan Matthews,Bills,0.0,0.0,0.0,0.0,0.0,0.0,4.5,WR,0.0,0.0,45.5,2.5,0.0,0.0,0.0,0.0,3,2017.0
371,371,151.33333333333334,0.0,0.0,Jordan Matthews,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,5.0,WR,0.0,0.0,50.666666666666664,2.6666666666666665,0.0,0.0,0.0,0.0,4,2017.0
748,748,206.25,0.0,0.0,Jordan Matthews,Bills,0.0,0.0,0.0,0.0,0.0,0.0,5.5,WR,0.0,0.25,40.5,2.5,0.0,0.0,0.0,0.0,7,2017.0
828,828,314.6,0.0,0.0,Jordan Matthews,Bills,0.0,0.0,0.0,0.0,0.0,0.0,4.6,WR,0.0,0.2,34.4,2.4,0.0,0.0,0.0,0.0,8,2017.0
912,912,400.1666666666667,0.0,0.0,Jordan Matthews,Jets,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,WR,0.0,0.16666666666666666,32.166666666666664,2.5,0.0,0.0,0.0,0.0,9,2017.0
1044,1044,473.2857142857143,0.0,0.14285714285714285,Jordan Matthews,Bills,0.0,0.0,0.0,0.0,0.0,0.0,4.0,WR,0.0,0.14285714285714285,34.142857142857146,3.0,0.0,0.0,0.0,0.0,10,2017.0
1262,1262,544.625,0.0,0.125,Jordan Matthews,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,3.625,WR,0.0,0.125,31.625,2.75,0.0,0.0,0.0,0.0,12,2017.0
1375,1375,624.3333333333334,0.0,0.1111111111111111,Jordan Matthews,Bills,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,WR,0.0,0.1111111111111111,29.77777777777778,2.6666666666666665,0.0,0.0,0.0,0.0,13,2017.0
