,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
21,21,21.0,0.0,0.0,0.0,Titans,255.0,16.0,5.0,DST,95.0,1.0,0.0,Raiders,350.0,0.0,1,2017.0
40,40,21.0,0.0,0.0,0.0,Jets,255.0,16.0,5.0,DST,95.0,1.0,0.0,Raiders,350.0,0.0,2,2017.0
82,82,30.5,0.0,1.0,0.0,Redskins,200.0,18.0,8.5,DST,110.5,2.5,0.0,Raiders,310.5,0.0,3,2017.0
109,109,47.666666666666664,0.0,1.3333333333333333,0.0,Broncos,252.0,21.0,7.666666666666667,DST,112.33333333333333,2.0,0.0,Raiders,364.3333333333333,0.0,4,2017.0
153,153,63.0,0.0,1.0,0.0,Ravens,227.75,19.75,7.75,DST,120.0,2.5,0.0,Raiders,347.75,0.0,5,2017.0
171,171,81.0,0.0,0.8,0.0,Chargers,226.6,21.8,6.2,DST,124.6,2.0,0.0,Raiders,351.2,0.0,6,2017.0
209,209,96.0,0.0,0.8333333333333334,0.0,Chiefs,232.66666666666666,21.0,6.333333333333333,DST,117.16666666666667,1.8333333333333333,0.0,Raiders,349.8333333333333,0.0,7,2017.0
237,237,112.14285714285714,0.0,0.7142857142857143,0.0,Bills,246.71428571428572,22.285714285714285,5.571428571428571,DST,113.85714285714286,1.7142857142857142,0.0,Raiders,360.57142857142856,0.0,8,2017.0
258,258,127.75,0.0,0.625,0.0,Dolphins,236.5,23.75,4.875,DST,120.375,1.5,0.0,Raiders,356.875,0.0,9,2017.0
318,318,142.22222222222223,0.0,0.6666666666666666,0.0,Patriots,244.55555555555554,23.77777777777778,4.777777777777778,DST,116.55555555555556,1.4444444444444444,0.0,Raiders,361.1111111111111,0.0,11,2017.0
332,332,159.8,0.0,0.6,0.0,Broncos,253.3,24.7,4.4,DST,113.8,1.4,0.0,Raiders,367.1,0.0,12,2017.0
364,364,175.45454545454547,0.0,0.5454545454545454,0.09090909090909091,Giants,244.8181818181818,23.727272727272727,5.0,DST,108.54545454545455,1.7272727272727273,0.0,Raiders,353.3636363636364,0.0,13,2017.0
