,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
21,21,21,0,0,0,Titans,255,16,5.0,DST,95,1.0,0,Raiders,350,0,1,2017
40,40,40,0,2,0,Jets,145,20,12.0,DST,126,4.0,0,Raiders,271,0,2,2017
82,82,82,0,2,0,Redskins,356,27,6.0,DST,116,1.0,0,Raiders,472,0,3,2017
109,109,109,0,0,0,Broncos,155,16,8.0,DST,143,4.0,0,Raiders,298,0,4,2017
153,153,153,0,0,0,Ravens,222,30,0.0,DST,143,0.0,0,Raiders,365,0,5,2017
171,171,171,0,1,0,Chargers,263,17,7.0,DST,80,1.0,0,Raiders,343,0,6,2017
209,209,209,0,0,0,Chiefs,331,30,1.0,DST,94,1.0,0,Raiders,425,0,7,2017
237,237,237,0,0,0,Bills,165,34,0.0,DST,166,0.0,0,Raiders,331,0,8,2017
258,258,258,0,1,0,Dolphins,309,24,4.0,DST,86,1.0,0,Raiders,395,0,9,2017
318,318,318,0,0,0,Patriots,332,33,1.0,DST,89,1.0,0,Raiders,421,0,11,2017
332,332,332,0,0,1,Broncos,160,14,11.0,DST,56,5.0,0,Raiders,216,0,12,2017
364,364,364,0,2,0,Giants,200,17,11.0,DST,65,3.0,0,Raiders,265,0,13,2017
