,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
38,38,38,0,0,Tyrell Williams,Broncos,0,0,0,0,0,0,5.0,WR,0,0,54,5,0,0,0,0,1,2017
145,145,145,0,0,Tyrell Williams,Chargers,0,0,0,0,0,0,5.0,WR,0,0,54,4,0,0,0,0,2,2017
303,303,303,0,0,Tyrell Williams,Chargers,0,0,0,0,0,0,1.0,WR,0,0,15,2,0,0,0,0,3,2017
345,345,345,0,0,Tyrell Williams,Chargers,0,0,0,0,0,0,17.0,WR,0,1,115,5,0,0,0,0,4,2017
518,518,518,0,0,Tyrell Williams,Giants,0,0,0,0,0,0,2.0,WR,0,0,22,1,0,0,0,0,5,2017
634,634,634,0,1,Tyrell Williams,Raiders,0,0,0,0,0,0,1.0,WR,0,0,27,3,0,0,0,0,6,2017
740,740,740,0,0,Tyrell Williams,Chargers,0,0,0,0,0,0,1.0,WR,0,0,11,1,0,0,0,0,7,2017
824,824,824,0,0,Tyrell Williams,Patriots,0,0,0,0,0,0,2.0,WR,0,0,24,1,0,0,0,0,8,2017
1007,1007,1007,0,0,Tyrell Williams,Jaguars,0,0,0,0,0,0,4.0,WR,0,0,49,2,0,0,0,0,10,2017
1142,1142,1142,0,0,Tyrell Williams,Chargers,0,0,0,0,0,0,1.0,WR,0,0,11,1,0,0,0,0,11,2017
1187,1187,1187,0,0,Tyrell Williams,Cowboys,0,0,0,0,0,0,11.0,WR,0,1,58,2,0,0,0,0,12,2017
1387,1387,1387,0,0,Tyrell Williams,Chargers,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,13,2017
