,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
3077,2015,1,Titans,0,0,2,Buccaneers,181,14,18.0,DST,92,4.0,0,273,1,1
3133,2015,2,Titans,0,0,0,Browns,158,28,2.0,DST,116,2.0,0,274,0,1
3153,2015,3,Titans,0,0,2,Colts,245,35,7.0,DST,133,3.0,0,378,0,0
3210,2015,5,Titans,0,1,0,Bills,82,14,10.0,DST,127,4.0,0,209,0,0
3244,2015,6,Titans,0,0,2,Dolphins,254,38,6.0,DST,180,2.0,0,434,0,0
3266,2015,7,Titans,0,0,2,Falcons,251,10,11.0,DST,127,0.0,0,378,0,0
3299,2015,8,Titans,0,0,0,Texans,214,20,7.0,DST,56,3.0,0,270,0,1
3317,2015,9,Titans,1,1,1,Saints,355,28,10.0,DST,61,4.0,0,416,0,1
3359,2015,10,Titans,0,0,0,Panthers,184,27,6.0,DST,119,5.0,0,303,0,0
3372,2015,11,Titans,0,1,1,Jaguars,218,19,12.0,DST,90,4.0,0,308,0,1
3410,2015,12,Titans,0,2,0,Raiders,323,24,6.0,DST,84,1.0,0,407,0,0
3438,2015,13,Titans,0,1,0,Jaguars,302,39,10.0,DST,81,2.0,0,383,1,0
3487,2015,14,Titans,0,0,0,Jets,256,30,1.0,DST,183,1.0,0,439,0,1
3512,2015,15,Titans,0,1,0,Patriots,253,33,4.0,DST,93,2.0,0,346,0,1
3548,2015,16,Titans,0,1,0,Texans,202,34,3.0,DST,128,1.0,0,330,0,0
3582,2015,17,Titans,0,0,1,Colts,200,30,3.0,DST,127,1.0,0,327,0,1
