,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
27,27.0,0.0,1.0,0.0,Kai Forbath,Eagles,3.0,K,1,3.0,3.0,2013.0,0.0
164,27.0,0.0,1.0,0.0,Kai Forbath,Cowboys,3.0,K,6,3.0,3.0,2013.0,0.0
204,95.5,0.0,2.5,1.5,Kai Forbath,Bears,6.5,K,7,2.0,2.0,2013.0,0.5
242,131.66666666666666,0.0,2.0,1.3333333333333333,Kai Forbath,Broncos,7.333333333333333,K,8,3.3333333333333335,3.3333333333333335,2013.0,0.3333333333333333
265,159.25,0.0,1.5,1.0,Kai Forbath,Chargers,6.25,K,9,3.25,3.25,2013.0,0.5
278,180.4,0.0,1.8,1.0,Kai Forbath,Min,6.2,K,10,3.2,3.2,2013.0,0.4
349,196.66666666666666,0.0,1.8333333333333333,1.1666666666666667,Kai Forbath,49ers,6.666666666666667,K,12,3.1666666666666665,3.1666666666666665,2013.0,0.5
381,218.42857142857142,0.0,1.8571428571428572,1.2857142857142858,Kai Forbath,Giants,6.571428571428571,K,13,2.7142857142857144,2.7142857142857144,2013.0,0.42857142857142855
408,238.75,0.0,1.75,1.25,Kai Forbath,Chiefs,6.375,K,14,2.625,2.625,2013.0,0.375
443,257.55555555555554,0.1111111111111111,1.6666666666666667,1.2222222222222223,Kai Forbath,Falcons,6.333333333333333,K,15,2.4444444444444446,2.4444444444444446,2013.0,0.3333333333333333
461,276.1,0.1,1.7,1.3,Kai Forbath,Cowboys,6.5,K,16,2.4,2.4,2013.0,0.4
508,292.90909090909093,0.09090909090909091,1.8181818181818181,1.4545454545454546,Kai Forbath,Giants,6.909090909090909,K,17,2.3636363636363638,2.3636363636363638,2013.0,0.36363636363636365
