,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
3136,4,1,2,2,Adam Vinatieri,Lions,11.0,K,1,3,3,2016,0
3171,39,1,2,2,Adam Vinatieri,Broncos,10.0,K,2,2,2,2016,1
3208,76,0,2,2,Adam Vinatieri,Chargers,8.0,K,3,2,2,2016,0
3231,99,1,2,2,Adam Vinatieri,Jaguars,11.0,K,4,3,3,2016,1
3258,126,2,5,5,Adam Vinatieri,Bears,21.0,K,5,2,2,2016,0
3292,160,0,3,3,Adam Vinatieri,Texans,11.0,K,6,2,2,2016,1
3322,190,0,2,2,Adam Vinatieri,Titans,10.0,K,7,4,4,2016,1
3373,241,0,0,0,Adam Vinatieri,Chiefs,2.0,K,8,2,2,2016,0
3391,259,0,1,1,Adam Vinatieri,Packers,7.0,K,9,4,4,2016,1
3445,313,0,2,1,Adam Vinatieri,Titans,6.0,K,11,3,3,2016,0
3493,361,0,1,0,Adam Vinatieri,Steelers,1.0,K,12,1,1,2016,0
3500,368,1,2,2,Adam Vinatieri,Jets,13.0,K,13,5,5,2016,1
3542,410,0,2,1,Adam Vinatieri,Texans,5.0,K,14,2,2,2016,0
3567,435,1,2,2,Adam Vinatieri,Min,12.0,K,15,4,4,2016,1
3616,484,0,1,1,Adam Vinatieri,Raiders,5.0,K,16,2,2,2016,1
3646,514,0,2,1,Adam Vinatieri,Jaguars,6.0,K,17,3,3,2016,0
