,Unnamed: 0,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year,Away Games
278,278,0,0,1,Jaguars,110,17,8.0,DST,141,2.0,0,Colts,251,0,10,2011,0
279,279,0,0,2,Bengals,170,17,8.0,DST,109,0.0,0,Steelers,279,0,10,2011,1
280,280,0,1,1,Raiders,298,24,6.0,DST,191,1.0,0,Chargers,489,0,10,2011,0
281,281,0,1,0,Packers,266,45,5.0,DST,90,3.0,0,Vikings,356,0,10,2011,1
282,282,0,0,1,49ers,228,27,5.0,DST,77,2.0,0,Giants,305,0,10,2011,1
283,283,0,1,0,Bears,107,37,4.0,DST,109,2.0,0,Lions,216,0,10,2011,1
284,284,0,0,0,Broncos,69,17,4.0,DST,244,0.0,0,Chiefs,313,0,10,2011,0
285,285,0,0,1,Falcons,343,23,4.0,DST,138,1.0,0,Saints,481,0,10,2011,1
286,286,0,0,1,Titans,211,30,3.0,DST,172,1.0,0,Panthers,383,0,10,2011,0
287,287,1,0,0,Texans,235,37,3.0,DST,185,1.0,0,Buccaneers,420,0,10,2011,0
288,288,0,0,0,Seahawks,208,22,2.0,DST,119,1.0,0,Ravens,327,0,10,2011,1
289,289,0,0,0,Patriots,329,37,2.0,DST,60,0.0,1,Jets,389,0,10,2011,0
290,290,0,0,0,Saints,322,26,1.0,DST,41,0.0,0,Falcons,363,0,10,2011,0
291,291,0,0,0,Cowboys,270,44,0.0,DST,163,0.0,0,Bills,433,0,10,2011,1
292,292,0,0,3,Chiefs,209,3,25.0,DST,125,3.0,0,Patriots,334,1,11,2011,0
293,293,1,0,2,Bills,204,8,21.0,DST,41,2.0,0,Dolphins,245,1,11,2011,0
294,294,0,1,1,Jets,235,13,20.0,DST,83,3.0,0,Broncos,318,1,11,2011,0
295,295,0,2,3,Cardinals,149,7,19.0,DST,80,2.0,0,49ers,229,0,11,2011,0
296,296,0,2,1,Rams,143,7,18.0,DST,42,5.0,0,Seahawks,185,0,11,2011,1
297,297,0,2,3,Min,187,21,16.0,DST,124,5.0,0,Raiders,311,0,11,2011,1
298,298,0,1,2,Lions,326,49,14.0,DST,169,2.0,0,Panthers,495,1,11,2011,1
299,299,0,1,1,Giants,249,10,14.0,DST,29,3.0,0,Eagles,278,0,11,2011,1
300,300,0,0,3,Eagles,255,17,11.0,DST,136,1.0,0,Giants,391,0,11,2011,0
301,301,0,1,2,Chargers,280,20,10.0,DST,52,0.0,0,Bears,332,0,11,2011,0
302,302,0,0,3,Bengals,364,24,9.0,DST,119,2.0,0,Ravens,483,0,11,2011,0
303,303,0,0,4,Panthers,272,35,9.0,DST,137,1.0,0,Lions,409,0,11,2011,0
304,304,1,1,0,Raiders,139,27,9.0,DST,162,4.0,0,Vikings,301,0,11,2011,0
305,305,0,0,2,Seahawks,163,24,9.0,DST,126,4.0,0,Rams,289,0,11,2011,0
306,306,0,0,0,Jaguars,195,10,8.0,DST,108,1.0,0,Browns,303,0,11,2011,0
307,307,0,1,1,Redskins,279,24,8.0,DST,60,3.0,0,Cowboys,339,0,11,2011,1
308,308,0,0,1,Browns,186,14,8.0,DST,148,2.0,0,Jaguars,334,0,11,2011,1
309,309,2,0,1,49ers,267,23,7.0,DST,164,0.0,0,Cardinals,431,0,11,2011,1
310,310,0,0,1,Titans,257,17,7.0,DST,41,1.0,0,Falcons,298,0,11,2011,0
311,311,0,0,2,Buccaneers,334,26,7.0,DST,121,2.0,0,Packers,455,0,11,2011,0
312,312,0,1,0,Broncos,104,17,7.0,DST,125,1.0,0,Jets,229,0,11,2011,1
313,313,0,1,0,Patriots,223,34,5.0,DST,157,3.0,0,Chiefs,380,0,11,2011,1
314,314,0,0,0,Cowboys,264,27,5.0,DST,89,4.0,0,Redskins,353,0,11,2011,0
315,315,0,0,1,Packers,287,35,4.0,DST,91,2.0,0,Buccaneers,378,0,11,2011,1
316,316,0,0,0,Dolphins,147,35,3.0,DST,95,1.0,1,Bills,242,0,11,2011,1
317,317,0,0,1,Ravens,268,31,3.0,DST,105,1.0,0,Bengals,373,0,11,2011,1
318,318,0,1,0,Falcons,316,23,3.0,DST,116,0.0,0,Titans,432,0,11,2011,1
319,319,0,0,1,Bears,286,31,2.0,DST,92,0.0,0,Chargers,378,0,11,2011,1
320,320,0,4,1,Buccaneers,186,17,22.0,DST,122,2.0,0,Titans,308,1,12,2011,0
321,321,0,0,1,49ers,96,6,21.0,DST,74,9.0,0,Ravens,170,0,12,2011,0
322,322,0,2,2,Titans,150,23,17.0,DST,202,2.0,0,Buccaneers,352,1,12,2011,1
323,323,0,2,0,Rams,186,20,16.0,DST,86,2.0,0,Cardinals,272,1,12,2011,1
324,324,0,0,1,Jaguars,150,13,16.0,DST,105,7.0,0,Texans,255,0,12,2011,1
325,325,0,1,3,Chiefs,162,9,16.0,DST,90,1.0,0,Steelers,252,0,12,2011,1
326,326,0,1,2,Cardinals,106,23,16.0,DST,268,3.0,0,Rams,374,1,12,2011,0
327,327,0,0,3,Bears,229,20,14.0,DST,172,4.0,0,Raiders,401,0,12,2011,0
328,328,0,1,0,Texans,127,20,12.0,DST,88,0.0,0,Jaguars,215,1,12,2011,0
329,329,0,1,1,Steelers,182,13,12.0,DST,108,1.0,0,Chiefs,290,0,12,2011,0
330,330,0,0,3,Lions,273,15,11.0,DST,136,1.0,0,Packers,409,0,12,2011,1
331,331,0,0,2,Colts,218,19,10.0,DST,105,2.0,0,Panthers,323,0,12,2011,1
332,332,0,1,0,Dolphins,263,19,10.0,DST,89,4.0,0,Cowboys,352,0,12,2011,0
333,333,0,0,0,Chargers,159,13,10.0,DST,185,3.0,0,Broncos,344,0,12,2011,1
334,334,2,0,2,Redskins,306,23,10.0,DST,110,1.0,0,Seahawks,416,0,12,2011,0
335,335,0,0,2,Cowboys,218,20,9.0,DST,85,1.0,0,Dolphins,303,0,12,2011,1
336,336,0,0,0,Min,162,14,8.0,DST,64,4.0,0,Falcons,226,0,12,2011,0
337,337,0,0,1,Browns,140,20,8.0,DST,134,2.0,0,Bengals,274,0,12,2011,0
338,338,1,1,0,Panthers,176,27,8.0,DST,201,3.0,0,Colts,377,0,12,2011,0
339,339,0,0,1,Eagles,393,20,8.0,DST,73,2.0,0,Patriots,466,0,12,2011,1
340,340,0,0,1,Seahawks,126,17,8.0,DST,124,2.0,0,Redskins,250,0,12,2011,1
341,341,0,0,1,Raiders,268,25,7.0,DST,73,4.0,0,Bears,341,0,12,2011,1
342,342,0,1,1,Giants,392,24,6.0,DST,73,1.0,0,Saints,465,0,12,2011,0
343,343,0,1,0,Bengals,257,23,5.0,DST,132,2.0,0,Browns,389,0,12,2011,1
344,344,0,1,0,Falcons,246,24,5.0,DST,89,2.0,0,Vikings,335,0,12,2011,1
345,345,0,0,0,Broncos,141,16,5.0,DST,208,1.0,0,Chargers,349,0,12,2011,0
346,346,0,1,1,Jets,180,28,4.0,DST,138,0.0,0,Bills,318,0,12,2011,1
347,347,0,0,0,Bills,250,24,4.0,DST,86,3.0,0,Jets,336,0,12,2011,0
348,348,0,0,0,Ravens,161,16,4.0,DST,92,0.0,0,49ers,253,0,12,2011,1
349,349,0,0,0,Packers,296,27,3.0,DST,53,2.0,0,Lions,349,0,12,2011,0
350,350,0,0,0,Patriots,353,38,1.0,DST,104,1.0,0,Eagles,457,0,12,2011,0
351,351,0,0,0,Saints,372,49,0.0,DST,205,0.0,0,Giants,577,0,12,2011,1
352,352,0,0,3,Bears,88,3,23.0,DST,93,7.0,0,Chiefs,181,0,13,2011,1
353,353,1,1,1,Bengals,128,7,22.0,DST,104,3.0,0,Steelers,232,1,13,2011,0
354,354,0,0,4,Eagles,198,14,20.0,DST,132,2.0,0,Seahawks,330,1,13,2011,0
355,355,0,0,1,Browns,174,10,18.0,DST,59,3.0,0,Ravens,233,1,13,2011,1
356,356,0,1,1,Rams,126,0,18.0,DST,31,4.0,0,49ers,157,0,13,2011,0
357,357,0,1,2,Min,360,32,15.0,DST,129,3.0,0,Broncos,489,1,13,2011,1
358,358,0,0,1,Raiders,258,14,14.0,DST,46,2.0,0,Dolphins,304,1,13,2011,0
359,359,0,0,0,Cowboys,261,13,12.0,DST,75,5.0,0,Cardinals,336,0,13,2011,0
360,360,0,2,1,Redskins,204,19,12.0,DST,100,2.0,0,Jets,304,0,13,2011,1
361,361,0,1,0,Chiefs,139,10,11.0,DST,113,2.0,0,Bears,252,0,13,2011,0
362,362,0,1,1,Giants,347,35,11.0,DST,100,1.0,0,Packers,447,1,13,2011,1
363,363,0,0,2,Falcons,267,10,11.0,DST,70,0.0,0,Texans,337,0,13,2011,0
364,364,1,0,1,Lions,379,17,11.0,DST,87,3.0,0,Saints,466,0,13,2011,0
365,365,0,1,0,Texans,175,17,9.0,DST,162,3.0,0,Falcons,337,0,13,2011,1
366,366,0,0,0,Cardinals,224,19,9.0,DST,103,5.0,0,Cowboys,327,0,13,2011,1
367,367,0,2,0,Bills,282,17,9.0,DST,104,1.0,0,Titans,386,0,13,2011,1
368,368,0,0,1,Buccaneers,207,19,8.0,DST,78,2.0,0,Panthers,285,0,13,2011,1
369,369,0,2,0,Broncos,186,35,8.0,DST,150,2.0,1,Vikings,336,0,13,2011,0
370,370,0,0,1,Jaguars,177,14,8.0,DST,129,2.0,0,Chargers,306,0,13,2011,1
371,371,0,1,1,Colts,338,24,7.0,DST,99,2.0,0,Patriots,437,0,13,2011,0
372,372,0,0,0,49ers,245,26,5.0,DST,144,4.0,0,Rams,389,0,13,2011,1
373,373,0,1,0,Ravens,158,24,4.0,DST,290,1.0,0,Browns,448,0,13,2011,0
374,374,0,0,1,Packers,360,38,4.0,DST,89,2.0,0,Giants,449,0,13,2011,0
375,375,0,0,0,Steelers,159,35,3.0,DST,136,3.0,0,Bengals,295,0,13,2011,1
376,376,0,0,0,Seahawks,173,31,3.0,DST,174,3.0,0,Eagles,347,0,13,2011,1
377,377,0,0,0,Titans,130,23,2.0,DST,187,1.0,0,Bills,317,0,13,2011,0
378,378,0,0,0,Saints,338,31,2.0,DST,100,2.0,0,Lions,438,0,13,2011,1
379,379,0,0,0,Panthers,222,38,2.0,DST,163,2.0,0,Buccaneers,385,0,13,2011,0
380,380,0,1,0,Jets,165,34,2.0,DST,101,0.0,0,Redskins,266,0,13,2011,0
381,381,0,0,0,Patriots,289,31,1.0,DST,73,1.0,0,Colts,362,0,13,2011,1
382,382,0,0,0,Dolphins,153,34,1.0,DST,209,1.0,0,Raiders,362,0,13,2011,1
383,383,0,0,0,Chargers,294,38,0.0,DST,139,0.0,0,Jaguars,433,0,13,2011,0
384,384,0,4,3,Buccaneers,170,14,33.0,DST,110,3.0,0,Jaguars,280,2,14,2011,0
385,385,0,3,3,Min,156,28,28.0,DST,269,4.0,0,Lions,425,2,14,2011,0
386,386,0,2,1,Dolphins,95,10,24.0,DST,109,9.0,1,Eagles,204,0,14,2011,1
387,387,0,1,4,Raiders,240,16,21.0,DST,117,1.0,0,Packers,357,1,14,2011,0
388,388,0,0,3,Bills,185,10,20.0,DST,96,1.0,0,Chargers,281,1,14,2011,0
389,389,1,0,1,Rams,167,13,20.0,DST,114,3.0,0,Seahawks,281,1,14,2011,0
390,390,1,1,1,Broncos,221,13,18.0,DST,124,5.0,0,Bears,345,0,14,2011,1
391,391,0,3,1,Texans,268,20,17.0,DST,144,5.0,0,Bengals,412,0,14,2011,0
392,392,0,0,2,Browns,206,3,17.0,DST,98,3.0,0,Steelers,304,0,14,2011,0
393,393,0,0,1,Chiefs,156,10,16.0,DST,65,5.0,1,Jets,221,0,14,2011,0
394,394,0,0,1,Colts,117,10,13.0,DST,50,4.0,0,Ravens,167,0,14,2011,0
395,395,0,1,0,Bears,86,10,13.0,DST,159,4.0,0,Broncos,245,0,14,2011,0
396,396,0,1,1,Redskins,293,27,13.0,DST,170,2.0,0,Patriots,463,1,14,2011,1
397,397,1,1,0,Chargers,216,37,12.0,DST,150,2.0,0,Bills,366,1,14,2011,1
398,398,0,2,1,Steelers,269,14,12.0,DST,147,2.0,0,Browns,416,0,14,2011,1
399,399,1,1,1,Eagles,188,26,11.0,DST,51,4.0,0,Dolphins,239,0,14,2011,0
400,400,1,0,1,Packers,255,46,10.0,DST,136,4.0,1,Raiders,391,0,14,2011,1
401,401,0,0,0,49ers,143,19,9.0,DST,90,5.0,0,Cardinals,233,0,14,2011,0
402,402,0,2,0,Bengals,184,19,9.0,DST,101,1.0,0,Texans,285,0,14,2011,1
403,403,1,1,0,Cowboys,305,34,9.0,DST,139,3.0,1,Giants,444,0,14,2011,1
404,404,0,1,2,Cardinals,270,21,9.0,DST,55,2.0,0,49ers,325,0,14,2011,1
405,405,0,0,2,Panthers,259,23,7.0,DST,157,2.0,0,Falcons,416,0,14,2011,1
406,406,0,1,1,Ravens,212,24,7.0,DST,146,2.0,0,Colts,358,0,14,2011,1
407,407,0,0,0,Titans,314,17,6.0,DST,59,2.0,0,Saints,373,0,14,2011,1
408,408,0,0,0,Falcons,308,31,5.0,DST,86,3.0,1,Panthers,394,0,14,2011,0
409,409,0,1,0,Jets,155,37,5.0,DST,159,3.0,0,Chiefs,314,0,14,2011,1
410,410,0,0,0,Lions,208,34,5.0,DST,72,5.0,0,Vikings,280,0,14,2011,1
411,411,0,0,2,Jaguars,209,41,5.0,DST,116,1.0,0,Buccaneers,325,0,14,2011,1
412,412,0,1,0,Seahawks,214,30,4.0,DST,145,2.0,0,Rams,359,0,14,2011,1
413,413,0,0,0,Saints,323,22,3.0,DST,114,2.0,0,Titans,437,0,14,2011,0
414,414,0,0,1,Patriots,352,34,3.0,DST,79,1.0,0,Redskins,431,0,14,2011,0
415,415,0,0,1,Giants,400,37,2.0,DST,110,0.0,0,Cowboys,510,0,14,2011,0
416,416,0,1,4,Bears,89,14,30.0,DST,132,4.0,0,Seahawks,221,2,15,2011,1
417,417,0,3,1,Jaguars,91,14,23.0,DST,116,5.0,0,Falcons,207,1,15,2011,0
418,418,0,2,2,Jets,147,19,22.0,DST,94,4.0,0,Eagles,241,1,15,2011,0
419,419,0,1,3,Steelers,305,3,21.0,DST,84,3.0,0,49ers,389,0,15,2011,0
420,420,0,1,2,Titans,322,13,20.0,DST,66,1.0,0,Colts,388,1,15,2011,0
421,421,0,0,3,Giants,233,10,16.0,DST,91,3.0,0,Redskins,324,0,15,2011,1
422,422,0,1,2,Texans,208,13,15.0,DST,150,2.0,0,Panthers,358,0,15,2011,1
423,423,0,0,2,Ravens,201,14,15.0,DST,89,7.0,0,Chargers,290,0,15,2011,0
424,424,0,3,0,Broncos,141,23,11.0,DST,252,4.0,0,Patriots,393,0,15,2011,1
425,425,0,3,1,Eagles,260,45,11.0,DST,160,3.0,0,Jets,420,0,15,2011,1
426,426,0,0,0,Rams,210,13,10.0,DST,95,3.0,0,Bengals,305,0,15,2011,1
427,427,0,0,1,Cardinals,289,20,10.0,DST,74,4.0,0,Browns,363,0,15,2011,1
428,428,0,0,3,Bills,291,23,10.0,DST,113,3.0,0,Dolphins,404,0,15,2011,1
429,429,0,0,1,Min,102,20,10.0,DST,105,4.0,0,Saints,207,0,15,2011,1
430,430,0,1,0,Lions,375,28,10.0,DST,57,2.0,0,Raiders,432,1,15,2011,0
431,431,0,1,0,Cowboys,239,31,10.0,DST,160,2.0,0,Buccaneers,399,1,15,2011,0
432,432,0,1,0,Seahawks,226,38,9.0,DST,60,1.0,0,Bears,286,1,15,2011,0
433,433,0,1,0,Buccaneers,132,15,9.0,DST,58,3.0,0,Cowboys,190,0,15,2011,1
434,434,1,0,0,Falcons,276,41,9.0,DST,97,1.0,0,Jaguars,373,1,15,2011,1
435,435,0,1,0,Browns,213,17,8.0,DST,120,2.0,0,Cardinals,333,0,15,2011,0
436,436,0,3,0,Dolphins,194,30,8.0,DST,254,2.0,0,Bills,448,0,15,2011,0
437,437,1,1,0,Raiders,345,27,8.0,DST,132,3.0,0,Lions,477,0,15,2011,1
438,438,0,0,0,Packers,213,14,8.0,DST,102,4.0,0,Chiefs,315,0,15,2011,0
439,439,0,0,1,Bengals,173,20,7.0,DST,110,1.0,0,Rams,283,0,15,2011,0
440,440,0,0,2,Redskins,177,23,6.0,DST,123,1.0,0,Giants,300,0,15,2011,0
441,441,0,0,0,Chiefs,299,19,4.0,DST,139,0.0,0,Packers,438,0,15,2011,1
442,442,0,2,0,Saints,412,42,4.0,DST,161,0.0,0,Vikings,573,0,15,2011,0
443,443,0,0,0,49ers,187,20,4.0,DST,100,0.0,0,Steelers,287,0,15,2011,1
444,444,0,1,0,Colts,82,27,3.0,DST,205,0.0,0,Titans,287,0,15,2011,1
445,445,0,0,0,Patriots,310,41,2.0,DST,141,2.0,0,Broncos,451,0,15,2011,0
446,446,0,0,0,Panthers,150,28,2.0,DST,166,2.0,0,Texans,316,0,15,2011,0
447,447,0,0,0,Chargers,270,34,0.0,DST,145,0.0,0,Ravens,415,0,15,2011,1
448,448,0,1,3,Broncos,152,14,34.0,DST,133,4.0,0,Bills,285,3,16,2011,0
449,449,0,0,2,Chargers,299,10,17.0,DST,68,0.0,0,Lions,367,1,16,2011,0
450,450,0,1,2,Jets,226,14,17.0,DST,105,5.0,1,Giants,331,0,16,2011,1
451,451,0,3,1,Buccaneers,258,16,15.0,DST,59,3.0,0,Panthers,317,0,16,2011,0
452,452,0,0,3,Cardinals,257,16,15.0,DST,59,5.0,0,Bengals,316,0,16,2011,0
453,453,2,0,2,Chiefs,300,13,15.0,DST,135,0.0,0,Raiders,435,0,16,2011,1
454,454,0,0,1,Ravens,122,20,13.0,DST,162,1.0,0,Browns,284,1,16,2011,1
455,455,0,0,0,Rams,68,0,13.0,DST,164,3.0,0,Steelers,232,0,16,2011,0
456,456,0,1,0,Falcons,434,16,12.0,DST,35,0.0,0,Saints,469,1,16,2011,0
457,457,0,1,0,Texans,112,16,10.0,DST,171,4.0,0,Colts,283,0,16,2011,0
458,458,0,1,1,Dolphins,253,24,10.0,DST,121,5.0,0,Patriots,374,0,16,2011,0
459,459,0,0,0,Cowboys,157,7,10.0,DST,81,3.0,0,Eagles,238,0,16,2011,1
460,460,0,1,0,Seahawks,141,17,10.0,DST,124,4.0,0,49ers,265,0,16,2011,1
461,461,0,1,0,Colts,225,19,9.0,DST,95,3.0,0,Texans,320,0,16,2011,1
462,462,0,0,1,Browns,139,14,8.0,DST,117,2.0,0,Ravens,256,0,16,2011,0
463,463,0,1,2,Titans,342,23,8.0,DST,65,1.0,0,Jaguars,407,0,16,2011,1
464,464,0,0,2,Raiders,237,16,8.0,DST,71,0.0,0,Chiefs,308,0,16,2011,0
465,465,0,1,1,Redskins,256,26,8.0,DST,141,3.0,0,Vikings,397,0,16,2011,1
466,466,1,0,0,49ers,171,19,8.0,DST,178,2.0,0,Seahawks,349,0,16,2011,0
467,467,0,2,0,Bengals,136,23,7.0,DST,165,2.0,0,Cardinals,301,0,16,2011,1
468,468,0,0,0,Packers,282,35,7.0,DST,81,1.0,0,Bears,363,1,16,2011,1
469,469,0,0,1,Jaguars,187,17,7.0,DST,113,1.0,0,Titans,300,0,16,2011,0
470,470,0,0,0,Eagles,281,20,6.0,DST,105,2.0,0,Cowboys,386,0,16,2011,0
471,471,0,0,2,Saints,299,45,5.0,DST,164,1.0,0,Falcons,463,0,16,2011,1
472,472,0,0,2,Bears,242,21,5.0,DST,199,0.0,0,Packers,441,0,16,2011,0
473,473,0,0,0,Patriots,281,27,5.0,DST,119,4.0,0,Dolphins,400,0,16,2011,1
474,474,0,0,1,Giants,217,29,4.0,DST,115,2.0,0,Jets,332,0,16,2011,0
475,475,0,0,0,Lions,353,38,3.0,DST,87,3.0,0,Chargers,440,0,16,2011,1
476,476,0,0,1,Steelers,208,27,3.0,DST,169,0.0,0,Rams,377,0,16,2011,1
477,477,0,0,0,Min,148,33,2.0,DST,241,2.0,0,Redskins,389,0,16,2011,0
478,478,0,0,0,Bills,191,40,1.0,DST,160,1.0,0,Broncos,351,0,16,2011,1
479,479,0,0,0,Panthers,163,48,1.0,DST,270,1.0,0,Buccaneers,433,0,16,2011,1
480,480,1,0,3,Min,222,13,23.0,DST,79,2.0,0,Bears,301,1,17,2011,1
481,481,0,1,3,Buccaneers,259,24,17.0,DST,35,2.0,0,Falcons,294,1,17,2011,0
482,482,0,2,1,Bears,117,17,17.0,DST,92,7.0,0,Vikings,209,0,17,2011,0
483,483,0,0,4,Bills,296,21,17.0,DST,106,2.0,0,Patriots,402,1,17,2011,0
484,484,0,1,2,Colts,242,13,16.0,DST,56,3.0,0,Jaguars,298,0,17,2011,0
485,485,0,1,1,Broncos,50,3,16.0,DST,216,2.0,0,Chiefs,266,0,17,2011,1
486,486,0,1,1,Cowboys,251,14,14.0,DST,49,6.0,0,Giants,300,0,17,2011,0
487,487,0,2,0,Steelers,199,13,13.0,DST,161,2.0,0,Browns,360,0,17,2011,0
488,488,1,0,1,Seahawks,191,20,12.0,DST,178,4.0,0,Cardinals,369,0,17,2011,0
489,489,0,0,3,Jets,245,17,12.0,DST,129,2.0,0,Dolphins,374,0,17,2011,0
490,490,1,0,1,Redskins,247,10,12.0,DST,130,1.0,0,Eagles,377,0,17,2011,0
491,491,0,0,1,Browns,168,9,11.0,DST,72,2.0,0,Steelers,240,0,17,2011,1
492,492,0,1,0,Chiefs,175,7,10.0,DST,106,1.0,0,Broncos,281,0,17,2011,0
493,493,0,2,2,Lions,502,41,10.0,DST,73,2.0,0,Packers,575,0,17,2011,0
494,494,0,1,1,Panthers,137,17,10.0,DST,164,2.0,0,Saints,301,0,17,2011,0
495,495,0,1,1,Falcons,177,45,10.0,DST,251,0.0,0,Buccaneers,428,1,17,2011,1
496,496,0,1,1,Packers,469,45,9.0,DST,81,3.0,1,Lions,550,0,17,2011,1
497,497,0,1,0,Jaguars,71,19,9.0,DST,190,3.0,0,Colts,261,0,17,2011,1
498,498,0,0,2,Dolphins,128,19,9.0,DST,82,1.0,0,Jets,210,0,17,2011,1
499,499,0,0,1,Raiders,417,26,9.0,DST,103,0.0,0,Chargers,520,1,17,2011,1
500,500,0,0,2,Rams,200,27,8.0,DST,111,3.0,0,49ers,311,0,17,2011,1
501,501,0,1,0,Bengals,231,16,7.0,DST,105,1.0,0,Ravens,336,0,17,2011,1
502,502,0,1,1,Cardinals,257,23,7.0,DST,131,2.0,0,Seahawks,388,0,17,2011,1
503,503,0,0,1,Patriots,342,49,6.0,DST,138,4.0,0,Bills,480,0,17,2011,1
504,504,0,1,0,Titans,275,23,6.0,DST,86,3.0,0,Texans,361,0,17,2011,0
505,505,0,1,0,Texans,235,22,6.0,DST,152,3.0,0,Titans,387,0,17,2011,1
506,506,0,1,1,Eagles,315,34,6.0,DST,75,2.0,0,Redskins,390,0,17,2011,1
507,507,0,0,0,49ers,205,34,3.0,DST,116,3.0,0,Rams,321,0,17,2011,0
508,508,0,0,1,Saints,409,45,2.0,DST,208,0.0,0,Panthers,617,0,17,2011,1
509,509,0,0,0,Ravens,126,24,2.0,DST,221,1.0,0,Bengals,347,0,17,2011,0
510,510,0,0,0,Giants,331,31,2.0,DST,106,2.0,0,Cowboys,437,0,17,2011,1
511,511,0,0,1,Chargers,310,38,2.0,DST,153,0.0,0,Raiders,463,0,17,2011,0
