,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
2071,2012.0,1,Lions,0.0,0.0,0.0,Rams,173.0,23.0,5.0,DST,77.0,4.0,0.0,250.0,0.0,0.0
2100,2012.0,2,Lions,0.0,0.0,0.0,49ers,173.0,23.0,5.0,DST,77.0,4.0,0.0,250.0,0.0,0.0
2137,2012.0,3,Lions,0.0,0.5,0.0,Titans,187.0,25.0,5.5,DST,112.5,3.5,0.0,299.5,0.0,0.5
2160,2012.0,4,Lions,0.0,1.0,0.0,Min,250.66666666666666,31.333333333333332,5.0,DST,94.66666666666667,2.3333333333333335,0.0,345.3333333333333,0.0,0.6666666666666666
2213,2012.0,6,Lions,0.0,0.75,0.0,Eagles,213.0,28.5,5.25,DST,102.75,2.25,0.0,315.75,0.0,0.5
2234,2012.0,7,Lions,0.0,0.8,0.4,Bears,227.6,27.4,6.2,DST,96.4,2.4,0.0,324.0,0.0,0.6
2274,2012.0,8,Lions,0.16666666666666666,0.6666666666666666,0.3333333333333333,Seahawks,210.5,25.0,7.5,DST,108.83333333333333,2.8333333333333335,0.0,319.3333333333333,0.0,0.6666666666666666
2294,2012.0,9,Lions,0.14285714285714285,0.7142857142857143,0.42857142857142855,Jaguars,214.14285714285714,24.857142857142858,7.142857142857143,DST,112.28571428571429,2.4285714285714284,0.0,326.42857142857144,0.0,0.5714285714285714
2334,2012.0,10,Lions,0.125,0.625,0.625,Min,214.25,23.5,7.375,DST,106.25,2.25,0.0,320.5,0.0,0.625
2359,2012.0,11,Lions,0.1111111111111111,0.5555555555555556,0.5555555555555556,Packers,213.44444444444446,24.666666666666668,6.777777777777778,DST,116.22222222222223,2.2222222222222223,0.0,329.6666666666667,0.0,0.6666666666666666
2393,2012.0,12,Lions,0.1,0.5,0.6,Texans,214.0,24.6,6.7,DST,114.1,2.3,0.0,328.1,0.0,0.6
2415,2012.0,13,Lions,0.09090909090909091,0.45454545454545453,0.6363636363636364,Colts,221.45454545454547,25.454545454545453,6.454545454545454,DST,122.36363636363636,2.272727272727273,0.0,343.8181818181818,0.0,0.5454545454545454
2452,2012.0,14,Lions,0.08333333333333333,0.4166666666666667,0.8333333333333334,Packers,234.0,26.25,6.583333333333333,DST,119.41666666666667,2.25,0.0,353.4166666666667,0.0,0.5
2490,2012.0,15,Lions,0.07692307692307693,0.46153846153846156,0.7692307692307693,Cardinals,227.3846153846154,26.307692307692307,6.538461538461538,DST,121.0,2.3076923076923075,0.0,348.38461538461536,0.0,0.5384615384615384
2522,2012.0,16,Lions,0.07142857142857142,0.42857142857142855,0.7857142857142857,Falcons,218.07142857142858,27.142857142857142,6.285714285714286,DST,119.42857142857143,2.2142857142857144,0.0,337.5,0.0,0.5714285714285714
2551,2012.0,17,Lions,0.06666666666666667,0.4,0.7333333333333333,Bears,221.6,27.4,6.066666666666666,DST,116.33333333333333,2.1333333333333333,0.06666666666666667,337.93333333333334,0.0,0.5333333333333333
