,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
283,283,283,0,0,Aaron Jones,Packers,0,0,0,0,0,0,10.0,RB,0,0,0,0,0,13,1,49,4,2017
361,361,361,0,0,Aaron Jones,Cowboys,0,0,0,0,0,0,18.0,RB,0,0,9,1,0,19,1,125,5,2017
473,473,473,0,0,Aaron Jones,Vikings,0,0,0,0,0,0,4.0,RB,0,0,1,1,0,13,0,41,6,2017
514,514,514,0,0,Aaron Jones,Packers,0,0,0,0,0,0,19.0,RB,0,0,7,3,0,17,1,131,7,2017
715,715,715,0,0,Aaron Jones,Packers,0,0,0,0,0,0,1.0,RB,0,0,-1,2,0,5,0,12,9,2017
800,800,800,0,0,Aaron Jones,Bears,0,0,0,0,0,0,1.0,RB,0,0,0,1,0,3,0,12,10,2017
1006,1006,1006,0,0,Aaron Jones,Packers,0,0,0,0,0,0,8.0,RB,0,0,0,0,0,1,1,20,13,2017
