,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
0,0,0,Jack Doyle,Det,0,0,0,0,0,0,15.00,TE,0,2,35,3,0,0,0,0,1,2016
1,0,0,Dwayne Allen,Det,0,0,0,0,0,0,13.00,TE,1,1,53,4,0,0,0,0,1,2016
2,0,0,Julius Thomas,GB,0,0,0,0,0,0,12.00,TE,0,1,64,5,0,0,0,0,1,2016
3,0,0,Eric Ebron,@Ind,0,0,0,0,0,0,10.00,TE,0,1,46,5,0,0,0,0,1,2016
4,0,0,Austin Seferian-Jenkins,@Atl,0,0,0,0,0,0,9.00,TE,0,1,30,1,0,0,0,0,1,2016
5,0,0,Greg Olsen,@Den,0,0,0,0,0,0,7.00,TE,0,0,73,7,0,0,0,0,1,2016
6,0,0,Vance McDonald,LA,0,0,0,0,0,0,7.00,TE,0,1,14,2,0,0,0,0,1,2016
7,0,0,Travis Kelce,SD,0,0,0,0,0,0,7.00,TE,0,0,74,6,0,0,0,0,1,2016
8,0,0,Larry Donnell,@Dal,0,0,0,0,0,0,7.00,TE,0,1,15,1,0,0,0,0,1,2016
9,0,0,Jason Witten,NYG,0,0,0,0,0,0,6.00,TE,0,0,66,9,0,0,0,0,1,2016
10,0,0,Kyle Rudolph,@Ten,0,0,0,0,0,0,6.00,TE,0,0,65,4,0,0,0,0,1,2016
11,0,0,Jordan Reed,Pit,0,0,0,0,0,0,6.00,TE,0,0,64,7,0,0,0,0,1,2016
12,0,0,Brandon Myers,@Atl,0,0,0,0,0,0,6.00,TE,0,1,4,1,0,0,0,0,1,2016
13,0,0,C.J. Uzomah,@NYJ,0,0,0,0,0,0,5.00,TE,0,0,59,2,0,0,0,0,1,2016
14,0,0,Jacob Tamme,TB,0,0,0,0,0,0,5.00,TE,0,0,51,6,0,0,0,0,1,2016
15,0,0,Zach Ertz,Cle,0,0,0,0,0,0,5.00,TE,0,0,58,6,0,0,0,0,1,2016
16,0,0,Delanie Walker,Min,0,0,0,0,0,0,4.00,TE,0,0,42,3,0,0,0,0,1,2016
17,0,0,Marcedes Lewis,GB,0,0,0,0,0,0,4.00,TE,0,0,48,2,0,0,0,0,1,2016
18,0,0,Jermaine Gresham,NE,0,0,0,0,0,0,4.00,TE,0,0,41,4,0,0,0,0,1,2016
19,0,0,Charles Clay,@Bal,0,0,0,0,0,0,4.00,TE,0,0,40,2,0,0,0,0,1,2016
