,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
64,64,64,0,0,Cole Beasley,Cowboys,0,0,0,0,0,0,3.0,WR,0,0,32,3,0,0,0,0,1,2017
168,168,168,0,0,Cole Beasley,Broncos,0,0,0,0,0,0,3.0,WR,0,0,33,4,0,0,0,0,2,2017
338,338,338,0,0,Cole Beasley,Cardinals,0,0,0,0,0,0,0.0,WR,0,0,4,1,0,0,0,0,3,2017
442,442,442,0,0,Cole Beasley,Cowboys,0,0,0,0,0,0,1.0,WR,0,0,17,3,0,0,0,0,4,2017
465,465,465,0,0,Cole Beasley,Cowboys,0,0,0,0,0,0,14.0,WR,0,2,23,4,0,0,0,0,5,2017
739,739,739,0,0,Cole Beasley,49ers,0,0,0,0,0,0,2.0,WR,0,0,24,1,0,0,0,0,7,2017
860,860,860,0,0,Cole Beasley,Redskins,0,0,0,0,0,0,0.0,WR,0,0,8,2,0,0,0,0,8,2017
871,871,871,0,0,Cole Beasley,Cowboys,0,0,0,0,0,0,14.0,WR,0,2,24,4,0,0,0,0,9,2017
1039,1039,1039,0,0,Cole Beasley,Falcons,0,0,0,0,0,0,2.0,WR,0,0,23,2,0,0,0,0,10,2017
1170,1170,1170,0,0,Cole Beasley,Cowboys,0,0,0,0,0,0,0.0,WR,0,0,7,2,0,0,0,0,11,2017
1270,1270,1270,0,0,Cole Beasley,Cowboys,0,0,0,0,0,0,1.0,WR,0,0,19,2,0,0,0,0,12,2017
1385,1385,1385,0,0,Cole Beasley,Cowboys,0,0,0,0,0,0,1.0,WR,0,0,14,2,0,0,0,0,13,2017
