,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
18,18.0,0.0,1.0,1.0,Rian Lindell,Jets,5.0,K,1,2.0,2.0,2013.0,1.0
62,18.0,0.0,1.0,1.0,Rian Lindell,Saints,5.0,K,2,2.0,2.0,2013.0,1.0
91,40.0,0.0,1.0,0.5,Rian Lindell,Patriots,3.5,K,3,2.0,2.0,2013.0,0.5
121,57.0,0.0,1.3333333333333333,0.6666666666666666,Rian Lindell,Cardinals,3.3333333333333335,K,4,1.3333333333333333,1.3333333333333333,2013.0,0.6666666666666666
170,73.0,0.25,1.25,0.75,Rian Lindell,Eagles,4.0,K,6,1.25,1.25,2013.0,0.5
196,92.4,0.2,1.4,1.0,Rian Lindell,Falcons,4.8,K,7,1.4,1.4,2013.0,0.4
231,109.66666666666667,0.16666666666666666,1.6666666666666667,1.3333333333333333,Rian Lindell,Panthers,5.833333333333333,K,8,1.5,1.5,2013.0,0.5
264,127.0,0.14285714285714285,1.7142857142857142,1.4285714285714286,Rian Lindell,Seahawks,6.0,K,9,1.4285714285714286,1.4285714285714286,2013.0,0.42857142857142855
284,144.125,0.125,1.625,1.375,Rian Lindell,Dolphins,6.0,K,10,1.625,1.625,2013.0,0.5
307,159.66666666666666,0.1111111111111111,1.6666666666666667,1.4444444444444444,Rian Lindell,Falcons,6.222222222222222,K,11,1.6666666666666667,1.6666666666666667,2013.0,0.4444444444444444
348,174.4,0.1,1.8,1.5,Rian Lindell,Lions,6.7,K,12,2.0,2.0,2013.0,0.4
368,190.1818181818182,0.09090909090909091,1.9090909090909092,1.4545454545454546,Rian Lindell,Panthers,6.636363636363637,K,13,2.090909090909091,2.090909090909091,2013.0,0.45454545454545453
395,205.0,0.16666666666666666,2.0,1.5,Rian Lindell,Bills,6.75,K,14,1.9166666666666667,1.9166666666666667,2013.0,0.5
451,219.6153846153846,0.23076923076923078,2.0,1.5384615384615385,Rian Lindell,49ers,7.076923076923077,K,15,2.0,2.0,2013.0,0.46153846153846156
467,236.14285714285714,0.21428571428571427,1.8571428571428572,1.4285714285714286,Rian Lindell,Rams,6.714285714285714,K,16,2.0,2.0,2013.0,0.42857142857142855
504,251.53333333333333,0.2,1.8666666666666667,1.4666666666666666,Rian Lindell,Saints,6.733333333333333,K,17,1.9333333333333333,1.9333333333333333,2013.0,0.4666666666666667
