,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
16,16,16,1,0,1,Chargers,185,21,6.0,DST,64,1.0,0,Broncos,249,0,1,2017
33,33,33,0,0,2,Cowboys,228,17,16.0,DST,40,2.0,0,Broncos,268,1,2,2017
84,84,84,0,0,0,Bills,197,26,5.0,DST,75,4.0,0,Broncos,272,0,3,2017
102,102,102,0,0,1,Raiders,230,10,12.0,DST,24,3.0,0,Broncos,254,0,4,2017
174,174,174,1,0,0,Giants,118,23,6.0,DST,148,3.0,0,Broncos,266,0,6,2017
202,202,202,0,0,0,Chargers,162,21,4.0,DST,80,3.0,0,Broncos,242,0,7,2017
231,231,231,0,1,1,Chiefs,197,29,5.0,DST,79,1.0,0,Broncos,276,0,8,2017
245,245,245,0,1,0,Eagles,222,51,10.0,DST,197,2.0,0,Broncos,419,1,9,2017
290,290,290,0,0,0,Patriots,297,41,1.0,DST,99,1.0,0,Broncos,396,0,10,2017
306,306,306,1,0,0,Bengals,141,20,8.0,DST,49,2.0,0,Broncos,190,0,11,2017
344,344,344,0,1,0,Raiders,244,21,5.0,DST,104,2.0,0,Broncos,348,0,12,2017
360,360,360,0,1,2,Dolphins,222,35,14.0,DST,145,2.0,0,Broncos,367,1,13,2017
