Year,Week,Name,50+,FGA,FGM,Opponent,Points,Position,XPA,XPM,Away Games
2014,9,Stephen Hauschka,0,4,3,Raiders,12.0,K,3,3,0
2014,9,Billy Cundiff,0,3,3,Buccaneers,10.0,K,1,1,0
2014,9,Kai Forbath,0,2,2,Min,8.0,K,2,2,1
2014,9,Greg Zuerlein,0,2,2,49ers,7.0,K,1,1,1
2014,9,Cody Parkey,0,1,1,Texans,7.0,K,4,4,1
2014,9,Mike Nugent,0,1,1,Jaguars,7.0,K,4,4,0
2014,9,Dan Bailey,1,2,1,Cardinals,7.0,K,2,2,0
2014,9,Cairo Santos,0,1,1,Jets,6.0,K,3,3,0
2014,9,Sebastian Janikowski,0,2,1,Seahawks,6.0,K,3,3,1
2014,9,Josh Brown,0,1,1,Colts,6.0,K,3,3,0
2014,9,Justin Tucker,0,1,1,Steelers,5.0,K,2,2,1
2014,9,Shaun Suisham,0,0,0,Ravens,5.0,K,5,5,0
2014,9,Josh Scobee,0,1,1,Bengals,5.0,K,2,2,1
2014,9,Patrick Murray,0,3,1,Browns,5.0,K,2,2,1
2014,9,Shayne Graham,0,0,0,Panthers,4.0,K,4,4,1
2014,9,Graham Gano,0,1,1,Saints,4.0,K,1,1,0
2014,9,Nick Folk,0,1,1,Chiefs,4.0,K,1,1,1
2014,9,Phil Dawson,0,2,1,Rams,4.0,K,1,1,0
2014,9,Chandler Catanzaro,0,0,0,Cowboys,4.0,K,4,4,1
2014,9,Blair Walsh,0,0,0,Redskins,3.0,K,3,3,0
2014,9,Brandon McManus,0,1,0,Patriots,3.0,K,3,3,1
2014,9,Randy Bullock,0,1,0,Eagles,3.0,K,3,3,0
2014,9,Brad Wing,0,0,0,Ravens,2.0,K,0,0,0
2014,10,Mason Crosby,1,2,2,Bears,15.0,K,7,7,0
2014,10,Matt Bryant,0,4,4,Buccaneers,13.0,K,1,1,1
2014,10,Caleb Sturgis,1,3,3,Lions,12.0,K,1,1,1
2014,10,Brandon McManus,0,2,2,Raiders,11.0,K,5,5,1
2014,10,Matt Prater,1,3,2,Dolphins,10.0,K,2,2,0
2014,10,Shaun Suisham,1,3,2,Jets,9.0,K,1,1,1
2014,10,Cody Parkey,0,1,1,Panthers,9.0,K,6,6,0
2014,10,Phil Dawson,0,2,2,Saints,9.0,K,3,3,1
2014,10,Dan Bailey,1,2,1,Jaguars,9.0,K,4,4,1
2014,10,Stephen Hauschka,0,1,1,Giants,8.0,K,5,5,0
2014,10,Nick Folk,0,3,2,Steelers,8.0,K,2,2,0
2014,10,Patrick Murray,1,1,1,Falcons,7.0,K,2,2,0
2014,10,Chandler Catanzaro,0,2,1,Rams,7.0,K,4,4,0
2014,10,Dan Carpenter,0,2,2,Chiefs,7.0,K,1,1,0
2014,10,Shayne Graham,0,1,1,49ers,6.0,K,3,3,0
2014,10,Billy Cundiff,0,2,1,Bengals,6.0,K,3,3,1
2014,10,Cairo Santos,0,1,1,Bills,5.0,K,2,2,1
2014,10,Sebastian Janikowski,0,1,1,Broncos,5.0,K,2,2,0
2014,10,Josh Brown,0,1,1,Seahawks,5.0,K,2,2,1
2014,10,Justin Tucker,0,0,0,Titans,3.0,K,3,3,0
2014,10,Mike Nugent,0,1,1,Browns,3.0,K,0,0,0
2014,10,Graham Gano,0,0,0,Eagles,3.0,K,3,3,1
2014,10,Greg Zuerlein,0,0,0,Cardinals,2.0,K,2,2,1
2014,10,Robbie Gould,0,0,0,Packers,2.0,K,2,2,1
2014,10,Ryan Succop,0,0,0,Ravens,1.0,K,1,1,1
2014,10,Josh Scobee,0,0,0,Cowboys,1.0,K,1,1,0
2014,10,Sam Martin,0,0,0,Dolphins,1.0,K,0,0,0
2014,10,Pat O'Donnell,0,0,0,Packers,0.0,K,0,0,1
2014,11,Greg Zuerlein,2,5,5,Broncos,20.0,K,1,1,0
2014,11,Randy Bullock,1,4,3,Browns,13.0,K,2,2,1
2014,11,Matt Bryant,0,4,4,Panthers,13.0,K,1,1,1
2014,11,Mason Crosby,0,3,2,Eagles,11.0,K,6,5,0
2014,11,Adam Vinatieri,1,2,2,Patriots,10.0,K,2,2,0
2014,11,Phil Dawson,0,3,3,Giants,10.0,K,1,1,1
2014,11,Blair Walsh,1,3,2,Bears,9.0,K,1,1,1
2014,11,Shaun Suisham,0,2,2,Titans,9.0,K,3,3,1
2014,11,Mike Nugent,0,2,2,Saints,9.0,K,3,3,1
2014,11,Nick Novak,1,3,2,Raiders,9.0,K,1,1,0
2014,11,Patrick Murray,0,2,2,Redskins,9.0,K,3,3,1
2014,11,Dan Carpenter,0,4,3,Dolphins,9.0,K,0,0,1
2014,11,Caleb Sturgis,0,2,2,Bills,8.0,K,2,2,0
2014,11,Matt Prater,1,2,2,Cardinals,8.0,K,0,0,1
2014,11,Cody Parkey,0,2,2,Packers,8.0,K,2,2,1
2014,11,Stephen Hauschka,0,2,2,Chiefs,8.0,K,2,2,1
2014,11,Ryan Succop,0,1,1,Steelers,6.0,K,3,3,0
2014,11,Cairo Santos,0,1,1,Seahawks,6.0,K,3,3,0
2014,11,Sebastian Janikowski,0,2,2,Chargers,6.0,K,0,0,1
2014,11,Stephen Gostkowski,0,0,0,Colts,6.0,K,6,6,1
2014,11,Graham Gano,0,3,1,Falcons,5.0,K,2,2,0
2014,11,Shayne Graham,0,1,1,Bengals,4.0,K,1,1,0
2014,11,Josh Brown,0,1,1,49ers,4.0,K,1,1,0
2014,11,Robbie Gould,0,1,0,Min,3.0,K,3,3,0
2014,11,Chandler Catanzaro,0,0,0,Lions,2.0,K,2,2,0
2014,11,Brandon McManus,0,0,0,Rams,1.0,K,1,1,1
2014,11,Kai Forbath,0,2,0,Buccaneers,1.0,K,1,1,0
2014,11,Billy Cundiff,0,1,0,Texans,1.0,K,1,1,0
2014,11,Andy Lee,0,0,0,Giants,0.0,K,0,0,1
2014,12,Cody Parkey,1,6,5,Titans,21.0,K,4,4,0
2014,12,Stephen Hauschka,1,5,4,Cardinals,15.0,K,1,1,0
2014,12,Billy Cundiff,0,5,4,Falcons,14.0,K,2,2,1
2014,12,Justin Tucker,1,2,2,Saints,12.0,K,4,4,1
2014,12,Adam Vinatieri,0,3,3,Jaguars,11.0,K,2,2,0
2014,12,Stephen Gostkowski,0,2,2,Lions,10.0,K,4,4,0
2014,12,Dan Carpenter,1,1,1,Jets,10.0,K,5,5,0
2014,12,Blair Walsh,1,2,2,Packers,9.0,K,1,1,0
2014,12,Matt Prater,0,4,3,Patriots,9.0,K,0,0,1
2014,12,Nick Novak,0,2,2,Rams,9.0,K,3,3,0
2014,12,Shayne Graham,0,2,2,Ravens,9.0,K,3,3,0
2014,12,Cairo Santos,0,2,2,Raiders,8.0,K,2,2,1
2014,12,Mike Nugent,0,2,2,Texans,8.0,K,2,2,1
2014,12,Matt Bryant,1,1,1,Browns,8.0,K,3,3,0
2014,12,Patrick Murray,0,2,2,Bears,7.0,K,1,1,1
2014,12,Brandon McManus,0,2,1,Dolphins,7.0,K,4,4,0
2014,12,Kai Forbath,0,2,2,49ers,7.0,K,1,1,1
2014,12,Randy Bullock,0,2,2,Bengals,7.0,K,1,1,0
2014,12,Dan Bailey,0,1,1,Giants,7.0,K,4,4,1
2014,12,Greg Zuerlein,0,2,1,Chargers,6.0,K,3,3,1
2014,12,Ryan Succop,0,1,1,Eagles,6.0,K,3,3,1
2014,12,Sebastian Janikowski,0,1,1,Chiefs,6.0,K,3,3,0
2014,12,Mason Crosby,0,1,1,Min,6.0,K,3,3,1
2014,12,Phil Dawson,0,1,1,Redskins,5.0,K,2,2,0
2014,12,Caleb Sturgis,0,0,0,Broncos,4.0,K,4,4,1
2014,12,Josh Brown,0,0,0,Cowboys,4.0,K,4,4,0
2014,12,Josh Scobee,0,1,1,Colts,3.0,K,0,0,1
2014,12,Robbie Gould,0,1,0,Buccaneers,3.0,K,3,3,0
2014,12,Nick Folk,0,1,1,Bills,3.0,K,0,0,1
2014,12,Chandler Catanzaro,0,2,1,Seahawks,3.0,K,0,0,1
2014,12,Johnny Hekker,0,0,0,Chargers,0.0,K,0,0,1
2014,13,Matt Bryant,0,5,5,Cardinals,17.0,K,2,2,0
2014,13,Connor Barth,0,5,5,Chiefs,17.0,K,2,2,1
2014,13,Justin Tucker,0,4,4,Chargers,15.0,K,3,3,0
2014,13,Cody Parkey,0,4,4,Cowboys,15.0,K,3,3,1
2014,13,Mason Crosby,0,5,4,Patriots,14.0,K,2,2,0
2014,13,Dan Carpenter,0,5,4,Browns,14.0,K,2,2,0
2014,13,Stephen Hauschka,0,4,4,49ers,13.0,K,1,1,1
2014,13,Nick Novak,1,2,2,Ravens,12.0,K,4,4,1
2014,13,Greg Zuerlein,0,1,1,Raiders,10.0,K,7,7,0
2014,13,Shaun Suisham,0,4,3,Saints,10.0,K,1,1,0
2014,13,Caleb Sturgis,0,4,3,Jets,10.0,K,1,1,1
2014,13,Matt Prater,0,2,2,Bears,10.0,K,4,4,0
2014,13,Kai Forbath,0,2,2,Colts,9.0,K,3,3,1
2014,13,Randy Bullock,0,2,1,Titans,9.0,K,6,6,0
2014,13,Blair Walsh,0,1,1,Panthers,7.0,K,4,4,0
2014,13,Adam Vinatieri,0,0,0,Redskins,7.0,K,7,7,0
2014,13,Josh Scobee,0,2,2,Giants,7.0,K,1,1,0
2014,13,Patrick Murray,0,2,2,Bengals,7.0,K,1,1,0
2014,13,Graham Gano,0,2,2,Min,7.0,K,1,1,1
2014,13,Nick Folk,0,4,2,Dolphins,7.0,K,1,1,0
2014,13,Josh Brown,0,2,1,Jaguars,6.0,K,3,3,1
2014,13,Shayne Graham,0,0,0,Steelers,5.0,K,5,5,1
2014,13,Robbie Gould,0,1,1,Lions,5.0,K,2,2,1
2014,13,Cairo Santos,0,1,1,Broncos,4.0,K,1,1,0
2014,13,Billy Cundiff,0,2,1,Bills,4.0,K,1,1,1
2014,13,Chandler Catanzaro,0,1,1,Falcons,4.0,K,1,1,1
2014,13,Dan Bailey,0,1,1,Eagles,4.0,K,1,1,0
2014,13,Ryan Succop,0,0,0,Texans,3.0,K,3,3,1
2014,13,Stephen Gostkowski,0,1,0,Packers,3.0,K,3,3,1
2014,13,Phil Dawson,0,1,1,Seahawks,3.0,K,0,0,0
2014,13,Mike Nugent,0,0,0,Buccaneers,2.0,K,2,2,1
2014,14,Josh Brown,1,5,5,Titans,20.0,K,3,3,1
2014,14,Nick Folk,0,5,5,Min,16.0,K,1,1,1
2014,14,Mason Crosby,1,3,3,Falcons,15.0,K,5,4,0
2014,14,Stephen Gostkowski,0,3,3,Chargers,11.0,K,2,2,1
2014,14,Graham Gano,0,2,2,Saints,11.0,K,5,5,1
2014,14,Dan Bailey,0,2,2,Bears,11.0,K,5,5,1
2014,14,Shaun Suisham,0,2,2,Bengals,10.0,K,4,4,1
2014,14,Matt Prater,0,2,2,Buccaneers,10.0,K,4,4,0
2014,14,Adam Vinatieri,1,2,2,Browns,9.0,K,1,1,1
2014,14,Phil Dawson,1,3,2,Raiders,9.0,K,1,1,1
2014,14,Chandler Catanzaro,0,5,3,Chiefs,9.0,K,0,0,0
2014,14,Randy Bullock,0,2,2,Jaguars,9.0,K,3,3,1
2014,14,Matt Bryant,1,2,1,Packers,9.0,K,4,4,1
2014,14,Sebastian Janikowski,1,1,1,49ers,8.0,K,3,3,0
2014,14,Connor Barth,1,1,1,Bills,8.0,K,3,3,0
2014,14,Caleb Sturgis,0,2,2,Ravens,7.0,K,1,1,0
2014,14,Josh Scobee,0,2,2,Texans,7.0,K,1,1,0
2014,14,Patrick Murray,1,1,1,Lions,7.0,K,2,2,1
2014,14,Blair Walsh,0,3,1,Jets,6.0,K,3,3,0
2014,14,Stephen Hauschka,0,1,1,Eagles,6.0,K,3,3,1
2014,14,Billy Cundiff,0,2,1,Colts,6.0,K,3,3,0
2014,14,Dan Carpenter,0,1,1,Broncos,5.0,K,2,2,1
2014,14,Greg Zuerlein,0,3,1,Redskins,4.0,K,2,1,1
2014,14,Justin Tucker,0,0,0,Dolphins,4.0,K,4,4,1
2014,14,Shayne Graham,0,2,1,Panthers,4.0,K,1,1,0
2014,14,Mike Nugent,0,0,0,Steelers,3.0,K,3,3,0
2014,14,Cairo Santos,0,0,0,Cardinals,2.0,K,2,2,1
2014,14,Cody Parkey,0,0,0,Seahawks,2.0,K,2,2,0
2014,14,Nick Novak,0,0,0,Patriots,2.0,K,2,2,0
2014,14,Johnny Hekker,0,0,0,Redskins,2.0,K,0,0,1
2014,14,Jay Feely,0,0,0,Cowboys,2.0,K,3,2,0
2014,14,Ryan Succop,0,1,0,Giants,1.0,K,1,1,0
2014,14,Tress Way,0,0,0,Rams,0.0,K,0,0,0
2014,14,Jon Ryan,0,0,0,Eagles,-1.0,K,0,0,1
2014,15,Josh Scobee,2,5,4,Ravens,16.0,K,0,0,1
2014,15,Connor Barth,0,5,5,Chargers,16.0,K,1,1,1
2014,15,Dan Carpenter,1,4,4,Packers,15.0,K,1,1,0
2014,15,Chandler Catanzaro,1,4,4,Rams,14.0,K,0,0,1
2014,15,Graham Gano,0,5,4,Buccaneers,13.0,K,1,1,0
2014,15,Mike Nugent,0,3,3,Browns,12.0,K,3,3,1
2014,15,Ryan Succop,1,3,3,Jets,11.0,K,0,0,0
2014,15,Stephen Gostkowski,0,2,2,Dolphins,11.0,K,5,5,0
2014,15,Matt Prater,0,3,3,Min,10.0,K,1,1,0
2014,15,Shaun Suisham,0,2,2,Falcons,9.0,K,3,3,1
2014,15,Caleb Sturgis,1,3,2,Patriots,9.0,K,1,1,1
2014,15,Cody Parkey,0,2,2,Cowboys,9.0,K,3,3,0
2014,15,Sebastian Janikowski,1,2,2,Chiefs,9.0,K,1,1,1
2014,15,Justin Tucker,0,4,2,Jaguars,8.0,K,2,2,0
2014,15,Matt Bryant,0,2,2,Steelers,8.0,K,2,2,0
2014,15,Dan Bailey,0,1,1,Eagles,8.0,K,5,5,1
2014,15,Cairo Santos,0,3,1,Raiders,7.0,K,4,4,0
2014,15,Shayne Graham,0,2,1,Bears,7.0,K,4,4,1
2014,15,Kai Forbath,0,2,2,Giants,7.0,K,1,1,1
2014,15,Mason Crosby,0,3,2,Bills,7.0,K,1,1,1
2014,15,Greg Zuerlein,0,2,2,Cardinals,6.0,K,0,0,0
2014,15,Nick Folk,1,2,1,Titans,6.0,K,1,1,1
2014,15,Randy Bullock,1,1,1,Colts,6.0,K,1,1,1
2014,15,Josh Brown,0,1,1,Redskins,6.0,K,3,3,0
2014,15,Adam Vinatieri,0,1,1,Texans,5.0,K,2,2,0
2014,15,Patrick Murray,0,1,1,Panthers,5.0,K,2,2,1
2014,15,Stephen Hauschka,0,1,1,49ers,5.0,K,2,2,0
2014,15,Nick Novak,0,3,1,Broncos,4.0,K,1,1,0
2014,15,Blair Walsh,0,3,0,Lions,2.0,K,2,2,1
2014,15,Jay Feely,0,0,0,Saints,1.0,K,1,1,0
2014,15,Phil Dawson,0,0,0,Seahawks,1.0,K,1,1,1
2014,15,Bryan Anger,0,0,0,Ravens,0.0,K,0,0,1
2014,16,Randy Bullock,0,6,6,Ravens,19.0,K,1,1,0
2014,16,Josh Brown,1,4,3,Rams,15.0,K,4,4,1
2014,16,Sebastian Janikowski,0,5,4,Bills,14.0,K,2,2,0
2014,16,Matt Bryant,1,3,3,Saints,14.0,K,3,3,1
2014,16,Mike Nugent,0,3,3,Broncos,13.0,K,4,4,0
2014,16,Cairo Santos,0,4,4,Steelers,12.0,K,0,0,1
2014,16,Greg Zuerlein,1,2,2,Giants,11.0,K,3,3,0
2014,16,Nick Folk,0,4,3,Patriots,10.0,K,1,1,0
2014,16,Blair Walsh,0,2,2,Dolphins,9.0,K,3,3,1
2014,16,Ryan Succop,1,2,2,Jaguars,9.0,K,1,1,1
2014,16,Kai Forbath,0,2,2,Eagles,9.0,K,3,3,0
2014,16,Shaun Suisham,0,2,2,Chiefs,8.0,K,2,2,0
2014,16,Matt Prater,0,3,2,Bears,8.0,K,2,2,1
2014,16,Nick Novak,0,1,1,49ers,8.0,K,5,5,1
2014,16,Mason Crosby,0,3,2,Buccaneers,8.0,K,2,2,1
2014,16,Dan Carpenter,1,1,1,Raiders,8.0,K,3,3,1
2014,16,Garrett Hartley,0,2,2,Panthers,7.0,K,1,1,1
2014,16,Cody Parkey,0,3,1,Redskins,6.0,K,3,3,1
2014,16,Chandler Catanzaro,0,2,2,Seahawks,6.0,K,0,0,0
2014,16,Dan Bailey,0,1,0,Colts,6.0,K,6,6,0
2014,16,Caleb Sturgis,0,1,0,Min,5.0,K,5,5,0
2014,16,Stephen Hauschka,0,3,0,Cardinals,5.0,K,5,5,1
2014,16,Stephen Gostkowski,0,1,1,Jets,5.0,K,2,2,1
2014,16,Graham Gano,0,2,1,Browns,5.0,K,2,2,0
2014,16,Phil Dawson,0,1,0,Chargers,5.0,K,5,5,0
2014,16,Connor Barth,0,1,0,Bengals,4.0,K,4,4,1
2014,16,Josh Scobee,0,0,0,Titans,3.0,K,3,3,0
2014,16,Patrick Murray,0,1,1,Packers,3.0,K,0,0,0
2014,16,Shayne Graham,0,0,0,Falcons,2.0,K,2,2,0
2014,16,Jay Feely,0,0,0,Lions,2.0,K,2,2,0
2014,16,Adam Vinatieri,0,0,0,Cowboys,1.0,K,1,1,1
2014,16,Justin Tucker,0,0,0,Texans,1.0,K,1,1,1
2014,16,Pat McAfee,0,0,0,Cowboys,0.0,K,0,0,1
2014,16,Dustin Colquitt,0,0,0,Steelers,0.0,K,0,0,1
2014,17,Connor Barth,0,4,4,Raiders,17.0,K,5,5,0
2014,17,Josh Brown,1,4,4,Eagles,16.0,K,2,2,0
2014,17,Dan Bailey,0,3,3,Redskins,14.0,K,5,5,1
2014,17,Cairo Santos,0,5,4,Chargers,13.0,K,1,1,0
2014,17,Nick Folk,0,4,3,Dolphins,13.0,K,4,4,1
2014,17,Cody Parkey,0,2,2,Giants,10.0,K,4,4,1
2014,17,Graham Gano,0,2,2,Falcons,10.0,K,4,4,1
2014,17,Phil Dawson,1,2,2,Cardinals,10.0,K,2,2,0
2014,17,Adam Vinatieri,0,3,2,Titans,9.0,K,3,3,1
2014,17,Shaun Suisham,0,2,2,Bengals,9.0,K,3,3,0
2014,17,Stephen Gostkowski,0,3,3,Bills,9.0,K,0,0,0
2014,17,Jay Feely,0,4,3,Min,9.0,K,0,0,1
2014,17,Greg Zuerlein,1,2,2,Seahawks,8.0,K,0,0,1
2014,17,Justin Tucker,0,2,2,Browns,8.0,K,2,2,0
2014,17,Patrick Murray,0,2,2,Saints,8.0,K,2,2,0
2014,17,Stephen Hauschka,0,2,2,Rams,8.0,K,2,2,0
2014,17,Blair Walsh,0,2,2,Bears,7.0,K,1,1,0
2014,17,Josh Scobee,1,2,1,Texans,7.0,K,2,2,1
2014,17,Caleb Sturgis,0,2,1,Jets,6.0,K,3,3,0
2014,17,Mike Nugent,0,2,1,Steelers,5.0,K,2,2,1
2014,17,Kai Forbath,0,1,1,Cowboys,5.0,K,2,2,0
2014,17,Chandler Catanzaro,0,1,1,49ers,5.0,K,2,2,1
2014,17,Dan Carpenter,0,1,1,Patriots,5.0,K,2,2,1
2014,17,Ryan Succop,0,1,1,Colts,4.0,K,1,1,0
2014,17,Garrett Hartley,0,1,1,Ravens,4.0,K,1,1,1
2014,17,Mason Crosby,0,1,0,Lions,4.0,K,4,4,0
2014,17,Shayne Graham,0,0,0,Buccaneers,3.0,K,3,3,1
2014,17,Randy Bullock,0,0,0,Jaguars,3.0,K,3,3,0
2014,17,Matt Bryant,0,1,1,Panthers,3.0,K,0,0,0
2014,17,Matt Prater,0,0,0,Packers,2.0,K,2,2,1
2014,17,Sebastian Janikowski,0,0,0,Broncos,2.0,K,2,2,1
2014,17,Ryan Quigley,0,0,0,Dolphins,1.0,K,0,0,1
2014,17,Nick Novak,0,1,0,Chiefs,1.0,K,1,1,1
2014,17,Brad Wing,0,0,0,Bengals,-2.0,K,0,0,0
2010,1,John Kasay,1,3,3,Giants,12.0,K,1,1,1
2010,1,Jeff Reed,1,5,3,Falcons,11.0,K,0,0,0
2010,1,Mason Crosby,1,2,2,Eagles,11.0,K,3,3,1
2010,1,Neil Rackers,0,2,2,Colts,10.0,K,4,4,0
2010,1,Nick Folk,0,3,3,Ravens,9.0,K,0,0,0
2010,1,Matt Bryant,0,4,3,Steelers,9.0,K,0,0,1
2010,1,Mike Nugent,1,1,1,Patriots,8.0,K,3,3,1
2010,1,Stephen Gostkowski,0,3,1,Bengals,8.0,K,5,5,0
2010,1,Rob Bironas,0,1,1,Raiders,8.0,K,5,5,0
2010,1,David Akers,0,2,2,Packers,8.0,K,2,2,0
2010,1,Lawrence Tynes,0,1,1,Panthers,7.0,K,4,4,0
2010,1,Matt Prater,1,1,1,Jaguars,7.0,K,2,2,1
2010,1,Olindo Mare,0,1,1,49ers,7.0,K,4,4,0
2010,1,Sebastian Janikowski,0,3,2,Titans,7.0,K,1,1,1
2010,1,Robbie Gould,0,2,2,Lions,7.0,K,1,1,0
2010,1,Graham Gano,0,2,2,Cowboys,7.0,K,1,1,0
2010,1,Dan Carpenter,0,3,2,Bills,7.0,K,1,1,1
2010,1,Josh Brown,0,3,2,Cardinals,7.0,K,1,1,0
2010,1,Adam Vinatieri,0,1,1,Texans,6.0,K,3,3,1
2010,1,Josh Scobee,0,1,1,Broncos,6.0,K,3,3,0
2010,1,Joe Nedney,0,2,2,Seahawks,6.0,K,0,0,1
2010,1,Rian Lindell,1,2,1,Dolphins,6.0,K,1,1,0
2010,1,Jay Feely,0,1,1,Rams,5.0,K,2,2,1
2010,1,Connor Barth,0,1,1,Browns,5.0,K,2,2,0
2010,1,Billy Cundiff,0,1,1,Jets,4.0,K,1,1,1
2010,1,Ryan Succop,0,0,0,Chargers,3.0,K,3,3,0
2010,1,Ryan Longwell,0,1,1,Saints,3.0,K,1,0,1
2010,1,Nate Kaeding,0,0,0,Chiefs,2.0,K,2,2,1
2010,1,Garrett Hartley,0,2,0,Min,2.0,K,2,2,0
2010,1,Jason Hanson,0,0,0,Bears,2.0,K,2,2,1
2010,1,Phil Dawson,0,1,0,Buccaneers,2.0,K,2,2,1
2010,1,David Buehler,0,1,0,Redskins,1.0,K,1,1,1
2010,1,Brian Moorman,0,0,0,Dolphins,0.0,K,0,0,0
2010,1,Josh Bidwell,0,0,0,Cowboys,0.0,K,0,0,0
2010,1,Jason Baker,0,0,0,Giants,0.0,K,0,0,1
2010,2,Mike Nugent,0,5,5,Ravens,15.0,K,0,0,0
2010,2,Jeff Reed,0,4,4,Titans,13.0,K,1,1,1
2010,2,Neil Rackers,0,4,3,Redskins,12.0,K,3,3,1
2010,2,Garrett Hartley,0,3,3,49ers,11.0,K,2,2,1
2010,2,Matt Bryant,0,2,2,Cardinals,11.0,K,5,5,0
2010,2,Ryan Succop,0,3,3,Browns,10.0,K,1,1,1
2010,2,Sebastian Janikowski,0,4,3,Rams,10.0,K,1,1,0
2010,2,Mason Crosby,0,2,2,Bills,10.0,K,4,4,0
2010,2,Robbie Gould,0,2,2,Cowboys,9.0,K,3,3,1
2010,2,Graham Gano,0,4,2,Texans,9.0,K,3,3,0
2010,2,Adam Vinatieri,0,1,1,Giants,8.0,K,5,5,0
2010,2,Nate Kaeding,0,1,1,Jaguars,8.0,K,5,5,0
2010,2,Nick Folk,0,2,2,Patriots,8.0,K,2,2,0
2010,2,David Buehler,0,3,2,Bears,8.0,K,2,2,0
2010,2,Connor Barth,0,2,2,Panthers,8.0,K,2,2,1
2010,2,Josh Scobee,0,2,2,Chargers,7.0,K,1,1,1
2010,2,Matt Prater,0,1,1,Seahawks,7.0,K,4,4,0
2010,2,Jason Hanson,0,1,1,Eagles,6.0,K,3,3,0
2010,2,David Akers,0,0,0,Lions,5.0,K,5,5,1
2010,2,Ryan Longwell,0,1,1,Dolphins,4.0,K,1,1,0
2010,2,Billy Cundiff,0,1,1,Bengals,4.0,K,1,1,1
2010,2,Rob Bironas,0,1,1,Steelers,3.0,K,0,0,0
2010,2,Lawrence Tynes,0,0,0,Colts,2.0,K,2,2,1
2010,2,Joe Nedney,0,0,0,Saints,2.0,K,2,2,0
2010,2,Olindo Mare,0,0,0,Broncos,2.0,K,2,2,1
2010,2,Stephen Gostkowski,0,1,0,Jets,2.0,K,2,2,1
2010,2,Phil Dawson,0,1,0,Chiefs,2.0,K,2,2,0
2010,2,Dan Carpenter,0,0,0,Min,2.0,K,2,2,1
2010,2,Josh Brown,0,1,0,Raiders,2.0,K,2,2,1
2010,2,Rian Lindell,0,0,0,Packers,1.0,K,1,1,1
2010,2,John Kasay,0,0,0,Buccaneers,1.0,K,1,1,0
2010,2,Jay Feely,0,1,0,Falcons,1.0,K,1,1,1
2010,2,Matt Turk,0,0,0,Redskins,0.0,K,0,0,1
2010,3,Sebastian Janikowski,1,6,3,Cardinals,13.0,K,2,2,1
2010,3,Dan Carpenter,1,3,3,Jets,13.0,K,2,2,0
2010,3,Rian Lindell,0,4,3,Patriots,12.0,K,3,3,1
2010,3,Josh Brown,0,4,3,Redskins,12.0,K,3,3,0
2010,3,Mike Nugent,1,2,2,Panthers,10.0,K,2,2,1
2010,3,Graham Gano,0,3,3,Rams,10.0,K,1,1,1
2010,3,Adam Vinatieri,0,2,2,Broncos,9.0,K,3,3,1
2010,3,Olindo Mare,0,2,2,Chargers,9.0,K,3,3,0
2010,3,David Buehler,0,2,2,Texans,9.0,K,3,3,1
2010,3,Matt Bryant,0,2,2,Saints,9.0,K,3,3,1
2010,3,Rob Bironas,0,2,2,Giants,9.0,K,3,3,1
2010,3,Jeff Reed,0,1,1,Buccaneers,8.0,K,5,5,1
2010,3,Robbie Gould,0,3,2,Packers,8.0,K,2,2,0
2010,3,Stephen Gostkowski,0,1,1,Bills,8.0,K,5,5,0
2010,3,Ryan Succop,0,2,1,49ers,7.0,K,4,4,0
2010,3,Neil Rackers,0,2,2,Cowboys,7.0,K,1,1,0
2010,3,Matt Prater,0,2,2,Colts,7.0,K,1,1,0
2010,3,Nick Folk,0,2,1,Dolphins,7.0,K,4,4,1
2010,3,Connor Barth,0,2,2,Steelers,7.0,K,1,1,0
2010,3,Lawrence Tynes,1,3,1,Titans,6.0,K,1,1,0
2010,3,Joe Nedney,1,1,1,Chiefs,6.0,K,1,1,1
2010,3,Ryan Longwell,0,1,1,Lions,6.0,K,3,3,0
2010,3,Garrett Hartley,0,2,1,Falcons,6.0,K,3,3,0
2010,3,Jay Feely,0,1,1,Raiders,6.0,K,3,3,0
2010,3,Billy Cundiff,0,2,1,Browns,6.0,K,3,3,0
2010,3,Josh Scobee,1,1,1,Eagles,5.0,K,0,0,0
2010,3,Phil Dawson,0,1,1,Ravens,5.0,K,2,2,1
2010,3,Mason Crosby,0,2,1,Bears,5.0,K,2,2,1
2010,3,Nate Kaeding,0,1,1,Seahawks,4.0,K,1,1,1
2010,3,Jason Hanson,0,2,1,Min,4.0,K,1,1,1
2010,3,David Akers,0,0,0,Jaguars,4.0,K,4,4,1
2010,3,John Kasay,0,0,0,Bengals,1.0,K,1,1,0
2010,4,Jason Hanson,1,5,4,Packers,16.0,K,2,2,1
2010,4,Matt Prater,0,4,4,Titans,14.0,K,2,2,1
2010,4,Nate Kaeding,0,3,2,Cardinals,11.0,K,5,5,0
2010,4,Stephen Gostkowski,0,2,2,Dolphins,11.0,K,5,5,1
2010,4,Phil Dawson,0,3,3,Bengals,11.0,K,2,2,0
2010,4,John Carney,0,3,3,Panthers,10.0,K,1,1,0
2010,4,Matt Bryant,0,3,3,49ers,10.0,K,1,1,0
2010,4,Rob Bironas,1,3,2,Broncos,10.0,K,2,2,0
2010,4,Josh Scobee,1,1,1,Colts,9.0,K,4,4,0
2010,4,Mike Nugent,0,3,2,Browns,8.0,K,2,2,1
