Year,Week,Name,50+,FGA,FGM,Opponent,Points,Position,XPA,XPM,Away Games
2013,13,Kai Forbath,0,1,1,Giants,5.0,K,2,2,0
2013,13,Ryan Succop,0,0,0,Broncos,4.0,K,4,4,0
2013,13,Nick Novak,0,1,1,Bengals,4.0,K,1,1,0
2013,13,Billy Cundiff,0,1,0,Jaguars,4.0,K,4,4,0
2013,13,Nick Folk,0,1,1,Dolphins,3.0,K,0,0,0
2013,13,Jay Feely,0,0,0,Eagles,3.0,K,3,3,1
2013,13,Shaun Suisham,0,0,0,Ravens,2.0,K,2,2,1
2013,13,Rob Bironas,0,0,0,Colts,2.0,K,2,2,1
2013,13,Garrett Hartley,0,0,0,Seahawks,1.0,K,1,1,1
2013,14,Matt Prater,1,3,3,Titans,17.0,K,6,6,0
2013,14,Nick Folk,1,3,3,Raiders,15.0,K,4,4,0
2013,14,Phil Dawson,1,4,4,Seahawks,15.0,K,1,1,0
2013,14,Nick Novak,0,3,3,Giants,13.0,K,4,4,0
2013,14,Robbie Gould,0,3,3,Cowboys,13.0,K,4,4,0
2013,14,Rian Lindell,1,2,2,Bills,11.0,K,3,3,0
2013,14,Caleb Sturgis,0,3,2,Steelers,10.0,K,4,4,1
2013,14,Mason Crosby,0,3,3,Falcons,10.0,K,1,1,0
2013,14,Ryan Succop,0,2,1,Redskins,9.0,K,6,6,1
2013,14,Josh Scobee,0,2,2,Texans,9.0,K,3,3,0
2013,14,Sebastian Janikowski,0,3,2,Jets,9.0,K,3,3,1
2013,14,Stephen Gostkowski,1,2,2,Browns,9.0,K,1,1,0
2013,14,Blair Walsh,0,2,2,Ravens,8.0,K,2,2,1
2013,14,Billy Cundiff,0,3,2,Patriots,8.0,K,2,2,1
2013,14,Randy Bullock,0,2,2,Jaguars,8.0,K,2,2,1
2013,14,Garrett Hartley,0,1,1,Panthers,7.0,K,4,4,0
2013,14,Graham Gano,0,3,2,Saints,7.0,K,1,1,1
2013,14,Mike Nugent,0,0,0,Colts,6.0,K,6,6,0
2013,14,Kai Forbath,1,1,1,Chiefs,6.0,K,1,1,0
2013,14,Dan Carpenter,0,2,2,Buccaneers,6.0,K,0,0,1
2013,14,Stephen Hauschka,0,1,1,49ers,5.0,K,2,2,1
2013,14,Greg Zuerlein,0,1,1,Cardinals,4.0,K,1,1,1
2013,14,Adam Vinatieri,0,1,0,Bengals,4.0,K,4,4,1
2013,14,Shaun Suisham,0,0,0,Dolphins,4.0,K,4,4,0
2013,14,Jay Feely,0,2,0,Rams,4.0,K,4,4,0
2013,14,Rob Bironas,0,0,0,Broncos,4.0,K,4,4,1
2013,14,Dan Bailey,0,0,0,Bears,4.0,K,4,4,1
2013,14,Justin Tucker,0,0,0,Min,3.0,K,3,3,0
2013,14,Matt Bryant,0,1,0,Packers,3.0,K,3,3,1
2013,14,Josh Brown,0,0,0,Chargers,2.0,K,2,2,1
2013,14,David Akers,0,0,0,Eagles,0.0,K,1,0,1
2013,15,Justin Tucker,2,6,6,Lions,22.0,K,0,0,1
2013,15,Dan Bailey,2,5,5,Packers,22.0,K,3,3,0
2013,15,Phil Dawson,0,4,4,Buccaneers,15.0,K,3,3,1
2013,15,Jay Feely,0,3,3,Titans,13.0,K,4,4,1
2013,15,Blair Walsh,0,3,2,Eagles,12.0,K,6,6,0
2013,15,Shaun Suisham,0,3,3,Bengals,12.0,K,3,3,0
2013,15,Alex Henery,1,3,3,Min,12.0,K,1,1,1
2013,15,Graham Gano,0,3,3,Jets,12.0,K,3,3,0
2013,15,Adam Vinatieri,0,3,3,Texans,11.0,K,2,2,0
2013,15,Stephen Hauschka,0,3,3,Giants,11.0,K,2,2,1
2013,15,Matt Bryant,1,2,2,Redskins,11.0,K,3,3,0
2013,15,Josh Scobee,1,2,2,Bills,10.0,K,2,2,0
2013,15,Nick Folk,1,2,2,Panthers,10.0,K,2,2,1
2013,15,Rob Bironas,0,3,2,Cardinals,10.0,K,4,4,0
2013,15,Greg Zuerlein,0,2,2,Saints,9.0,K,3,3,0
2013,15,Nick Novak,0,2,2,Broncos,9.0,K,3,3,1
2013,15,Mason Crosby,1,1,1,Cowboys,9.0,K,4,4,1
2013,15,Dan Carpenter,0,3,2,Jaguars,9.0,K,3,3,1
2013,15,Ryan Succop,0,0,0,Raiders,8.0,K,8,8,1
2013,15,Matt Prater,0,2,2,Chargers,8.0,K,2,2,0
2013,15,Robbie Gould,0,1,1,Browns,8.0,K,5,5,1
2013,15,Stephen Gostkowski,0,3,2,Dolphins,8.0,K,2,2,1
2013,15,Kai Forbath,0,2,2,Falcons,8.0,K,2,2,1
2013,15,Sebastian Janikowski,0,1,1,Chiefs,7.0,K,4,4,0
2013,15,Billy Cundiff,0,1,1,Bears,7.0,K,4,4,0
2013,15,Caleb Sturgis,0,1,1,Patriots,6.0,K,3,3,0
2013,15,Garrett Hartley,0,3,1,Rams,4.0,K,1,1,1
2013,15,David Akers,0,1,1,Ravens,4.0,K,1,1,0
2013,15,Randy Bullock,0,1,1,Colts,3.0,K,0,0,1
2013,15,Mike Nugent,0,0,0,Steelers,2.0,K,2,2,1
2013,15,Rian Lindell,0,0,0,49ers,2.0,K,2,2,0
2013,15,Kevin Huber,0,0,0,Steelers,0.0,K,0,0,1
2013,15,Brandon Fields,0,0,0,Patriots,-1.0,K,0,0,0
2013,16,Nick Novak,0,4,4,Raiders,14.0,K,2,2,0
2013,16,Greg Zuerlein,1,3,3,Buccaneers,13.0,K,2,2,0
2013,16,Matt Prater,0,3,3,Texans,13.0,K,4,4,1
2013,16,Dan Carpenter,0,4,4,Dolphins,13.0,K,1,1,0
2013,16,Josh Brown,1,3,3,Lions,13.0,K,2,2,1
2013,16,Adam Vinatieri,0,4,3,Chiefs,11.0,K,2,2,1
2013,16,Stephen Gostkowski,0,2,2,Ravens,11.0,K,5,5,1
2013,16,Kai Forbath,0,3,3,Cowboys,11.0,K,2,2,0
2013,16,Alex Henery,0,1,1,Bears,10.0,K,7,7,0
2013,16,Phil Dawson,0,2,2,Falcons,10.0,K,4,4,0
2013,16,Rob Bironas,1,2,2,Jaguars,10.0,K,2,2,1
2013,16,Jay Feely,0,3,3,Seahawks,9.0,K,0,0,1
2013,16,Shaun Suisham,0,1,1,Packers,8.0,K,5,5,1
2013,16,Rian Lindell,0,2,2,Rams,7.0,K,1,1,1
2013,16,Sebastian Janikowski,0,2,2,Chargers,7.0,K,1,1,1
2013,16,Shayne Graham,0,2,2,Panthers,7.0,K,1,1,1
2013,16,Billy Cundiff,0,2,2,Jets,7.0,K,1,1,1
2013,16,Mason Crosby,0,1,1,Steelers,7.0,K,4,4,0
2013,16,Randy Bullock,0,2,2,Broncos,7.0,K,1,1,0
2013,16,Mike Nugent,0,0,0,Min,6.0,K,6,6,0
2013,16,Nick Folk,0,2,1,Browns,6.0,K,3,3,0
2013,16,Matt Bryant,0,1,1,49ers,6.0,K,3,3,1
2013,16,Dan Bailey,0,1,1,Redskins,6.0,K,3,3,1
2013,16,Robbie Gould,1,1,1,Eagles,5.0,K,0,0,1
2013,16,Graham Gano,0,1,1,Saints,5.0,K,2,2,0
2013,16,Josh Scobee,0,1,1,Titans,4.0,K,2,1,0
2013,16,Stephen Hauschka,0,2,1,Cardinals,4.0,K,1,1,0
2013,16,David Akers,0,1,1,Giants,4.0,K,1,1,0
2013,16,Blair Walsh,0,0,0,Bengals,2.0,K,2,2,1
2013,16,Justin Tucker,0,1,0,Patriots,1.0,K,1,1,0
2013,16,Ryan Succop,0,1,0,Colts,1.0,K,1,1,0
2013,16,Mat McBriar,0,0,0,Packers,1.0,K,0,0,1
2013,17,Stephen Gostkowski,0,4,4,Bills,14.0,K,2,2,0
2013,17,Phil Dawson,1,4,3,Cardinals,13.0,K,2,2,1
2013,17,Adam Vinatieri,0,3,3,Jaguars,12.0,K,3,3,0
2013,17,Matt Prater,1,2,2,Raiders,12.0,K,4,4,1
2013,17,Rob Bironas,1,3,3,Texans,12.0,K,1,1,0
2013,17,Mike Nugent,0,2,2,Ravens,10.0,K,4,4,0
2013,17,Dan Carpenter,1,2,2,Patriots,10.0,K,2,2,1
2013,17,Dan Bailey,0,3,3,Eagles,10.0,K,1,1,0
2013,17,Justin Tucker,0,3,3,Bengals,9.0,K,0,0,1
2013,17,Nick Novak,0,2,2,Chiefs,9.0,K,3,3,0
2013,17,Stephen Hauschka,0,2,2,Rams,9.0,K,3,3,0
2013,17,Mason Crosby,0,2,2,Bears,9.0,K,3,3,1
2013,17,David Akers,1,2,2,Min,9.0,K,1,1,1
2013,17,Shaun Suisham,0,2,2,Browns,8.0,K,2,2,0
2013,17,Nick Folk,0,3,2,Dolphins,8.0,K,2,2,1
2013,17,Jay Feely,0,4,2,49ers,8.0,K,2,2,0
2013,17,Matt Bryant,0,2,2,Panthers,8.0,K,2,2,0
2013,17,Josh Brown,0,3,2,Redskins,8.0,K,2,2,0
2013,17,Rian Lindell,1,1,1,Saints,7.0,K,2,2,1
2013,17,Ryan Succop,0,2,1,Chargers,6.0,K,3,3,1
2013,17,Alex Henery,0,1,1,Cowboys,6.0,K,3,3,1
2013,17,Shayne Graham,0,0,0,Buccaneers,6.0,K,6,6,0
2013,17,Kai Forbath,0,2,2,Giants,6.0,K,0,0,1
2013,17,Josh Scobee,0,1,1,Colts,4.0,K,1,1,1
2013,17,Robbie Gould,0,0,0,Packers,4.0,K,4,4,0
2013,17,Randy Bullock,0,1,1,Titans,4.0,K,1,1,1
2013,17,Greg Zuerlein,0,1,1,Seahawks,3.0,K,0,0,1
2013,17,Graham Gano,0,0,0,Falcons,3.0,K,3,3,1
2013,17,Blair Walsh,0,0,0,Lions,2.0,K,2,2,0
2013,17,Sebastian Janikowski,0,1,0,Broncos,2.0,K,2,2,0
2013,17,Caleb Sturgis,0,0,0,Jets,1.0,K,1,1,0
2013,17,Billy Cundiff,0,0,0,Steelers,1.0,K,1,1,1
2013,17,Michael Koenen,0,0,0,Saints,0.0,K,0,0,1
2014,1,Matt Bryant,2,3,3,Saints,17.0,K,4,4,0
2014,1,Caleb Sturgis,0,4,4,Patriots,15.0,K,3,3,0
2014,1,Mike Nugent,0,6,5,Ravens,15.0,K,0,0,1
2014,1,Ryan Succop,0,4,4,Chiefs,14.0,K,2,2,1
2014,1,Dan Carpenter,1,3,3,Bears,13.0,K,2,2,1
2014,1,Blair Walsh,1,2,2,Rams,12.0,K,4,4,1
2014,1,Shaun Suisham,0,3,3,Browns,12.0,K,3,3,0
2014,1,Cody Parkey,1,2,2,Jaguars,12.0,K,4,4,0
2014,1,Shayne Graham,1,2,2,Falcons,12.0,K,4,4,1
2014,1,Stephen Hauschka,0,2,2,Packers,10.0,K,4,4,0
2014,1,Nate Freese,0,3,2,Giants,9.0,K,3,3,0
2014,1,Billy Cundiff,0,2,2,Steelers,9.0,K,3,3,1
2014,1,Greg Zuerlein,1,3,2,Min,8.0,K,0,0,0
2014,1,Robbie Gould,0,2,2,Bills,8.0,K,2,2,0
2014,1,Stephen Gostkowski,0,2,2,Dolphins,8.0,K,2,2,1
2014,1,Graham Gano,0,3,2,Buccaneers,8.0,K,2,2,1
2014,1,Brandon McManus,0,1,1,Colts,7.0,K,4,4,0
2014,1,Nick Folk,0,2,2,Raiders,7.0,K,1,1,0
2014,1,Adam Vinatieri,0,1,1,Broncos,6.0,K,3,3,1
2014,1,Chandler Catanzaro,0,2,2,Chargers,6.0,K,0,0,0
2014,1,Josh Scobee,0,3,1,Eagles,5.0,K,2,2,1
2014,1,Nick Novak,0,1,1,Cardinals,5.0,K,2,2,1
2014,1,Randy Bullock,0,1,1,Redskins,5.0,K,2,2,0
2014,1,Dan Bailey,0,1,1,49ers,5.0,K,2,2,0
2014,1,Justin Tucker,0,2,1,Bengals,4.0,K,1,1,0
2014,1,Cairo Santos,0,2,1,Titans,4.0,K,1,1,0
2014,1,Phil Dawson,0,1,0,Cowboys,4.0,K,4,4,1
2014,1,Mason Crosby,0,1,1,Seahawks,4.0,K,1,1,1
2014,1,Patrick Murray,0,0,0,Panthers,2.0,K,2,2,0
2014,1,Sebastian Janikowski,0,0,0,Jets,2.0,K,2,2,1
2014,1,Josh Brown,0,0,0,Lions,2.0,K,2,2,1
2014,1,Kai Forbath,0,0,0,Texans,0.0,K,1,0,1
2014,2,Dan Carpenter,0,6,5,Dolphins,17.0,K,2,2,0
2014,2,Dan Bailey,1,4,4,Titans,16.0,K,2,2,1
2014,2,Justin Tucker,0,4,4,Steelers,14.0,K,2,2,0
2014,2,Nick Novak,1,3,3,Seahawks,14.0,K,3,3,0
2014,2,Greg Zuerlein,0,4,4,Buccaneers,13.0,K,1,1,1
2014,2,Mason Crosby,1,3,3,Jets,13.0,K,2,2,0
2014,2,Chandler Catanzaro,0,4,4,Giants,13.0,K,1,1,1
2014,2,Cody Parkey,0,4,3,Colts,12.0,K,3,3,1
2014,2,Stephen Gostkowski,0,3,3,Min,12.0,K,3,3,1
2014,2,Graham Gano,1,3,3,Lions,12.0,K,1,1,0
2014,2,Randy Bullock,0,4,3,Raiders,12.0,K,3,3,1
2014,2,Kai Forbath,0,2,2,Jaguars,11.0,K,5,5,0
2014,2,Adam Vinatieri,0,2,2,Eagles,9.0,K,3,3,0
2014,2,Nick Folk,1,1,1,Packers,8.0,K,3,3,1
2014,2,Phil Dawson,0,2,2,Bears,8.0,K,2,2,0
2014,2,Billy Cundiff,0,2,2,Saints,8.0,K,2,2,0
2014,2,Shaun Suisham,0,2,2,Ravens,6.0,K,0,0,1
2014,2,Mike Nugent,0,4,1,Falcons,6.0,K,3,3,0
2014,2,Brandon McManus,0,1,1,Chiefs,6.0,K,3,3,0
2014,2,Shayne Graham,0,1,1,Browns,6.0,K,3,3,1
2014,2,Cairo Santos,0,2,1,Broncos,5.0,K,2,2,1
2014,2,Patrick Murray,0,2,1,Rams,5.0,K,2,2,0
2014,2,Ryan Succop,0,1,1,Cowboys,4.0,K,1,1,0
2014,2,Caleb Sturgis,0,1,1,Bills,4.0,K,1,1,1
2014,2,Josh Scobee,0,1,1,Redskins,4.0,K,1,1,1
2014,2,Robbie Gould,0,0,0,49ers,4.0,K,4,4,1
2014,2,Matt Bryant,0,1,1,Bengals,4.0,K,1,1,1
2014,2,Stephen Hauschka,0,0,0,Chargers,3.0,K,3,3,1
2014,2,Sebastian Janikowski,0,0,0,Texans,2.0,K,2,2,0
2014,2,Josh Brown,0,0,0,Cardinals,2.0,K,2,2,0
2014,2,Blair Walsh,0,1,0,Patriots,1.0,K,1,1,0
2014,2,Nate Freese,0,2,0,Panthers,1.0,K,1,1,1
2014,3,Cody Parkey,1,3,3,Redskins,15.0,K,4,4,0
2014,3,Adam Vinatieri,0,3,3,Jaguars,14.0,K,5,5,1
2014,3,Shaun Suisham,0,3,3,Panthers,13.0,K,4,4,1
2014,3,Nick Folk,0,4,4,Bears,13.0,K,1,1,0
2014,3,Chandler Catanzaro,1,3,3,49ers,13.0,K,2,2,0
2014,3,Josh Brown,0,3,3,Texans,12.0,K,3,3,0
2014,3,Justin Tucker,0,3,3,Browns,11.0,K,2,2,1
2014,3,Stephen Gostkowski,0,3,3,Raiders,10.0,K,1,1,0
2014,3,Kai Forbath,0,3,2,Eagles,10.0,K,4,4,1
2014,3,Dan Bailey,0,2,2,Rams,10.0,K,4,4,1
2014,3,Blair Walsh,0,3,3,Saints,9.0,K,0,0,1
2014,3,Caleb Sturgis,1,3,2,Chiefs,9.0,K,1,1,0
2014,3,Sebastian Janikowski,0,3,3,Patriots,9.0,K,0,0,1
2014,3,Robbie Gould,0,2,2,Jets,9.0,K,3,3,1
2014,3,Nick Novak,0,2,2,Bills,8.0,K,2,2,1
2014,3,Stephen Hauschka,0,3,2,Broncos,8.0,K,2,2,0
2014,3,Matt Bryant,0,1,0,Buccaneers,8.0,K,8,8,0
2014,3,Greg Zuerlein,0,1,1,Cowboys,7.0,K,4,4,0
2014,3,Mike Nugent,0,1,1,Titans,7.0,K,4,4,0
2014,3,Graham Gano,0,2,2,Steelers,7.0,K,1,1,0
2014,3,Josh Scobee,0,1,1,Colts,5.0,K,2,2,0
2014,3,Nate Freese,0,2,1,Packers,5.0,K,2,2,0
2014,3,Randy Bullock,0,1,1,Giants,5.0,K,2,2,1
2014,3,Cairo Santos,0,0,0,Dolphins,4.0,K,4,4,1
2014,3,Brandon McManus,0,1,1,Seahawks,4.0,K,1,1,1
2014,3,Dan Carpenter,0,1,1,Chargers,4.0,K,1,1,0
2014,3,Billy Cundiff,0,2,0,Ravens,3.0,K,3,3,0
2014,3,Patrick Murray,0,0,0,Falcons,2.0,K,2,2,1
2014,3,Shayne Graham,0,0,0,Min,2.0,K,3,2,0
2014,3,Phil Dawson,0,1,0,Cardinals,2.0,K,2,2,1
2014,3,Ryan Succop,0,2,0,Bengals,1.0,K,1,1,1
2014,3,Mason Crosby,0,0,0,Lions,1.0,K,1,1,1
2014,3,Steve Weatherford,0,0,0,Texans,0.0,K,0,0,0
2014,3,Shane Lechler,0,0,0,Giants,0.0,K,0,0,1
2014,4,Blair Walsh,1,5,4,Falcons,17.0,K,3,3,0
2014,4,Phil Dawson,1,4,4,Eagles,16.0,K,2,2,0
2014,4,Nick Novak,0,4,4,Jaguars,15.0,K,3,3,0
2014,4,Randy Bullock,2,3,3,Bills,15.0,K,2,2,0
2014,4,Adam Vinatieri,0,2,2,Titans,11.0,K,5,5,0
2014,4,Cairo Santos,0,2,2,Patriots,11.0,K,5,5,0
2014,4,Patrick Murray,1,2,2,Steelers,11.0,K,3,3,1
2014,4,Mason Crosby,1,2,1,Bears,10.0,K,5,5,1
2014,4,Dan Bailey,1,1,1,Saints,10.0,K,5,5,0
2014,4,Josh Brown,0,1,1,Redskins,9.0,K,6,6,1
2014,4,Justin Tucker,0,2,1,Panthers,8.0,K,5,5,0
2014,4,Caleb Sturgis,0,1,1,Raiders,8.0,K,5,5,1
2014,4,Alex Henery,1,2,1,Jets,8.0,K,3,3,1
2014,4,Shaun Suisham,0,2,1,Buccaneers,6.0,K,3,3,0
2014,4,Ryan Succop,0,1,1,Colts,5.0,K,2,2,1
2014,4,Shayne Graham,0,2,1,Cowboys,5.0,K,2,2,1
2014,4,Robbie Gould,0,1,1,Packers,5.0,K,2,2,0
2014,4,Nick Folk,0,1,1,Lions,5.0,K,2,2,0
2014,4,Dan Carpenter,0,1,1,Texans,5.0,K,2,2,1
2014,4,Graham Gano,0,1,1,Ravens,4.0,K,1,1,1
2014,4,Matt Bryant,0,0,0,Min,4.0,K,4,4,1
2014,4,Cody Parkey,0,0,0,49ers,3.0,K,3,3,1
2014,4,Josh Scobee,0,0,0,Chargers,2.0,K,2,2,1
2014,4,Sebastian Janikowski,0,0,0,Dolphins,2.0,K,2,2,0
2014,4,Stephen Gostkowski,0,0,0,Chiefs,2.0,K,2,2,1
2014,4,Kai Forbath,0,0,0,Giants,2.0,K,2,2,0
2014,5,Phil Dawson,2,5,5,Chiefs,20.0,K,1,1,0
2014,5,Stephen Gostkowski,0,5,5,Bengals,19.0,K,4,4,0
2014,5,Josh Brown,1,3,3,Falcons,14.0,K,3,3,0
2014,5,Brandon McManus,0,3,2,Cardinals,11.0,K,5,5,0
2014,5,Shayne Graham,0,3,3,Buccaneers,11.0,K,2,2,0
2014,5,Dan Carpenter,1,4,3,Lions,11.0,K,0,0,1
2014,5,Cody Parkey,0,2,2,Rams,10.0,K,4,4,0
2014,5,Justin Tucker,1,2,2,Colts,9.0,K,1,1,1
2014,5,Josh Scobee,0,3,3,Steelers,9.0,K,0,0,0
2014,5,Patrick Murray,1,1,1,Saints,9.0,K,4,4,1
2014,5,Stephen Hauschka,0,2,2,Redskins,9.0,K,3,3,1
2014,5,Billy Cundiff,0,2,2,Titans,9.0,K,3,3,1
2014,5,Adam Vinatieri,0,2,2,Ravens,8.0,K,2,2,0
2014,5,Chandler Catanzaro,0,2,2,Broncos,8.0,K,2,2,1
2014,5,Matt Bryant,0,2,2,Giants,8.0,K,2,2,1
2014,5,Dan Bailey,0,3,2,Texans,8.0,K,2,2,0
2014,5,Nick Novak,0,1,1,Jets,7.0,K,4,4,0
2014,5,Graham Gano,0,1,1,Bears,7.0,K,4,4,0
2014,5,Robbie Gould,0,2,1,Panthers,6.0,K,3,3,1
2014,5,Mason Crosby,0,0,0,Min,6.0,K,6,6,0
2014,5,Shaun Suisham,0,1,1,Jaguars,5.0,K,2,2,1
2014,5,Cairo Santos,0,1,1,49ers,5.0,K,2,2,1
2014,5,Mike Nugent,0,2,1,Patriots,5.0,K,2,2,1
2014,5,Kai Forbath,0,1,1,Seahawks,5.0,K,2,2,0
2014,5,Randy Bullock,0,1,1,Cowboys,5.0,K,2,2,1
2014,5,Greg Zuerlein,0,0,0,Eagles,4.0,K,4,4,1
2014,5,Blair Walsh,0,1,1,Packers,4.0,K,1,1,1
2014,5,Ryan Succop,0,0,0,Browns,4.0,K,4,4,0
2014,5,Alex Henery,0,3,0,Bills,2.0,K,2,2,0
2014,5,Jon Ryan,0,0,0,Redskins,0.0,K,0,0,1
2014,6,Stephen Gostkowski,1,4,3,Bills,15.0,K,4,4,1
2014,6,Dan Bailey,1,3,3,Seahawks,14.0,K,3,3,1
2014,6,Mike Nugent,0,4,3,Panthers,13.0,K,4,4,0
2014,6,Graham Gano,0,4,3,Bengals,13.0,K,4,4,1
2014,6,Justin Tucker,0,3,2,Buccaneers,12.0,K,6,6,1
2014,6,Chandler Catanzaro,0,3,3,Redskins,12.0,K,3,3,0
2014,6,Stephen Hauschka,0,3,3,Cowboys,11.0,K,2,2,0
2014,6,Matt Bryant,2,2,2,Bears,11.0,K,1,1,0
2014,6,Ryan Succop,0,3,3,Jaguars,10.0,K,1,1,0
2014,6,Adam Vinatieri,0,2,2,Texans,9.0,K,3,3,1
2014,6,Cody Parkey,0,2,2,Giants,9.0,K,3,3,0
2014,6,Phil Dawson,1,1,1,Rams,9.0,K,4,4,1
2014,6,Mason Crosby,0,2,2,Dolphins,9.0,K,3,3,1
2014,6,Kai Forbath,0,2,2,Cardinals,8.0,K,2,2,1
2014,6,Matt Prater,1,3,1,Min,7.0,K,2,2,1
2014,6,Nick Novak,0,1,1,Raiders,7.0,K,4,4,1
2014,6,Brandon McManus,0,1,1,Jets,7.0,K,4,4,1
2014,6,Robbie Gould,0,2,2,Falcons,7.0,K,2,1,1
2014,6,Billy Cundiff,0,1,1,Steelers,7.0,K,4,4,0
2014,6,Caleb Sturgis,0,1,1,Packers,6.0,K,3,3,0
2014,6,Greg Zuerlein,0,1,1,49ers,5.0,K,2,2,0
2014,6,Patrick Murray,0,2,1,Ravens,5.0,K,2,2,0
2014,6,Nick Folk,0,1,1,Broncos,5.0,K,2,2,0
2014,6,Shaun Suisham,0,1,1,Browns,4.0,K,1,1,1
2014,6,Sebastian Janikowski,0,1,0,Chargers,4.0,K,4,4,0
2014,6,Randy Bullock,0,1,0,Colts,4.0,K,4,4,0
2014,6,Blair Walsh,0,1,1,Lions,3.0,K,0,0,0
2014,6,Josh Scobee,0,1,0,Titans,2.0,K,2,2,1
2014,6,Dan Carpenter,0,0,0,Patriots,2.0,K,2,2,0
2014,6,Brad Wing,0,0,0,Browns,0.0,K,0,0,1
2014,7,Kai Forbath,0,4,4,Titans,13.0,K,1,1,0
2014,7,Nick Folk,0,5,4,Patriots,13.0,K,1,1,1
2014,7,Blair Walsh,1,3,3,Bills,12.0,K,1,1,1
2014,7,Shaun Suisham,0,3,3,Texans,12.0,K,3,3,0
2014,7,Adam Vinatieri,1,2,2,Bengals,11.0,K,3,3,0
2014,7,Cairo Santos,0,3,3,Chargers,11.0,K,2,2,1
2014,7,Shayne Graham,0,3,3,Lions,11.0,K,2,2,1
2014,7,Randy Bullock,0,3,3,Steelers,11.0,K,2,2,1
2014,7,Justin Tucker,0,2,2,Falcons,9.0,K,3,3,0
2014,7,Caleb Sturgis,0,4,2,Bears,9.0,K,3,3,1
2014,7,Sebastian Janikowski,1,2,2,Cardinals,9.0,K,1,1,0
2014,7,Stephen Gostkowski,0,2,2,Jets,9.0,K,3,3,0
2014,7,Nick Novak,0,2,2,Chiefs,8.0,K,2,2,0
2014,7,Stephen Hauschka,0,2,2,Rams,8.0,K,2,2,1
2014,7,Mason Crosby,0,1,1,Panthers,8.0,K,5,5,0
2014,7,Dan Bailey,0,1,1,Giants,7.0,K,4,4,0
2014,7,Josh Scobee,0,1,1,Browns,6.0,K,3,3,0
2014,7,Matt Prater,0,1,1,Saints,6.0,K,3,3,0
2014,7,Brandon McManus,0,0,0,49ers,6.0,K,6,6,0
2014,7,Billy Cundiff,0,2,2,Jaguars,6.0,K,0,0,1
2014,7,Chandler Catanzaro,0,1,1,Raiders,6.0,K,3,3,1
2014,7,Ryan Succop,0,1,1,Redskins,5.0,K,2,2,1
2014,7,Graham Gano,0,1,1,Packers,5.0,K,2,2,1
2014,7,Phil Dawson,0,2,1,Broncos,5.0,K,2,2,1
2014,7,Dan Carpenter,0,1,1,Min,5.0,K,2,2,0
2014,7,Greg Zuerlein,0,1,0,Seahawks,4.0,K,4,4,0
2014,7,Josh Brown,0,0,0,Cowboys,3.0,K,3,3,1
2014,7,Robbie Gould,0,0,0,Dolphins,2.0,K,2,2,0
2014,7,Matt Bryant,0,1,0,Ravens,1.0,K,1,1,1
2014,7,Johnny Hekker,0,0,0,Seahawks,0.0,K,0,0,0
2014,8,Stephen Gostkowski,0,3,3,Bears,15.0,K,6,6,0
2014,8,Dan Carpenter,1,3,3,Jets,15.0,K,5,4,1
2014,8,Justin Tucker,2,3,3,Bengals,14.0,K,1,1,1
2014,8,Shayne Graham,0,3,3,Packers,14.0,K,5,5,0
2014,8,Billy Cundiff,1,3,3,Raiders,13.0,K,2,2,0
2014,8,Cairo Santos,1,2,2,Rams,12.0,K,4,4,0
2014,8,Randy Bullock,0,3,3,Titans,12.0,K,3,3,1
2014,8,Mason Crosby,0,3,3,Saints,11.0,K,2,2,1
2014,8,Adam Vinatieri,0,2,2,Steelers,10.0,K,4,4,1
2014,8,Matt Prater,0,3,3,Falcons,10.0,K,1,1,1
2014,8,Cody Parkey,1,2,2,Cardinals,10.0,K,2,2,1
2014,8,Caleb Sturgis,0,2,2,Jaguars,9.0,K,3,3,1
2014,8,Mike Nugent,0,2,2,Ravens,9.0,K,3,3,0
2014,8,Patrick Murray,1,2,2,Min,9.0,K,1,1,0
2014,8,Stephen Hauschka,1,2,2,Panthers,9.0,K,1,1,1
2014,8,Graham Gano,0,3,3,Seahawks,9.0,K,0,0,0
2014,8,Kai Forbath,0,2,2,Cowboys,8.0,K,2,2,1
2014,8,Blair Walsh,0,3,2,Buccaneers,7.0,K,1,1,1
2014,8,Shaun Suisham,0,0,0,Colts,7.0,K,7,7,0
2014,8,Josh Scobee,0,3,2,Dolphins,7.0,K,1,1,0
2014,8,Sebastian Janikowski,0,2,2,Browns,7.0,K,1,1,1
2014,8,Nick Folk,1,1,1,Bills,7.0,K,2,2,0
2014,8,Chandler Catanzaro,0,1,1,Eagles,6.0,K,3,3,0
2014,8,Brandon McManus,0,1,0,Chargers,5.0,K,5,5,0
2014,8,Dan Bailey,0,1,1,Redskins,5.0,K,2,2,0
2014,8,Ryan Succop,0,1,1,Texans,4.0,K,1,1,0
2014,8,Nick Novak,0,0,0,Broncos,3.0,K,3,3,1
2014,8,Matt Bryant,0,0,0,Lions,3.0,K,3,3,0
2014,8,Greg Zuerlein,0,1,0,Chiefs,1.0,K,1,1,1
2014,8,Robbie Gould,0,0,0,Patriots,1.0,K,1,1,1
2014,9,Adam Vinatieri,0,4,4,Giants,16.0,K,4,4,1
2014,9,Caleb Sturgis,0,4,3,Chargers,13.0,K,4,4,0
2014,9,Stephen Gostkowski,0,3,3,Broncos,13.0,K,4,4,0
