,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
20,20,20,0,1,1,Mason Crosby,Packers,5.0,K,1,2,2,2017
55,55,55,0,1,1,Mason Crosby,Falcons,5.0,K,2,2,2,2017
77,77,77,0,2,2,Mason Crosby,Packers,9.0,K,3,3,3,2017
119,119,119,0,0,0,Mason Crosby,Packers,5.0,K,4,5,5,2017
149,149,149,0,1,1,Mason Crosby,Cowboys,5.0,K,5,4,2,2017
185,185,185,0,1,1,Mason Crosby,Vikings,4.0,K,6,1,1,2017
205,205,205,0,2,1,Mason Crosby,Packers,5.0,K,7,2,2,2017
259,259,259,0,2,1,Mason Crosby,Packers,5.0,K,9,2,2,2017
272,272,272,1,4,3,Mason Crosby,Bears,13.0,K,10,2,2,2017
350,350,350,0,1,0,Mason Crosby,Steelers,4.0,K,12,4,4,2017
368,368,368,0,2,2,Mason Crosby,Packers,8.0,K,13,2,2,2017
