,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,20,20,0,1,1,Mason Crosby,Packers,5.0,K,1,2,2,2017,9,9,0,1,0,Steelers,135,9,12.0,DST,90,3.0,0,Packers,225,0
1,55,55,0,1,1,Mason Crosby,Falcons,5.0,K,2,2,2,2017,34,34,0,1,1,Packers,308,23,14.0,DST,59,3.0,0,Falcons,367,1
2,77,77,0,2,2,Mason Crosby,Packers,9.0,K,3,3,3,2017,78,78,0,1,0,Bengals,191,24,6.0,DST,110,3.0,0,Packers,301,0
3,119,119,0,0,0,Mason Crosby,Packers,5.0,K,4,5,5,2017,101,101,0,2,2,Bears,205,14,13.0,DST,103,1.0,0,Packers,308,0
4,149,149,0,1,1,Mason Crosby,Cowboys,5.0,K,5,4,2,2017,145,145,0,1,0,Packers,182,35,6.0,DST,160,4.0,0,Cowboys,342,0
5,185,185,0,1,1,Mason Crosby,Vikings,4.0,K,6,1,1,2017,160,160,0,0,3,Packers,155,10,17.0,DST,72,4.0,0,Vikings,227,0
6,205,205,0,2,1,Mason Crosby,Packers,5.0,K,7,2,2,2017,195,195,1,0,2,Saints,324,26,8.0,DST,161,1.0,0,Packers,485,0
7,259,259,0,2,1,Mason Crosby,Packers,5.0,K,9,2,2,2017,260,260,0,1,0,Lions,353,30,3.0,DST,64,1.0,0,Packers,417,0
8,272,272,1,4,3,Mason Crosby,Bears,13.0,K,10,2,2,2017,282,282,0,0,0,Packers,182,23,4.0,DST,160,3.0,0,Bears,342,0
9,350,350,0,1,0,Mason Crosby,Steelers,4.0,K,12,4,4,2017,329,329,0,0,1,49ers,196,13,12.0,DST,84,3.0,0,Steelers,280,0
10,350,350,0,1,0,Mason Crosby,Steelers,4.0,K,12,4,4,2017,345,345,0,0,0,Packers,227,28,4.0,DST,80,4.0,0,Steelers,307,0
11,368,368,0,2,2,Mason Crosby,Packers,8.0,K,13,2,2,2017,356,356,0,1,0,Buccaneers,230,20,19.0,DST,165,7.0,0,Packers,395,1
