,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
20,20,20.0,0.0,1.0,1.0,Mason Crosby,Packers,5.0,K,1,2.0,2.0,2017.0
55,55,20.0,0.0,1.0,1.0,Mason Crosby,Falcons,5.0,K,2,2.0,2.0,2017.0
77,77,37.5,0.0,1.0,1.0,Mason Crosby,Packers,5.0,K,3,2.0,2.0,2017.0
119,119,50.666666666666664,0.0,1.3333333333333333,1.3333333333333333,Mason Crosby,Packers,6.333333333333333,K,4,2.3333333333333335,2.3333333333333335,2017.0
149,149,67.75,0.0,1.0,1.0,Mason Crosby,Cowboys,6.0,K,5,3.0,3.0,2017.0
185,185,84.0,0.0,1.0,1.0,Mason Crosby,Vikings,5.8,K,6,3.2,2.8,2017.0
205,205,100.83333333333333,0.0,1.0,1.0,Mason Crosby,Packers,5.5,K,7,2.8333333333333335,2.5,2017.0
259,259,115.71428571428571,0.0,1.1428571428571428,1.0,Mason Crosby,Packers,5.428571428571429,K,9,2.7142857142857144,2.4285714285714284,2017.0
272,272,133.625,0.0,1.25,1.0,Mason Crosby,Bears,5.375,K,10,2.625,2.375,2017.0
350,350,149.0,0.1111111111111111,1.5555555555555556,1.2222222222222223,Mason Crosby,Steelers,6.222222222222222,K,12,2.5555555555555554,2.3333333333333335,2017.0
368,368,169.1,0.1,1.5,1.1,Mason Crosby,Packers,6.0,K,13,2.7,2.5,2017.0
