,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,19,19,0,2,1,Phil Dawson,Lions,5.0,K,1,2,2,2017,6,6,0,1,3,Cardinals,263,23,16.0,DST,45,1.0,0,Lions,308,1
1,36,36,0,4,3,Phil Dawson,Colts,10.0,K,2,1,1,2017,45,45,0,0,1,Cardinals,306,16,10.0,DST,83,4.0,0,Colts,389,0
2,85,85,0,2,1,Phil Dawson,Cardinals,5.0,K,3,2,2,2017,89,89,0,0,0,Cowboys,174,28,1.0,DST,99,1.0,0,Cardinals,273,0
3,103,103,1,4,4,Phil Dawson,Cardinals,14.0,K,4,0,0,2017,107,107,0,0,1,49ers,210,15,9.0,DST,95,3.0,0,Cardinals,305,0
4,157,157,0,1,0,Phil Dawson,Eagles,1.0,K,5,1,1,2017,131,131,1,1,0,Cardinals,276,7,13.0,DST,31,2.0,0,Eagles,307,0
5,173,173,0,1,1,Phil Dawson,Cardinals,8.0,K,6,5,5,2017,172,172,0,0,2,Buccaneers,344,33,6.0,DST,70,2.0,0,Cardinals,414,0
6,215,215,0,1,0,Phil Dawson,Rams,0.0,K,7,0,0,2017,186,186,0,0,2,Cardinals,171,0,17.0,DST,25,3.0,0,Rams,196,0
7,252,252,0,3,2,Phil Dawson,49ers,8.0,K,9,2,2,2017,254,254,0,1,1,Cardinals,201,20,8.0,DST,167,0.0,0,49ers,368,0
8,291,291,0,1,1,Phil Dawson,Cardinals,4.0,K,10,2,1,2017,279,279,0,0,0,Steelers,212,22,6.0,DST,75,5.0,0,Cardinals,287,0
9,319,319,0,0,0,Phil Dawson,Texans,3.0,K,11,3,3,2017,307,307,0,0,2,Cardinals,244,21,7.0,DST,48,2.0,0,Texans,292,0
10,326,326,1,4,4,Phil Dawson,Cardinals,15.0,K,12,1,1,2017,333,333,0,2,1,Jaguars,128,24,10.0,DST,91,3.0,0,Cardinals,219,0
11,379,379,1,2,1,Phil Dawson,Cardinals,6.0,K,13,2,1,2017,377,377,0,0,1,Rams,213,32,3.0,DST,90,1.0,0,Cardinals,303,0
