,Unnamed: 0,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
19,19,19.0,0.0,2.0,1.0,Phil Dawson,Lions,5.0,K,1,2.0,2.0,2017.0
36,36,19.0,0.0,2.0,1.0,Phil Dawson,Colts,5.0,K,2,2.0,2.0,2017.0
85,85,27.5,0.0,3.0,2.0,Phil Dawson,Cardinals,7.5,K,3,1.5,1.5,2017.0
103,103,46.666666666666664,0.0,2.6666666666666665,1.6666666666666667,Phil Dawson,Cardinals,6.666666666666667,K,4,1.6666666666666667,1.6666666666666667,2017.0
157,157,60.75,0.25,3.0,2.25,Phil Dawson,Eagles,8.5,K,5,1.25,1.25,2017.0
173,173,80.0,0.2,2.6,1.8,Phil Dawson,Cardinals,7.0,K,6,1.2,1.2,2017.0
215,215,95.5,0.16666666666666666,2.3333333333333335,1.6666666666666667,Phil Dawson,Rams,7.166666666666667,K,7,1.8333333333333333,1.8333333333333333,2017.0
252,252,112.57142857142857,0.14285714285714285,2.142857142857143,1.4285714285714286,Phil Dawson,49ers,6.142857142857143,K,9,1.5714285714285714,1.5714285714285714,2017.0
291,291,130.0,0.125,2.25,1.5,Phil Dawson,Cardinals,6.375,K,10,1.625,1.625,2017.0
319,319,147.88888888888889,0.1111111111111111,2.111111111111111,1.4444444444444444,Phil Dawson,Texans,6.111111111111111,K,11,1.6666666666666667,1.5555555555555556,2017.0
326,326,165.0,0.1,1.9,1.3,Phil Dawson,Cardinals,5.8,K,12,1.8,1.7,2017.0
379,379,179.63636363636363,0.18181818181818182,2.090909090909091,1.5454545454545454,Phil Dawson,Cardinals,6.636363636363637,K,13,1.7272727272727273,1.6363636363636365,2017.0
