,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
171,171,171,0,1,Charles Sims,Buccaneers,0,0,0,0,0,0,-1.0,RB,0,0,7,2,0,2,0,2,2,2017
250,250,250,0,0,Charles Sims,Vikings,0,0,0,0,0,0,0.0,RB,0,0,9,1,0,2,0,4,3,2017
327,327,327,0,0,Charles Sims,Buccaneers,0,0,0,0,0,0,1.0,RB,0,0,7,1,0,1,0,14,4,2017
398,398,398,0,0,Charles Sims,Buccaneers,0,0,0,0,0,0,3.0,RB,0,0,31,5,0,1,0,3,5,2017
471,471,471,0,0,Charles Sims,Cardinals,0,0,0,0,0,0,4.0,RB,0,0,45,4,0,0,0,0,6,2017
580,580,580,0,0,Charles Sims,Bills,0,0,0,0,0,0,0.0,RB,0,0,7,2,0,2,0,8,7,2017
712,712,712,0,0,Charles Sims,Saints,0,0,0,0,0,0,1.0,RB,0,0,11,2,0,0,0,0,9,2017
756,756,756,0,0,Charles Sims,Buccaneers,0,0,0,0,0,0,9.0,RB,0,1,10,3,0,3,0,20,10,2017
861,861,861,0,0,Charles Sims,Dolphins,0,0,0,0,0,0,2.0,RB,0,0,25,3,0,1,0,3,11,2017
950,950,950,0,0,Charles Sims,Falcons,0,0,0,0,0,0,2.0,RB,0,0,26,3,0,1,0,3,12,2017
1018,1018,1018,0,0,Charles Sims,Packers,0,0,0,0,0,0,4.0,RB,0,0,35,2,0,3,0,16,13,2017
