,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Away Games_x,Team,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games_y
0,2,0,4,4,Matt Bryant,Eagles,14.0,K,1,2,2,2015,0,Eagles,0,0,2,Falcons,290,26,6.0,DST,105,1.0,0,395,0,1
1,53,0,1,1,Matt Bryant,Giants,6.0,K,2,3,3,2015,1,Giants,0,0,0,Falcons,346,24,3.0,DST,56,2.0,0,402,0,0
2,78,0,1,1,Matt Bryant,Cowboys,7.0,K,3,4,4,2015,1,Cowboys,0,0,0,Falcons,280,39,1.0,DST,158,1.0,0,438,0,0
3,117,0,0,0,Matt Bryant,Texans,6.0,K,4,6,6,2015,0,Texans,0,0,0,Falcons,243,48,2.0,DST,135,2.0,0,378,0,1
4,143,0,4,2,Matt Bryant,Redskins,7.0,K,5,1,1,2015,0,Redskins,0,1,2,Falcons,242,25,10.0,DST,176,3.0,0,418,0,1
5,182,0,0,0,Matt Bryant,Saints,3.0,K,6,3,3,2015,1,Saints,1,3,0,Falcons,263,21,20.0,DST,150,5.0,0,413,1,0
6,207,0,2,1,Matt Bryant,Titans,4.0,K,7,1,1,2015,1,Titans,0,0,2,Falcons,251,10,11.0,DST,127,0.0,0,378,0,0
7,232,0,2,2,Matt Bryant,Buccaneers,8.0,K,8,2,2,2015,0,Buccaneers,0,3,1,Falcons,395,20,13.0,DST,101,1.0,0,496,0,1
8,251,0,3,3,Matt Bryant,49ers,10.0,K,9,1,1,2015,1,49ers,0,0,0,Falcons,285,16,6.0,DST,17,2.0,0,302,0,0
9,321,0,1,0,Matt Bryant,Colts,3.0,K,11,3,3,2015,0,Colts,0,1,3,Falcons,275,21,16.0,DST,100,1.0,0,375,1,1
