,Unnamed: 0.1_x,Unnamed: 0.1.1_x,Fumble TD,Fumbles Lost,Name,Opponent_x,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points_x,Position_x,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,246,246,0,0,Josh Doctson,Redskins,0,0,0,0,0,0,11.0,WR,0,1,52,1,0,0,0,0,3,2017,64,64,0,1,2,Raiders,96,10,17.0,DST,32,4.0,0,Redskins,128,0
1,421,421,0,0,Josh Doctson,Chiefs,0,0,0,0,0,0,2.0,WR,0,0,27,2,0,0,0,0,4,2017,103,103,0,1,0,Redskins,220,20,12.0,DST,111,0.0,0,Chiefs,331,1
2,591,591,0,0,Josh Doctson,Redskins,0,0,0,0,0,0,7.0,WR,0,1,11,1,0,0,0,0,6,2017,177,177,0,0,1,49ers,250,24,6.0,DST,85,3.0,0,Redskins,335,0
3,719,719,0,0,Josh Doctson,Eagles,0,0,0,0,0,0,3.0,WR,0,0,39,3,0,0,0,0,7,2017,199,199,0,0,1,Redskins,269,24,7.0,DST,75,4.0,0,Eagles,344,0
4,804,804,0,0,Josh Doctson,Redskins,0,0,0,0,0,0,6.0,WR,0,1,1,1,0,0,0,0,8,2017,235,235,0,1,0,Cowboys,138,33,4.0,DST,169,2.0,0,Redskins,307,0
5,900,900,0,0,Josh Doctson,Steelers,0,0,0,0,0,0,5.0,WR,0,0,59,3,0,0,0,0,9,2017,244,244,0,1,0,Redskins,193,17,14.0,DST,51,6.0,1,Steelers,244,0
6,1023,1023,0,0,Josh Doctson,Redskins,0,0,0,0,0,0,3.0,WR,0,0,30,4,0,0,0,0,10,2017,285,285,0,0,2,Vikings,304,38,4.0,DST,102,0.0,0,Redskins,406,0
7,1093,1093,0,0,Josh Doctson,Saints,0,0,0,0,0,0,8.0,WR,0,0,81,4,0,0,0,0,11,2017,314,314,0,0,0,Redskins,300,31,2.0,DST,156,2.0,0,Saints,456,0
8,1200,1200,0,0,Josh Doctson,Redskins,0,0,0,0,0,0,8.0,WR,0,1,28,2,0,0,0,0,12,2017,326,326,0,0,1,Giants,86,10,13.0,DST,84,4.0,0,Redskins,170,0
9,1316,1316,0,0,Josh Doctson,Cowboys,0,0,0,0,0,0,8.0,WR,0,1,26,3,0,0,0,0,13,2017,354,354,0,2,2,Redskins,224,14,22.0,DST,56,4.0,0,Cowboys,280,1
