,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
246,246,246,0,0,Josh Doctson,Redskins,0,0,0,0,0,0,11.0,WR,0,1,52,1,0,0,0,0,3,2017
421,421,421,0,0,Josh Doctson,Chiefs,0,0,0,0,0,0,2.0,WR,0,0,27,2,0,0,0,0,4,2017
591,591,591,0,0,Josh Doctson,Redskins,0,0,0,0,0,0,7.0,WR,0,1,11,1,0,0,0,0,6,2017
719,719,719,0,0,Josh Doctson,Eagles,0,0,0,0,0,0,3.0,WR,0,0,39,3,0,0,0,0,7,2017
804,804,804,0,0,Josh Doctson,Redskins,0,0,0,0,0,0,6.0,WR,0,1,1,1,0,0,0,0,8,2017
900,900,900,0,0,Josh Doctson,Steelers,0,0,0,0,0,0,5.0,WR,0,0,59,3,0,0,0,0,9,2017
1023,1023,1023,0,0,Josh Doctson,Redskins,0,0,0,0,0,0,3.0,WR,0,0,30,4,0,0,0,0,10,2017
1093,1093,1093,0,0,Josh Doctson,Saints,0,0,0,0,0,0,8.0,WR,0,0,81,4,0,0,0,0,11,2017
1200,1200,1200,0,0,Josh Doctson,Redskins,0,0,0,0,0,0,8.0,WR,0,1,28,2,0,0,0,0,12,2017
1316,1316,1316,0,0,Josh Doctson,Cowboys,0,0,0,0,0,0,8.0,WR,0,1,26,3,0,0,0,0,13,2017
