,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
12,12,12,0,0,1,Lions,285,35,9.0,DST,82,1.0,0,Cardinals,367,1,1,2017
36,36,36,0,0,1,Colts,190,13,13.0,DST,76,4.0,0,Cardinals,266,0,2,2017
89,89,89,0,0,0,Cowboys,174,28,1.0,DST,99,1.0,0,Cardinals,273,0,3,2017
107,107,107,0,0,1,49ers,210,15,9.0,DST,95,3.0,0,Cardinals,305,0,4,2017
150,150,150,0,0,1,Eagles,297,34,3.0,DST,122,1.0,0,Cardinals,419,0,5,2017
172,172,172,0,0,2,Buccaneers,344,33,6.0,DST,70,2.0,0,Cardinals,414,0,6,2017
204,204,204,0,0,1,Rams,228,33,3.0,DST,197,1.0,0,Cardinals,425,0,7,2017
239,239,239,0,1,1,49ers,266,10,16.0,DST,63,5.0,0,Cardinals,329,0,9,2017
279,279,279,0,0,0,Steelers,212,22,6.0,DST,75,5.0,0,Cardinals,287,0,10,2017
310,310,310,0,1,1,Texans,223,31,5.0,DST,134,1.0,0,Cardinals,357,0,11,2017
333,333,333,0,2,1,Jaguars,128,24,10.0,DST,91,3.0,0,Cardinals,219,0,12,2017
377,377,377,0,0,1,Rams,213,32,3.0,DST,90,1.0,0,Cardinals,303,0,13,2017
