,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
25,25,25.0,0.0,0.0,0.0,Falcons,308.0,23.0,3.0,DST,64.0,2.0,0.0,Bears,372.0,0.0,1,2017.0
55,55,25.0,0.0,0.0,0.0,Buccaneers,308.0,23.0,3.0,DST,64.0,2.0,0.0,Bears,372.0,0.0,2,2017.0
69,69,40.0,0.0,0.5,0.0,Steelers,251.0,26.0,3.5,DST,90.5,2.0,0.0,Bears,341.5,0.0,3,2017.0
121,121,49.666666666666664,0.3333333333333333,1.0,0.0,Packers,238.0,23.0,6.666666666666667,DST,83.66666666666667,2.3333333333333335,0.0,Bears,321.6666666666667,0.0,4,2017.0
138,138,67.5,0.25,0.75,0.0,Vikings,220.75,26.0,5.5,DST,85.5,2.25,0.0,Bears,306.25,0.0,5,2017.0
161,161,81.6,0.2,0.6,0.0,Ravens,204.8,24.8,6.4,DST,100.2,2.6,0.2,Bears,305.0,0.0,6,2017.0
182,182,94.83333333333333,0.16666666666666666,0.6666666666666666,0.3333333333333333,Panthers,198.33333333333334,24.666666666666668,8.0,DST,104.33333333333333,2.6666666666666665,0.16666666666666666,Bears,302.6666666666667,0.16666666666666666,7,2017.0
223,223,107.28571428571429,0.14285714285714285,0.7142857142857143,0.5714285714285714,Saints,196.42857142857142,21.571428571428573,11.571428571428571,DST,104.85714285714286,3.0,0.14285714285714285,Bears,301.2857142857143,0.42857142857142855,8,2017.0
282,282,121.75,0.125,0.875,0.5,Packers,207.625,21.375,11.375,DST,104.375,2.875,0.125,Bears,312.0,0.375,10,2017.0
308,308,139.55555555555554,0.1111111111111111,0.7777777777777778,0.4444444444444444,Lions,204.77777777777777,21.555555555555557,10.555555555555555,DST,110.55555555555556,2.888888888888889,0.1111111111111111,Bears,315.3333333333333,0.3333333333333333,11,2017.0
337,337,156.4,0.1,0.8,0.4,Eagles,213.0,22.1,10.1,DST,106.0,2.9,0.1,Bears,319.0,0.3,12,2017.0
359,359,172.8181818181818,0.09090909090909091,1.0,0.36363636363636365,49ers,215.8181818181818,22.90909090909091,9.818181818181818,DST,112.36363636363636,2.727272727272727,0.09090909090909091,Bears,328.1818181818182,0.2727272727272727,13,2017.0
