,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Away Games_x,Team,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games_y
0,29,0,0,0,Jason Hanson,Bears,2.0,K,1,2,2,2010,1,Bears,0,2,1,Lions,148,14,12.0,DST,20,2.0,0,168,0,0
1,52,0,1,1,Jason Hanson,Eagles,6.0,K,2,3,3,2010,0,Eagles,0,0,2,Lions,329,32,6.0,DST,115,2.0,0,444,0,1
2,100,1,5,4,Jason Hanson,Packers,16.0,K,4,2,2,2010,1,Packers,0,1,2,Lions,308,26,16.0,DST,123,3.0,0,431,1,0
3,131,0,3,3,Jason Hanson,Rams,14.0,K,5,5,5,2010,0,Rams,0,0,0,Lions,233,44,1.0,DST,89,1.0,0,322,0,1
4,159,2,2,2,Jason Hanson,Giants,12.0,K,6,2,2,2010,1,Giants,0,2,1,Lions,302,20,12.0,DST,64,2.0,0,366,0,0
5,230,0,1,1,Jason Hanson,Redskins,5.0,K,8,2,2,2010,0,Redskins,0,1,1,Lions,202,37,11.0,DST,102,1.0,0,304,1,1
6,264,0,0,0,Jason Hanson,Jets,2.0,K,9,2,2,2010,0,Jets,0,0,0,Lions,228,20,6.0,DST,78,2.0,0,306,0,1
7,9,0,2,2,Jason Hanson,Buccaneers,9.0,K,1,3,3,2011,1,Buccaneers,0,0,1,Lions,305,27,9.0,DST,126,0.0,0,431,1,0
8,35,1,2,2,Jason Hanson,Chiefs,14.0,K,2,6,6,2011,0,Chiefs,0,0,1,Lions,322,48,2.0,DST,89,0.0,0,411,0,1
9,102,1,2,2,Jason Hanson,Cowboys,12.0,K,4,4,4,2011,1,Cowboys,0,0,1,Lions,240,34,2.0,DST,63,0.0,0,303,0,0
10,147,0,1,1,Jason Hanson,Bears,6.0,K,5,3,3,2011,0,Bears,0,0,1,Lions,214,24,4.0,DST,181,1.0,0,395,0,1
11,171,0,3,2,Jason Hanson,49ers,7.0,K,6,1,1,2011,0,49ers,0,0,0,Lions,244,19,11.0,DST,66,5.0,1,310,0,1
12,194,0,3,3,Jason Hanson,Falcons,10.0,K,7,1,1,2011,0,Falcons,0,1,0,Lions,159,16,9.0,DST,104,3.0,0,263,0,1
13,216,1,1,1,Jason Hanson,Broncos,11.0,K,8,6,6,2011,1,Broncos,0,0,0,Lions,263,45,2.0,DST,113,2.0,0,376,0,0
14,281,0,2,2,Jason Hanson,Bears,7.0,K,10,1,1,2011,1,Bears,0,2,4,Lions,313,13,39.0,DST,80,2.0,0,393,3,0
15,309,0,0,0,Jason Hanson,Panthers,7.0,K,11,7,7,2011,0,Panthers,0,1,2,Lions,326,49,14.0,DST,169,2.0,0,495,1,1
16,362,0,1,0,Jason Hanson,Packers,1.0,K,12,1,1,2011,0,Packers,0,0,3,Lions,273,15,11.0,DST,136,1.0,0,409,0,1
17,386,0,3,1,Jason Hanson,Saints,5.0,K,13,2,2,2011,1,Saints,1,0,1,Lions,379,17,11.0,DST,87,3.0,0,466,0,0
18,455,0,0,0,Jason Hanson,Raiders,4.0,K,15,4,4,2011,1,Raiders,0,1,0,Lions,375,28,10.0,DST,57,2.0,0,432,1,0
19,472,1,1,1,Jason Hanson,Chargers,10.0,K,16,5,5,2011,0,Chargers,0,0,0,Lions,353,38,3.0,DST,87,3.0,0,440,0,1
20,515,0,2,1,Jason Hanson,Packers,7.0,K,17,4,4,2011,1,Packers,0,2,2,Lions,502,41,10.0,DST,73,2.0,0,575,0,0
21,15,0,2,2,Jason Hanson,Rams,9.0,K,1,3,3,2012,0,Rams,0,0,3,Lions,346,27,14.0,DST,83,1.0,0,429,1,1
22,37,0,5,4,Jason Hanson,49ers,13.0,K,2,1,1,2012,1,49ers,0,0,1,Lions,214,19,8.0,DST,82,2.0,0,296,0,0
23,68,1,4,4,Jason Hanson,Titans,17.0,K,3,3,3,2012,1,Titans,0,1,0,Lions,442,41,21.0,DST,141,1.0,0,583,3,0
24,159,0,4,4,Jason Hanson,Eagles,14.0,K,6,2,2,2012,1,Eagles,0,0,1,Lions,311,26,3.0,DST,138,0.0,0,449,0,0
25,212,0,0,0,Jason Hanson,Bears,1.0,K,7,1,1,2012,1,Bears,0,3,1,Lions,243,7,18.0,DST,97,3.0,0,340,0,0
26,236,0,0,0,Jason Hanson,Seahawks,4.0,K,8,4,4,2012,0,Seahawks,0,0,1,Lions,331,28,4.0,DST,84,2.0,0,415,0,1
