,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
3161,29,0,0,0,Connor Barth,Texans,2.0,K,1,2,2,2016,1
3193,61,0,1,0,Connor Barth,Eagles,2.0,K,2,2,2,2016,0
3219,87,0,1,1,Connor Barth,Cowboys,5.0,K,3,2,2,2016,1
3251,119,0,2,1,Connor Barth,Lions,5.0,K,4,2,2,2016,0
3264,132,0,4,3,Connor Barth,Colts,11.0,K,5,2,2,2016,1
3297,165,0,3,3,Connor Barth,Jaguars,10.0,K,6,1,1,2016,0
3345,213,0,1,1,Connor Barth,Packers,4.0,K,7,1,1,2016,1
3363,231,0,2,2,Connor Barth,Min,8.0,K,8,2,2,2016,0
3427,295,1,1,1,Connor Barth,Buccaneers,6.0,K,10,1,1,2016,1
3457,325,0,2,1,Connor Barth,Giants,4.0,K,11,2,1,2016,1
3489,357,0,0,0,Connor Barth,Titans,3.0,K,12,3,3,2016,0
3513,381,0,1,1,Connor Barth,49ers,6.0,K,13,3,3,2016,0
3546,414,0,1,1,Connor Barth,Lions,5.0,K,14,2,2,2016,1
3577,445,0,2,2,Connor Barth,Packers,9.0,K,15,3,3,2016,0
3625,493,0,1,0,Connor Barth,Redskins,3.0,K,16,3,3,2016,0
3656,524,0,1,1,Connor Barth,Min,4.0,K,17,1,1,2016,1
