,Unnamed: 0.1_x,Unnamed: 0.1.1_x,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Unnamed: 0.1_y,Unnamed: 0.1.1_y,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns
0,0,0.0,2.0,4.0,4.0,Giorgio Tavecchio,Titans,18.0,K,1,2.0,2.0,2017.0,27,27.0,0.0,0.0,0.0,Raiders,250.0,26.0,3.0,DST,109.0,2.0,0.0,Titans,359.0,0.0
1,37,0.0,2.0,4.0,4.0,Giorgio Tavecchio,Raiders,18.0,K,2,2.0,2.0,2017.0,40,21.0,0.0,0.0,0.0,Jets,255.0,16.0,5.0,DST,95.0,1.0,0.0,Raiders,350.0,0.0
2,88,18.5,1.0,2.5,2.5,Giorgio Tavecchio,Redskins,13.5,K,3,4.0,4.0,2017.0,64,28.5,0.0,1.0,1.0,Raiders,266.5,25.0,11.0,DST,77.5,2.0,0.0,Redskins,344.0,0.5
3,122,41.66666666666666,0.6666666666666666,2.0,2.0,Giorgio Tavecchio,Broncos,10.333333333333334,K,4,3.0,3.0,2017.0,102,44.33333333333334,0.3333333333333333,0.0,1.0,Raiders,203.33333333333331,21.33333333333333,9.0,DST,59.66666666666666,2.333333333333333,0.0,Broncos,263.0,0.3333333333333333
4,148,61.75,0.5,1.75,1.75,Giorgio Tavecchio,Raiders,8.75,K,5,2.5,2.5,2017.0,153,63.0,0.0,1.0,0.0,Ravens,227.75,19.75,7.75,DST,120.0,2.5,0.0,Raiders,347.75,0.0
5,183,79.0,0.4,1.6,1.6,Giorgio Tavecchio,Raiders,8.0,K,6,2.4,2.4,2017.0,171,81.0,0.0,0.8,0.0,Chargers,226.6,21.8,6.2,DST,124.6,2.0,0.0,Raiders,351.2,0.0
6,201,96.33333333333331,0.3333333333333333,1.5,1.5,Giorgio Tavecchio,Raiders,7.333333333333332,K,7,2.333333333333333,2.1666666666666665,2017.0,209,96.0,0.0,0.8333333333333334,0.0,Chiefs,232.66666666666663,21.0,6.333333333333332,DST,117.16666666666669,1.8333333333333333,0.0,Raiders,349.83333333333326,0.0
7,239,111.28571428571428,0.2857142857142857,1.7142857142857142,1.4285714285714286,Giorgio Tavecchio,Bills,7.2857142857142865,K,8,2.571428571428572,2.4285714285714284,2017.0,217,90.0,0.0,0.6666666666666666,1.5,Raiders,258.6666666666667,16.833333333333332,12.0,DST,84.5,2.1666666666666665,0.0,Bills,343.1666666666667,0.16666666666666666
8,246,127.25,0.25,1.5,1.25,Giorgio Tavecchio,Dolphins,6.625,K,9,2.5,2.375,2017.0,257,138.42857142857142,0.14285714285714285,0.5714285714285714,0.2857142857142857,Raiders,210.85714285714286,21.714285714285715,8.285714285714286,DST,95.42857142857143,2.142857142857143,0.0,Dolphins,306.2857142857143,0.14285714285714285
9,352,140.44444444444446,0.3333333333333333,1.5555555555555556,1.3333333333333333,Giorgio Tavecchio,Raiders,7.111111111111112,K,12,2.555555555555556,2.4444444444444446,2017.0,332,159.8,0.0,0.6,0.0,Broncos,253.3,24.7,4.4,DST,113.8,1.4,0.0,Raiders,367.1,0.0
10,377,161.6,0.3,1.5,1.2,Giorgio Tavecchio,Raiders,6.7,K,13,2.6,2.5,2017.0,364,175.45454545454547,0.0,0.5454545454545454,0.09090909090909093,Giants,244.8181818181818,23.72727272727273,5.0,DST,108.54545454545456,1.7272727272727273,0.0,Raiders,353.3636363636364,0.0
