,Sack,Pass Yards Allowed,Point After,Safety,Week,Points,Year,Touchdowns,Rush Yards Allowed,Interception,Total Yards,Blocks,Away Games,Fumble Returns,Opponent,Position,Team
2048,8.0,28652616.0,4913.0,0.0,1,10648.0,2012,1.0,3375000.0,64.0,94818816.0,0.0,0.0,1.0,Eagles,DST,Browns
2049,64.0,7189057.0,2197.0,0.0,1,9261.0,2012,1.0,2146689.0,1.0,33386248.0,0.0,0.0,1.0,Bengals,DST,Ravens
2050,0.0,7414875.0,21952.0,0.0,1,8000.0,2012,8.0,7414875.0,27.0,59319000.0,0.0,0.0,1.0,Bills,DST,Jets
2051,8.0,18399744.0,2197.0,0.0,1,6859.0,2012,1.0,8000.0,1.0,22906304.0,0.0,1.0,1.0,Titans,DST,Patriots
2052,125.0,9129329.0,6859.0,0.0,1,4913.0,2012,1.0,421875.0,1.0,22906304.0,0.0,0.0,0.0,Steelers,DST,Broncos
2053,8.0,7880599.0,1000.0,0.0,1,4913.0,2012,0.0,438976.0,27.0,20796875.0,0.0,0.0,1.0,Dolphins,DST,Texans
2054,27.0,24642171.0,1000.0,0.0,1,4096.0,2012,0.0,1000.0,8.0,27270901.0,1.0,0.0,0.0,Panthers,DST,Buccaneers
2055,27.0,25153757.0,9261.0,0.0,1,2744.0,2012,0.0,250047.0,27.0,45118016.0,0.0,0.0,8.0,Colts,DST,Bears
2056,8.0,1367631.0,4096.0,0.0,1,2744.0,2012,0.0,970299.0,64.0,9261000.0,0.0,1.0,0.0,Browns,DST,Eagles
2057,1.0,41421736.0,19683.0,0.0,1,2744.0,2012,1.0,571787.0,27.0,78953589.0,0.0,1.0,0.0,Lions,DST,Rams
2058,27.0,2685619.0,4096.0,0.0,1,2197.0,2012,0.0,1520875.0,1.0,16387064.0,1.0,0.0,1.0,Seahawks,DST,Cardinals
2059,27.0,21024576.0,2744.0,0.0,1,1331.0,2012,0.0,91125.0,0.0,33076161.0,1.0,1.0,1.0,Raiders,DST,Chargers
2060,27.0,13997521.0,13824.0,0.0,1,1000.0,2012,0.0,3511808.0,8.0,60698457.0,0.0,1.0,1.0,Chiefs,DST,Falcons
2061,64.0,6967871.0,27000.0,0.0,1,1000.0,2012,1.0,6434856.0,0.0,53582633.0,0.0,0.0,0.0,49ers,DST,Packers
2062,8.0,30959144.0,68921.0,0.0,1,1000.0,2012,1.0,1481544.0,1.0,78402752.0,0.0,1.0,0.0,Bears,DST,Colts
2063,8.0,28652616.0,64000.0,0.0,1,1000.0,2012,1.0,3581577.0,0.0,96702579.0,1.0,0.0,0.0,Redskins,DST,Saints
2064,27.0,6539203.0,4913.0,0.0,1,729.0,2012,0.0,551368.0,0.0,19465109.0,0.0,1.0,1.0,Giants,DST,Cowboys
2065,1.0,9261000.0,8000.0,0.0,1,729.0,2012,0.0,79507.0,1.0,16194277.0,0.0,1.0,1.0,Cardinals,DST,Seahawks
2066,8.0,16387064.0,27000.0,0.0,1,512.0,2012,1.0,571787.0,0.0,38272753.0,0.0,1.0,0.0,Texans,DST,Dolphins
2067,8.0,14172488.0,12167.0,0.0,1,343.0,2012,0.0,1442897.0,0.0,44738875.0,1.0,0.0,1.0,Jaguars,DST,Vikings
