,Sack,Pass Yards Allowed,Point After,Safety,Week,Points,Year,Touchdowns,Rush Yards Allowed,Interception,Total Yards,Blocks,Away Games,Fumble Returns,Opponent,Position,Team
2577,3.0,274.0,17.0,0.0,1,11.0,2010,0.0,89.0,1.0,363.0,0.0,0.0,1.0,Broncos,DST,Jaguars
2578,2.0,237.0,9.0,0.0,1,11.0,2010,0.0,58.0,1.0,295.0,0.0,0.0,0.0,Falcons,DST,Steelers
2579,0.0,236.0,14.0,0.0,1,10.0,2010,0.0,104.0,2.0,340.0,0.0,0.0,1.0,Browns,DST,Buccaneers
2580,3.0,211.0,15.0,0.0,1,9.0,2010,0.0,143.0,1.0,354.0,0.0,1.0,0.0,Steelers,DST,Falcons
2581,1.0,161.0,13.0,0.0,1,8.0,2010,0.0,89.0,0.0,250.0,0.0,1.0,0.0,Redskins,DST,Cowboys
2582,3.0,167.0,27.0,0.0,1,8.0,2010,0.0,132.0,2.0,299.0,0.0,0.0,0.0,Packers,DST,Eagles
2583,3.0,164.0,15.0,0.0,1,7.0,2010,0.0,132.0,0.0,296.0,0.0,0.0,0.0,Dolphins,DST,Bills
2584,2.0,419.0,24.0,0.0,1,5.0,2010,0.0,44.0,0.0,463.0,0.0,0.0,1.0,Colts,DST,Texans
2585,1.0,229.0,14.0,0.0,1,5.0,2010,0.0,79.0,0.0,308.0,0.0,1.0,0.0,Saints,DST,Vikings
2586,2.0,98.0,34.0,0.0,1,4.0,2010,0.0,257.0,1.0,355.0,0.0,1.0,0.0,Texans,DST,Colts
2587,2.0,140.0,38.0,0.0,1,4.0,2010,0.0,205.0,0.0,345.0,0.0,1.0,1.0,Titans,DST,Raiders
2588,1.0,165.0,31.0,0.0,1,3.0,2010,0.0,77.0,1.0,242.0,0.0,1.0,0.0,Seahawks,DST,49ers
2589,1.0,165.0,24.0,0.0,1,2.0,2010,0.0,134.0,0.0,299.0,0.0,1.0,0.0,Jaguars,DST,Broncos
2590,1.0,62.0,21.0,0.0,1,2.0,2010,0.0,135.0,0.0,197.0,0.0,1.0,0.0,Chiefs,DST,Chargers
2591,0.0,258.0,38.0,0.0,1,0.0,2010,0.0,118.0,0.0,376.0,0.0,1.0,0.0,Patriots,DST,Bengals
2592,4.0,192.0,11.0,0.0,2,31.0,2010,1.0,46.0,3.0,238.0,0.0,1.0,4.0,Titans,DST,Steelers
2593,3.0,208.0,10.0,0.0,2,24.0,2010,1.0,156.0,3.0,364.0,0.0,1.0,1.0,Min,DST,Dolphins
2594,2.0,279.0,13.0,0.0,2,21.0,2010,0.0,71.0,4.0,350.0,0.0,0.0,2.0,Jaguars,DST,Chargers
2595,4.0,137.0,14.0,0.0,2,20.0,2010,1.0,120.0,1.0,257.0,0.0,0.0,2.0,Giants,DST,Colts
2596,4.0,159.0,7.0,0.0,2,17.0,2010,0.0,119.0,2.0,278.0,0.0,1.0,1.0,Panthers,DST,Buccaneers
2597,1.0,150.0,10.0,0.0,2,16.0,2010,0.0,109.0,4.0,259.0,0.0,0.0,0.0,Ravens,DST,Bengals
2598,2.0,149.0,7.0,0.0,2,15.0,2010,0.0,118.0,3.0,267.0,0.0,0.0,0.0,Cardinals,DST,Falcons
2599,4.0,62.0,7.0,0.0,2,15.0,2010,0.0,124.0,2.0,186.0,0.0,0.0,0.0,Bills,DST,Packers
2600,1.0,226.0,14.0,0.0,2,15.0,2010,1.0,73.0,1.0,299.0,0.0,1.0,1.0,Browns,DST,Chiefs
2601,1.0,230.0,14.0,0.0,2,13.0,2010,0.0,109.0,3.0,339.0,0.0,0.0,1.0,Seahawks,DST,Broncos
2602,0.0,275.0,22.0,1.0,2,11.0,2010,0.0,142.0,2.0,417.0,0.0,1.0,2.0,49ers,DST,Saints
2603,1.0,239.0,14.0,0.0,2,11.0,2010,0.0,52.0,2.0,291.0,0.0,0.0,1.0,Patriots,DST,Jets
2604,0.0,374.0,20.0,0.0,2,10.0,2010,0.0,36.0,2.0,410.0,0.0,1.0,1.0,Cowboys,DST,Bears
2605,2.0,106.0,14.0,0.0,2,10.0,2010,0.0,120.0,0.0,226.0,0.0,0.0,2.0,Dolphins,DST,Vikings
2606,2.0,231.0,16.0,0.0,2,10.0,2010,0.0,173.0,2.0,404.0,0.0,1.0,0.0,Raiders,DST,Rams
2607,4.0,21.0,19.0,0.0,2,10.0,2010,0.0,106.0,0.0,127.0,0.0,0.0,1.0,Steelers,DST,Titans
2608,1.0,172.0,16.0,0.0,2,9.0,2010,0.0,140.0,2.0,312.0,0.0,0.0,0.0,Chiefs,DST,Browns
2609,1.0,326.0,38.0,0.0,2,9.0,2010,0.0,151.0,2.0,477.0,1.0,1.0,1.0,Chargers,DST,Jaguars
2610,3.0,135.0,14.0,0.0,2,9.0,2010,0.0,75.0,1.0,210.0,0.0,0.0,0.0,Rams,DST,Raiders
2611,1.0,270.0,27.0,0.0,2,8.0,2010,1.0,38.0,0.0,308.0,0.0,0.0,0.0,Bears,DST,Cowboys
2612,5.0,468.0,30.0,0.0,2,7.0,2010,0.0,58.0,1.0,526.0,0.0,0.0,0.0,Texans,DST,Redskins
2613,3.0,403.0,27.0,0.0,2,6.0,2010,0.0,18.0,0.0,421.0,1.0,1.0,0.0,Redskins,DST,Texans
2614,2.0,329.0,32.0,0.0,2,6.0,2010,0.0,115.0,2.0,444.0,0.0,1.0,0.0,Lions,DST,Eagles
2615,1.0,159.0,15.0,0.0,2,5.0,2010,0.0,94.0,0.0,253.0,0.0,1.0,0.0,Bengals,DST,Ravens
2616,5.0,248.0,35.0,0.0,2,5.0,2010,0.0,162.0,0.0,410.0,0.0,0.0,0.0,Eagles,DST,Lions
2617,0.0,178.0,20.0,0.0,2,4.0,2010,0.0,95.0,0.0,273.0,0.0,0.0,0.0,Buccaneers,DST,Panthers
2618,1.0,223.0,41.0,0.0,2,3.0,2010,0.0,221.0,0.0,444.0,0.0,1.0,1.0,Falcons,DST,Cardinals
2619,3.0,200.0,28.0,0.0,2,3.0,2010,0.0,136.0,0.0,336.0,0.0,1.0,0.0,Jets,DST,Patriots
2620,1.0,250.0,38.0,0.0,2,3.0,2010,0.0,160.0,0.0,410.0,0.0,1.0,1.0,Colts,DST,Giants
2621,2.0,237.0,25.0,0.0,2,3.0,2010,0.0,50.0,0.0,287.0,0.0,0.0,0.0,Saints,DST,49ers
2622,1.0,304.0,31.0,0.0,2,1.0,2010,0.0,65.0,0.0,369.0,0.0,1.0,0.0,Broncos,DST,Seahawks
2623,0.0,255.0,34.0,0.0,2,0.0,2010,0.0,91.0,0.0,346.0,0.0,1.0,0.0,Packers,DST,Bills
2624,4.0,429.0,20.0,0.0,3,30.0,2010,2.0,89.0,2.0,518.0,0.0,0.0,3.0,Chargers,DST,Seahawks
2625,4.0,228.0,13.0,0.0,3,21.0,2010,1.0,75.0,1.0,303.0,0.0,1.0,1.0,Buccaneers,DST,Steelers
2626,7.0,52.0,3.0,0.0,3,19.0,2010,0.0,139.0,1.0,191.0,0.0,1.0,0.0,Jaguars,DST,Eagles
2627,4.0,216.0,13.0,0.0,3,17.0,2010,0.0,124.0,2.0,340.0,0.0,1.0,1.0,Texans,DST,Cowboys
2628,2.0,364.0,10.0,1.0,3,17.0,2010,0.0,107.0,2.0,471.0,0.0,1.0,1.0,Giants,DST,Titans
2629,0.0,316.0,17.0,0.0,3,16.0,2010,1.0,63.0,1.0,379.0,1.0,0.0,1.0,Packers,DST,Bears
2630,1.0,180.0,7.0,0.0,3,16.0,2010,0.0,87.0,1.0,267.0,0.0,1.0,3.0,Panthers,DST,Bengals
2631,5.0,208.0,10.0,0.0,3,14.0,2010,0.0,43.0,1.0,251.0,0.0,0.0,0.0,49ers,DST,Chiefs
2632,1.0,232.0,10.0,0.0,3,14.0,2010,0.0,63.0,2.0,295.0,0.0,0.0,1.0,Lions,DST,Vikings
2633,3.0,231.0,23.0,0.0,3,12.0,2010,1.0,133.0,1.0,364.0,0.0,0.0,0.0,Raiders,DST,Cardinals
2634,1.0,472.0,13.0,0.0,3,12.0,2010,0.0,47.0,1.0,519.0,0.0,1.0,1.0,Broncos,DST,Colts
2635,1.0,233.0,16.0,0.0,3,11.0,2010,0.0,116.0,1.0,349.0,1.0,0.0,1.0,Redskins,DST,Rams
2636,2.0,355.0,24.0,0.0,3,9.0,2010,0.0,43.0,2.0,398.0,0.0,1.0,1.0,Saints,DST,Falcons
2637,1.0,245.0,38.0,0.0,3,9.0,2010,1.0,200.0,0.0,445.0,0.0,1.0,1.0,Patriots,DST,Bills
2638,1.0,185.0,20.0,0.0,3,9.0,2010,0.0,120.0,2.0,305.0,0.0,0.0,0.0,Bengals,DST,Panthers
2639,2.0,185.0,24.0,0.0,3,9.0,2010,0.0,183.0,2.0,368.0,0.0,1.0,1.0,Min,DST,Lions
2640,3.0,199.0,20.0,0.0,3,9.0,2010,0.0,77.0,1.0,276.0,0.0,1.0,0.0,Bears,DST,Packers
2641,2.0,108.0,24.0,0.0,3,9.0,2010,0.0,119.0,1.0,227.0,0.0,1.0,2.0,Cardinals,DST,Raiders
2642,3.0,203.0,27.0,1.0,3,8.0,2010,0.0,68.0,1.0,271.0,0.0,1.0,0.0,Seahawks,DST,Chargers
2643,2.0,352.0,23.0,0.0,3,7.0,2010,0.0,84.0,1.0,436.0,1.0,1.0,0.0,Dolphins,DST,Jets
2644,1.0,232.0,30.0,0.0,3,7.0,2010,0.0,133.0,1.0,365.0,1.0,1.0,1.0,Rams,DST,Redskins
2645,2.0,131.0,17.0,0.0,3,6.0,2010,0.0,173.0,0.0,304.0,0.0,0.0,0.0,Browns,DST,Ravens
2646,1.0,240.0,30.0,0.0,3,5.0,2010,0.0,134.0,2.0,374.0,0.0,0.0,0.0,Bills,DST,Patriots
2647,2.0,215.0,27.0,0.0,3,5.0,2010,0.0,202.0,0.0,417.0,0.0,0.0,1.0,Falcons,DST,Saints
2648,0.0,186.0,38.0,0.0,3,4.0,2010,0.0,201.0,2.0,387.0,0.0,0.0,0.0,Steelers,DST,Buccaneers
2649,3.0,267.0,28.0,0.0,3,3.0,2010,0.0,106.0,0.0,373.0,0.0,0.0,0.0,Eagles,DST,Jaguars
2650,0.0,256.0,31.0,0.0,3,2.0,2010,0.0,146.0,0.0,402.0,1.0,0.0,0.0,Jets,DST,Dolphins
2651,0.0,250.0,31.0,0.0,3,2.0,2010,0.0,207.0,1.0,457.0,0.0,1.0,0.0,Chiefs,DST,49ers
2652,0.0,256.0,24.0,0.0,3,1.0,2010,0.0,109.0,0.0,365.0,0.0,1.0,0.0,Ravens,DST,Browns
2653,0.0,325.0,27.0,0.0,3,1.0,2010,0.0,40.0,0.0,365.0,0.0,0.0,0.0,Colts,DST,Broncos
2654,0.0,284.0,27.0,0.0,3,1.0,2010,0.0,101.0,0.0,385.0,0.0,0.0,0.0,Cowboys,DST,Texans
2655,1.0,110.0,29.0,0.0,3,1.0,2010,0.0,161.0,0.0,271.0,0.0,0.0,0.0,Titans,DST,Giants
2656,2.0,308.0,14.0,0.0,4,36.0,2010,3.0,92.0,4.0,400.0,2.0,1.0,0.0,Dolphins,DST,Patriots
2657,9.0,87.0,10.0,0.0,4,28.0,2010,1.0,47.0,2.0,134.0,0.0,0.0,1.0,Cardinals,DST,Chargers
2658,10.0,51.0,3.0,0.0,4,26.0,2010,0.0,59.0,2.0,110.0,0.0,0.0,1.0,Bears,DST,Giants
2659,3.0,259.0,16.0,0.0,4,19.0,2010,1.0,98.0,2.0,357.0,1.0,1.0,0.0,Falcons,DST,49ers
2660,4.0,193.0,3.0,0.0,4,18.0,2010,0.0,64.0,1.0,257.0,0.0,0.0,1.0,Seahawks,DST,Rams
2661,3.0,308.0,26.0,0.0,4,16.0,2010,1.0,123.0,2.0,431.0,0.0,0.0,1.0,Lions,DST,Packers
2662,6.0,308.0,26.0,0.0,4,15.0,2010,1.0,19.0,1.0,327.0,0.0,0.0,0.0,Broncos,DST,Titans
2663,4.0,346.0,20.0,0.0,4,14.0,2010,0.0,67.0,0.0,413.0,1.0,0.0,2.0,Bengals,DST,Browns
2664,2.0,183.0,17.0,0.0,4,12.0,2010,0.0,189.0,0.0,372.0,0.0,1.0,3.0,Giants,DST,Bears
2665,1.0,243.0,12.0,0.0,4,12.0,2010,0.0,110.0,1.0,353.0,0.0,1.0,1.0,Eagles,DST,Redskins
2666,1.0,181.0,14.0,0.0,4,11.0,2010,0.0,81.0,2.0,262.0,0.0,0.0,1.0,49ers,DST,Falcons
2667,4.0,245.0,24.0,0.0,4,11.0,2010,0.0,118.0,2.0,363.0,0.0,1.0,1.0,Raiders,DST,Texans
2668,3.0,109.0,14.0,0.0,4,11.0,2010,0.0,114.0,0.0,223.0,0.0,1.0,2.0,Bills,DST,Jets
2669,2.0,262.0,16.0,0.0,4,10.0,2010,0.0,121.0,0.0,383.0,0.0,1.0,2.0,Saints,DST,Panthers
2670,2.0,167.0,20.0,0.0,4,10.0,2010,0.0,121.0,0.0,288.0,0.0,1.0,2.0,Titans,DST,Broncos
2671,2.0,169.0,28.0,0.0,4,10.0,2010,0.0,92.0,2.0,261.0,0.0,1.0,2.0,Packers,DST,Lions
2672,4.0,261.0,20.0,0.0,4,10.0,2010,0.0,88.0,1.0,349.0,0.0,1.0,0.0,Rams,DST,Seahawks
2673,1.0,239.0,41.0,0.0,4,9.0,2010,1.0,180.0,0.0,419.0,0.0,1.0,1.0,Chargers,DST,Cardinals
2674,3.0,133.0,14.0,0.0,4,9.0,2010,0.0,118.0,0.0,251.0,0.0,0.0,1.0,Panthers,DST,Saints
2675,1.0,250.0,17.0,0.0,4,9.0,2010,0.0,70.0,1.0,320.0,0.0,0.0,1.0,Ravens,DST,Steelers
2676,2.0,126.0,14.0,0.0,4,8.0,2010,0.0,84.0,1.0,210.0,0.0,1.0,0.0,Steelers,DST,Ravens
2677,1.0,124.0,17.0,0.0,4,7.0,2010,0.0,169.0,1.0,293.0,0.0,0.0,0.0,Redskins,DST,Eagles
2678,1.0,348.0,28.0,0.0,4,5.0,2010,0.0,58.0,1.0,406.0,0.0,0.0,1.0,Colts,DST,Jaguars
2679,1.0,179.0,23.0,0.0,4,4.0,2010,0.0,116.0,1.0,295.0,0.0,1.0,0.0,Browns,DST,Bengals
2680,3.0,146.0,41.0,0.0,4,3.0,2010,0.0,119.0,0.0,265.0,0.0,0.0,0.0,Patriots,DST,Dolphins
2681,0.0,171.0,38.0,0.0,4,0.0,2010,0.0,273.0,0.0,444.0,0.0,0.0,0.0,Jets,DST,Bills
2682,0.0,163.0,31.0,0.0,4,0.0,2010,0.0,174.0,0.0,337.0,0.0,1.0,0.0,Jaguars,DST,Colts
2683,0.0,192.0,31.0,0.0,4,0.0,2010,0.0,249.0,0.0,441.0,0.0,0.0,0.0,Texans,DST,Raiders
2684,1.0,213.0,6.0,0.0,5,29.0,2010,2.0,128.0,2.0,341.0,0.0,0.0,1.0,Rams,DST,Lions
2685,3.0,415.0,27.0,1.0,5,28.0,2010,2.0,91.0,0.0,506.0,2.0,0.0,3.0,Chargers,DST,Raiders
2686,1.0,273.0,20.0,0.0,5,25.0,2010,2.0,85.0,3.0,358.0,0.0,0.0,1.0,Saints,DST,Cardinals
2687,3.0,221.0,10.0,0.0,5,22.0,2010,1.0,48.0,2.0,269.0,0.0,1.0,1.0,Browns,DST,Falcons
2688,5.0,62.0,6.0,0.0,5,21.0,2010,0.0,85.0,3.0,147.0,0.0,1.0,0.0,Panthers,DST,Bears
2689,4.0,240.0,20.0,0.0,5,20.0,2010,1.0,96.0,1.0,336.0,0.0,0.0,2.0,Min,DST,Jets
2690,2.0,290.0,24.0,0.0,5,19.0,2010,1.0,74.0,2.0,364.0,0.0,1.0,3.0,49ers,DST,Eagles
2691,0.0,209.0,21.0,0.0,5,15.0,2010,1.0,149.0,3.0,358.0,0.0,1.0,1.0,Bengals,DST,Buccaneers
2692,4.0,270.0,13.0,0.0,5,15.0,2010,0.0,157.0,1.0,427.0,0.0,0.0,1.0,Packers,DST,Redskins
2693,3.0,171.0,10.0,0.0,5,14.0,2010,0.0,24.0,1.0,195.0,0.0,1.0,1.0,Texans,DST,Giants
2694,6.0,370.0,27.0,0.0,5,13.0,2010,0.0,141.0,3.0,511.0,0.0,1.0,0.0,Cowboys,DST,Titans
2695,3.0,29.0,23.0,0.0,5,12.0,2010,0.0,218.0,4.0,247.0,0.0,0.0,0.0,Bears,DST,Panthers
2696,5.0,322.0,16.0,0.0,5,11.0,2010,0.0,51.0,1.0,373.0,0.0,1.0,0.0,Redskins,DST,Packers
2697,3.0,266.0,24.0,0.0,5,10.0,2010,0.0,125.0,1.0,391.0,0.0,0.0,2.0,Buccaneers,DST,Bengals
2698,2.0,173.0,20.0,0.0,5,10.0,2010,0.0,165.0,0.0,338.0,1.0,0.0,1.0,Falcons,DST,Browns
2699,1.0,148.0,9.0,0.0,5,10.0,2010,0.0,113.0,0.0,261.0,0.0,0.0,1.0,Chiefs,DST,Colts
2700,2.0,165.0,36.0,0.0,5,8.0,2010,0.0,216.0,1.0,381.0,0.0,0.0,2.0,Jaguars,DST,Bills
2701,1.0,307.0,17.0,0.0,5,7.0,2010,0.0,39.0,0.0,346.0,0.0,0.0,1.0,Broncos,DST,Ravens
2702,1.0,244.0,19.0,0.0,5,7.0,2010,0.0,97.0,1.0,341.0,0.0,1.0,0.0,Colts,DST,Chiefs
2703,4.0,227.0,27.0,0.0,5,7.0,2010,0.0,125.0,0.0,352.0,0.0,0.0,1.0,Eagles,DST,49ers
2704,4.0,153.0,30.0,0.0,5,6.0,2010,0.0,41.0,1.0,194.0,0.0,1.0,0.0,Cardinals,DST,Saints
2705,0.0,297.0,34.0,0.0,5,4.0,2010,0.0,117.0,2.0,414.0,0.0,0.0,0.0,Giants,DST,Texans
2706,3.0,196.0,26.0,0.0,5,4.0,2010,0.0,110.0,0.0,306.0,0.0,1.0,0.0,Bills,DST,Jaguars
2707,3.0,163.0,34.0,0.0,5,3.0,2010,0.0,158.0,0.0,321.0,0.0,0.0,0.0,Titans,DST,Cowboys
2708,3.0,168.0,35.0,0.0,5,3.0,2010,0.0,111.0,0.0,279.0,0.0,1.0,0.0,Raiders,DST,Chargers
2709,2.0,173.0,29.0,0.0,5,2.0,2010,0.0,155.0,0.0,328.0,0.0,1.0,0.0,Jets,DST,Vikings
2710,1.0,182.0,31.0,0.0,5,1.0,2010,0.0,233.0,0.0,415.0,0.0,1.0,0.0,Ravens,DST,Broncos
2711,1.0,233.0,44.0,0.0,5,1.0,2010,0.0,89.0,0.0,322.0,0.0,1.0,0.0,Lions,DST,Rams
2712,2.0,173.0,3.0,0.0,6,20.0,2010,0.0,76.0,3.0,249.0,0.0,1.0,1.0,Jaguars,DST,Titans
2713,6.0,258.0,10.0,0.0,6,19.0,2010,0.0,69.0,2.0,327.0,0.0,0.0,1.0,Browns,DST,Steelers
2714,7.0,208.0,17.0,0.0,6,15.0,2010,0.0,79.0,1.0,287.0,1.0,0.0,0.0,Chargers,DST,Rams
2715,1.0,235.0,6.0,0.0,6,13.0,2010,0.0,42.0,0.0,277.0,0.0,1.0,1.0,Buccaneers,DST,Saints
2716,2.0,69.0,9.0,0.0,6,13.0,2010,0.0,110.0,2.0,179.0,0.0,0.0,0.0,Raiders,DST,49ers
2717,2.0,302.0,20.0,0.0,6,12.0,2010,0.0,64.0,1.0,366.0,0.0,0.0,2.0,Lions,DST,Giants
2718,6.0,246.0,20.0,1.0,6,12.0,2010,0.0,61.0,0.0,307.0,0.0,1.0,0.0,Bears,DST,Seahawks
2719,5.0,283.0,20.0,0.0,6,11.0,2010,0.0,76.0,1.0,359.0,0.0,1.0,0.0,Packers,DST,Dolphins
2720,0.0,220.0,21.0,0.0,6,11.0,2010,1.0,94.0,2.0,314.0,0.0,0.0,0.0,Cowboys,DST,Vikings
2721,3.0,228.0,17.0,0.0,6,11.0,2010,0.0,65.0,1.0,293.0,0.0,0.0,1.0,Falcons,DST,Eagles
2722,1.0,299.0,27.0,0.0,6,10.0,2010,0.0,170.0,0.0,469.0,1.0,0.0,3.0,Colts,DST,Redskins
2723,2.0,190.0,24.0,0.0,6,9.0,2010,0.0,129.0,2.0,319.0,0.0,0.0,1.0,Jets,DST,Broncos
2724,1.0,201.0,20.0,0.0,6,9.0,2010,0.0,145.0,0.0,346.0,0.0,1.0,2.0,Broncos,DST,Jets
2725,3.0,267.0,23.0,0.0,6,8.0,2010,0.0,127.0,2.0,394.0,0.0,1.0,0.0,Patriots,DST,Ravens
2726,3.0,222.0,24.0,0.0,6,8.0,2010,0.0,113.0,2.0,335.0,0.0,1.0,0.0,Redskins,DST,Colts
2727,0.0,242.0,23.0,0.0,6,7.0,2010,1.0,111.0,0.0,353.0,0.0,0.0,0.0,Seahawks,DST,Bears
2728,3.0,278.0,20.0,0.0,6,7.0,2010,0.0,99.0,0.0,377.0,0.0,0.0,0.0,Ravens,DST,Patriots
2729,3.0,183.0,20.0,0.0,6,7.0,2010,0.0,117.0,0.0,300.0,0.0,1.0,0.0,Rams,DST,Chargers
2730,3.0,93.0,24.0,0.0,6,6.0,2010,0.0,95.0,0.0,188.0,0.0,1.0,1.0,Min,DST,Cowboys
2731,2.0,191.0,17.0,0.0,6,6.0,2010,0.0,158.0,0.0,349.0,0.0,1.0,0.0,49ers,DST,Raiders
2732,2.0,167.0,28.0,0.0,6,4.0,2010,0.0,167.0,0.0,334.0,0.0,1.0,1.0,Giants,DST,Lions
2733,1.0,320.0,31.0,0.0,6,3.0,2010,0.0,154.0,1.0,474.0,0.0,1.0,0.0,Eagles,DST,Falcons
2734,0.0,231.0,23.0,0.0,6,3.0,2010,0.0,150.0,1.0,381.0,0.0,0.0,0.0,Dolphins,DST,Packers
2735,0.0,257.0,28.0,0.0,6,2.0,2010,0.0,121.0,1.0,378.0,0.0,1.0,0.0,Steelers,DST,Browns
2736,2.0,289.0,35.0,0.0,6,2.0,2010,0.0,132.0,0.0,421.0,0.0,1.0,0.0,Texans,DST,Chiefs
2737,0.0,263.0,31.0,0.0,6,2.0,2010,0.0,212.0,1.0,475.0,0.0,0.0,0.0,Saints,DST,Buccaneers
2738,1.0,189.0,31.0,0.0,6,1.0,2010,0.0,228.0,0.0,417.0,0.0,0.0,0.0,Chiefs,DST,Texans
2739,0.0,171.0,30.0,0.0,6,0.0,2010,0.0,153.0,0.0,324.0,0.0,0.0,0.0,Titans,DST,Jaguars
2740,3.0,336.0,17.0,0.0,7,27.0,2010,2.0,58.0,4.0,394.0,0.0,1.0,0.0,Saints,DST,Browns
2741,4.0,256.0,14.0,0.0,7,26.0,2010,1.0,66.0,4.0,322.0,0.0,1.0,2.0,Bears,DST,Redskins
2742,4.0,165.0,14.0,0.0,7,20.0,2010,1.0,75.0,1.0,240.0,0.0,1.0,2.0,Broncos,DST,Raiders
2743,2.0,114.0,10.0,0.0,7,19.0,2010,0.0,113.0,1.0,227.0,0.0,0.0,4.0,Cardinals,DST,Seahawks
2744,1.0,227.0,19.0,0.0,7,19.0,2010,1.0,99.0,2.0,326.0,0.0,0.0,2.0,Eagles,DST,Titans
2745,2.0,187.0,17.0,0.0,7,18.0,2010,1.0,121.0,2.0,308.0,0.0,0.0,1.0,Redskins,DST,Bears
2746,1.0,297.0,41.0,0.0,7,17.0,2010,1.0,200.0,3.0,497.0,0.0,0.0,2.0,Giants,DST,Cowboys
2747,1.0,216.0,20.0,0.0,7,17.0,2010,1.0,84.0,2.0,300.0,0.0,0.0,1.0,Jaguars,DST,Chiefs
2748,1.0,206.0,24.0,0.0,7,14.0,2010,1.0,196.0,3.0,402.0,0.0,0.0,0.0,Min,DST,Packers
2749,2.0,325.0,20.0,0.0,7,14.0,2010,0.0,38.0,1.0,363.0,0.0,1.0,3.0,Chargers,DST,Patriots
2750,1.0,303.0,23.0,0.0,7,14.0,2010,1.0,76.0,1.0,379.0,0.0,1.0,2.0,Panthers,DST,49ers
2751,0.0,299.0,39.0,0.0,7,10.0,2010,1.0,153.0,1.0,452.0,0.0,1.0,1.0,Falcons,DST,Bengals
2752,1.0,382.0,34.0,0.0,7,9.0,2010,0.0,132.0,2.0,514.0,0.0,0.0,2.0,Bills,DST,Ravens
2753,3.0,253.0,37.0,0.0,7,9.0,2010,0.0,75.0,2.0,328.0,0.0,1.0,1.0,Titans,DST,Eagles
2754,5.0,158.0,22.0,0.0,7,8.0,2010,0.0,144.0,0.0,302.0,0.0,1.0,1.0,Seahawks,DST,Cardinals
2755,2.0,183.0,20.0,0.0,7,8.0,2010,0.0,99.0,1.0,282.0,0.0,0.0,0.0,49ers,DST,Panthers
2756,3.0,290.0,23.0,0.0,7,8.0,2010,0.0,58.0,0.0,348.0,0.0,0.0,2.0,Steelers,DST,Dolphins
2757,3.0,213.0,35.0,0.0,7,7.0,2010,0.0,41.0,0.0,254.0,0.0,1.0,2.0,Cowboys,DST,Giants
2758,3.0,189.0,18.0,0.0,7,7.0,2010,0.0,124.0,0.0,313.0,0.0,1.0,0.0,Buccaneers,DST,Rams
2759,1.0,124.0,17.0,0.0,7,7.0,2010,0.0,161.0,0.0,285.0,0.0,0.0,1.0,Rams,DST,Buccaneers
2760,2.0,229.0,37.0,0.0,7,6.0,2010,0.0,135.0,0.0,364.0,0.0,1.0,2.0,Ravens,DST,Bills
