,Sack,Pass Yards Allowed,Point After,Safety,Week,Points,Year,Touchdowns,Rush Yards Allowed,Interception,Total Yards,Blocks,Away Games,Fumble Returns,Opponent,Position,Team
1536,25.0,24025.0,289.0,0.0,1,729.0,2011,4.0,4096.0,1.0,47961.0,0.0,0.0,4.0,Seahawks,DST,49ers
1537,16.0,60516.0,49.0,0.0,1,625.0,2011,0.0,4356.0,9.0,97344.0,0.0,0.0,16.0,Steelers,DST,Ravens
1538,25.0,76176.0,144.0,0.0,1,576.0,2011,1.0,12100.0,1.0,148996.0,0.0,0.0,4.0,Falcons,DST,Bears
1539,9.0,29584.0,49.0,0.0,1,400.0,2011,1.0,4096.0,0.0,55696.0,0.0,0.0,4.0,Colts,DST,Texans
1540,25.0,32761.0,169.0,0.0,1,400.0,2011,1.0,23716.0,0.0,112225.0,0.0,1.0,1.0,Rams,DST,Eagles
1541,16.0,106276.0,576.0,0.0,1,361.0,2011,1.0,4096.0,1.0,152100.0,1.0,0.0,4.0,Cowboys,DST,Jets
1542,16.0,57600.0,196.0,0.0,1,324.0,2011,1.0,5625.0,1.0,99225.0,1.0,0.0,0.0,Giants,DST,Redskins
1543,4.0,11025.0,49.0,0.0,1,225.0,2011,0.0,11664.0,1.0,45369.0,0.0,1.0,4.0,Chiefs,DST,Bills
1544,25.0,73984.0,400.0,0.0,1,225.0,2011,0.0,1444.0,1.0,96100.0,0.0,1.0,4.0,Broncos,DST,Raiders
1545,16.0,162409.0,441.0,0.0,1,169.0,2011,1.0,5476.0,1.0,227529.0,0.0,0.0,0.0,Panthers,DST,Cardinals
1546,25.0,83521.0,900.0,0.0,1,169.0,2011,1.0,7744.0,1.0,142129.0,0.0,1.0,0.0,Bears,DST,Falcons
1547,4.0,108900.0,576.0,0.0,1,169.0,2011,1.0,5929.0,4.0,165649.0,0.0,1.0,0.0,Chargers,DST,Vikings
1548,9.0,156816.0,1156.0,0.0,1,121.0,2011,1.0,6561.0,0.0,227529.0,0.0,0.0,1.0,Saints,DST,Packers
1549,1.0,9801.0,529.0,0.0,1,100.0,2011,1.0,36100.0,0.0,83521.0,0.0,0.0,1.0,Raiders,DST,Broncos
1550,4.0,67081.0,400.0,0.0,1,100.0,2011,0.0,3136.0,1.0,99225.0,0.0,1.0,1.0,Buccaneers,DST,Lions
1551,16.0,99225.0,729.0,0.0,1,81.0,2011,0.0,2025.0,1.0,129600.0,0.0,1.0,1.0,Jets,DST,Cowboys
1552,0.0,93025.0,729.0,0.0,1,81.0,2011,1.0,15876.0,1.0,185761.0,0.0,0.0,0.0,Lions,DST,Buccaneers
1553,4.0,40804.0,289.0,0.0,1,64.0,2011,0.0,6889.0,1.0,81225.0,0.0,1.0,0.0,Browns,DST,Bengals
1554,4.0,62001.0,196.0,0.0,1,64.0,2011,0.0,1849.0,1.0,85264.0,0.0,0.0,0.0,Titans,DST,Jaguars
1555,4.0,87616.0,1764.0,0.0,1,64.0,2011,1.0,10609.0,0.0,159201.0,0.0,1.0,0.0,Packers,DST,Saints
1556,4.0,784.0,289.0,0.0,1,64.0,2011,0.0,25281.0,1.0,34969.0,0.0,0.0,0.0,Min,DST,Chargers
1557,4.0,25600.0,256.0,0.0,1,64.0,2011,0.0,26569.0,0.0,104329.0,0.0,1.0,1.0,Jaguars,DST,Titans
1558,1.0,47089.0,1156.0,0.0,1,49.0,2011,0.0,27889.0,4.0,147456.0,0.0,1.0,1.0,Texans,DST,Colts
1559,16.0,152100.0,576.0,0.0,1,49.0,2011,0.0,9604.0,1.0,238144.0,0.0,1.0,0.0,Dolphins,DST,Patriots
1560,16.0,66564.0,784.0,0.0,1,36.0,2011,0.0,5476.0,0.0,110224.0,0.0,1.0,1.0,Redskins,DST,Giants
1561,16.0,24025.0,729.0,0.0,1,25.0,2011,0.0,19321.0,0.0,86436.0,0.0,0.0,0.0,Bengals,DST,Browns
1562,9.0,27889.0,961.0,0.0,1,25.0,2011,0.0,55696.0,0.0,162409.0,0.0,0.0,1.0,Eagles,DST,Rams
1563,4.0,87025.0,784.0,0.0,1,16.0,2011,0.0,9801.0,0.0,155236.0,0.0,1.0,1.0,Cardinals,DST,Panthers
1564,1.0,40401.0,1681.0,0.0,1,9.0,2011,0.0,26569.0,1.0,132496.0,0.0,0.0,0.0,Bills,DST,Chiefs
1565,1.0,266256.0,1444.0,0.0,1,9.0,2011,0.0,11236.0,1.0,386884.0,0.0,0.0,0.0,Patriots,DST,Dolphins
1566,1.0,46225.0,1225.0,0.0,1,1.0,2011,0.0,28900.0,0.0,148225.0,0.0,1.0,0.0,Ravens,DST,Steelers
1567,0.0,15376.0,1089.0,0.0,1,0.0,2011,0.0,7225.0,0.0,43681.0,0.0,1.0,0.0,49ers,DST,Seahawks
1568,4.0,13456.0,9.0,0.0,2,576.0,2011,0.0,22801.0,9.0,71289.0,0.0,0.0,9.0,Chiefs,DST,Lions
1569,4.0,8281.0,9.0,1.0,2,484.0,2011,0.0,12544.0,16.0,41209.0,0.0,0.0,0.0,Jaguars,DST,Jets
1570,4.0,94864.0,256.0,0.0,2,256.0,2011,1.0,3481.0,0.0,134689.0,0.0,0.0,4.0,Rams,DST,Giants
1571,9.0,33856.0,169.0,0.0,2,256.0,2011,0.0,2025.0,4.0,52441.0,0.0,0.0,1.0,Ravens,DST,Titans
1572,4.0,23409.0,169.0,0.0,2,225.0,2011,0.0,23409.0,1.0,93636.0,1.0,1.0,1.0,Dolphins,DST,Texans
1573,36.0,34596.0,169.0,0.0,2,225.0,2011,0.0,3600.0,0.0,60516.0,0.0,0.0,1.0,Bears,DST,Saints
1574,25.0,17689.0,0.0,0.0,2,225.0,2011,0.0,961.0,0.0,26896.0,0.0,0.0,0.0,Seahawks,DST,Steelers
1575,16.0,163216.0,529.0,0.0,2,169.0,2011,0.0,5041.0,9.0,225625.0,0.0,1.0,1.0,Panthers,DST,Packers
1576,4.0,138384.0,441.0,0.0,2,121.0,2011,0.0,9604.0,4.0,220900.0,0.0,0.0,4.0,Chargers,DST,Patriots
1577,4.0,30976.0,361.0,0.0,2,100.0,2011,0.0,11881.0,1.0,81225.0,0.0,1.0,1.0,Colts,DST,Browns
