,Sack,Pass Yards Allowed,Point After,Safety,Week,Points,Year,Touchdowns,Rush Yards Allowed,Interception,Total Yards,Blocks,Away Games,Fumble Returns,Opponent,Position,Team
1024,243.0,812990017201.0,7776.0,0.0,1,14348907.0,2014,1.0,38579489651.0,0.0,7123848901632.0,32.0,0.0,32.0,Redskins,DST,Texans
1025,3125.0,900897818976.0,7776.0,0.0,1,9765625.0,2014,1.0,1934917632.0,32.0,3251888153568.0,0.0,1.0,0.0,Rams,DST,Vikings
1026,243.0,1078203909375.0,1419857.0,0.0,1,4084101.0,2014,1.0,33038369407.0,243.0,8134236862432.0,0.0,1.0,1.0,Cowboys,DST,49ers
1027,243.0,829997587232.0,1419857.0,0.0,1,1419857.0,2014,1.0,1073741824.0,0.0,2682916351776.0,1.0,0.0,1.0,Jaguars,DST,Eagles
1028,1024.0,178689902368.0,100000.0,0.0,1,1419857.0,2014,0.0,1350125107.0,243.0,882735153125.0,0.0,1.0,0.0,Chiefs,DST,Titans
1029,1024.0,589579257376.0,3200000.0,0.0,1,537824.0,2014,0.0,5584059449.0,0.0,3101364196875.0,1.0,0.0,32.0,Patriots,DST,Dolphins
1030,243.0,111577100832.0,537824.0,0.0,1,371293.0,2014,0.0,11040808032.0,32.0,1282388557824.0,0.0,1.0,1.0,Buccaneers,DST,Panthers
1031,32.0,4610753397701.0,3200000.0,0.0,1,248832.0,2014,0.0,4704270176.0,32.0,14195130030907.0,0.0,1.0,1.0,Bears,DST,Bills
1032,32.0,2196527536224.0,1889568.0,0.0,1,248832.0,2014,0.0,15386239549.0,0.0,10629803362243.0,1.0,1.0,32.0,Cardinals,DST,Chargers
1033,243.0,3854601532649.0,1048576.0,0.0,1,161051.0,2014,0.0,7339040224.0,1.0,13542593318343.0,0.0,1.0,1.0,Ravens,DST,Bengals
1034,3125.0,1572763671875.0,45435424.0,0.0,1,161051.0,2014,0.0,64097340625.0,1.0,13069123200000.0,0.0,1.0,32.0,Eagles,DST,Jaguars
1035,243.0,164130859375.0,1048576.0,1.0,1,161051.0,2014,0.0,3276800000.0,1.0,1078203909375.0,0.0,0.0,0.0,Packers,DST,Seahawks
