,Sack,Pass Yards Allowed,Point After,Safety,Week,Points,Year,Touchdowns,Rush Yards Allowed,Interception,Total Yards,Blocks,Away Games,Fumble Returns,Opponent,Position,Team
512,81.0,33556377856.0,923521.0,0.0,1,531441.0,2013,16.0,6250000.0,81.0,52204938256.0,0.0,0.0,81.0,Giants,DST,Cowboys
513,1296.0,131079601.0,16.0,0.0,1,456976.0,2013,1.0,25411681.0,16.0,1003875856.0,0.0,1.0,0.0,Jaguars,DST,Chiefs
514,1296.0,3544535296.0,10000.0,0.0,1,130321.0,2013,0.0,4879681.0,81.0,7170871761.0,0.0,1.0,0.0,Browns,DST,Dolphins
515,81.0,5554571841.0,279841.0,0.0,1,65536.0,2013,1.0,623201296.0,1.0,34507149121.0,0.0,0.0,16.0,Patriots,DST,Bills
516,625.0,705911761.0,6561.0,0.0,1,65536.0,2013,0.0,923521.0,1.0,1416468496.0,0.0,1.0,1.0,Steelers,DST,Titans
517,81.0,1171350625.0,83521.0,1.0,1,28561.0,2013,0.0,17850625.0,1.0,3906250000.0,0.0,0.0,1.0,Buccaneers,DST,Jets
518,625.0,2097273616.0,104976.0,0.0,1,28561.0,2013,0.0,65610000.0,1.0,8540717056.0,0.0,1.0,1.0,Jets,DST,Buccaneers
519,81.0,1049760000.0,1185921.0,0.0,1,28561.0,2013,1.0,4784350561.0,0.0,38513670001.0,0.0,0.0,16.0,Eagles,DST,Redskins
520,81.0,2562890625.0,331776.0,0.0,1,20736.0,2013,0.0,121550625.0,81.0,11859210000.0,0.0,0.0,1.0,Min,DST,Lions
521,81.0,8999178496.0,531441.0,1.0,1,20736.0,2013,0.0,29986576.0,16.0,21293813776.0,0.0,1.0,1.0,Redskins,DST,Eagles
522,1.0,200533921.0,2401.0,0.0,1,20736.0,2013,0.0,322417936.0,0.0,4097152081.0,0.0,1.0,16.0,Panthers,DST,Seahawks
523,0.0,7992538801.0,531441.0,0.0,1,14641.0,2013,1.0,20151121.0,1.0,17944209936.0,0.0,1.0,1.0,Rams,DST,Cardinals
524,16.0,8100000000.0,20736.0,0.0,1,14641.0,2013,0.0,24010000.0,0.0,18741610000.0,0.0,0.0,1.0,Seahawks,DST,Panthers
525,256.0,12594450625.0,531441.0,0.0,1,14641.0,2013,0.0,11316496.0,16.0,23854493601.0,1.0,0.0,0.0,Ravens,DST,Broncos
526,81.0,6059221281.0,83521.0,0.0,1,14641.0,2013,0.0,59969536.0,1.0,18141126721.0,0.0,0.0,1.0,Falcons,DST,Saints
527,16.0,1121513121.0,614656.0,0.0,1,10000.0,2013,1.0,40960000.0,1.0,4784350561.0,0.0,1.0,0.0,Chargers,DST,Texans
528,1.0,1632240801.0,83521.0,0.0,1,6561.0,2013,0.0,855036081.0,16.0,19150131456.0,0.0,0.0,0.0,Raiders,DST,Colts
529,256.0,8540717056.0,331776.0,0.0,1,6561.0,2013,0.0,54700816.0,1.0,23134410000.0,0.0,0.0,1.0,Cardinals,DST,Rams
