,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Away Games_x,Team,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games_y
0,9,0,2,2,David Akers,Packers,8.0,K,1,2,2,2010,0,Packers,0,1,0,Eagles,171,20,12.0,DST,149,6.0,0,320,0,1
1,53,0,0,0,David Akers,Lions,5.0,K,2,5,5,2010,1,Lions,0,0,0,Eagles,248,35,5.0,DST,162,5.0,0,410,0,0
2,98,0,0,0,David Akers,Jaguars,4.0,K,3,4,4,2010,1,Jaguars,0,0,0,Eagles,267,28,3.0,DST,106,3.0,0,373,0,0
3,115,0,2,2,David Akers,Redskins,6.0,K,4,0,0,2010,0,Redskins,0,1,1,Eagles,243,12,12.0,DST,110,1.0,0,353,0,1
4,143,0,3,2,David Akers,49ers,9.0,K,5,3,3,2010,1,49ers,0,1,0,Eagles,227,27,7.0,DST,125,4.0,0,352,0,0
5,172,0,4,1,David Akers,Falcons,7.0,K,6,4,4,2010,0,Falcons,0,0,1,Eagles,320,31,3.0,DST,154,1.0,0,474,0,1
6,195,0,4,4,David Akers,Titans,13.0,K,7,1,1,2010,1,Titans,0,2,2,Eagles,227,19,19.0,DST,99,1.0,0,326,1,0
7,245,0,4,4,David Akers,Colts,14.0,K,9,2,2,2010,0,Colts,0,0,0,Eagles,207,26,4.0,DST,195,3.0,0,402,0,1
8,275,0,1,1,David Akers,Redskins,11.0,K,10,8,8,2010,1,Redskins,0,0,0,Eagles,332,59,1.0,DST,260,1.0,0,592,0,0
9,303,0,5,4,David Akers,Giants,13.0,K,11,1,1,2010,0,Giants,1,2,0,Eagles,244,27,10.0,DST,148,3.0,0,392,0,1
10,333,0,4,4,David Akers,Bears,14.0,K,12,2,2,2010,1,Bears,0,0,1,Eagles,293,26,7.0,DST,105,4.0,0,398,0,0
11,369,0,2,2,David Akers,Texans,10.0,K,13,4,4,2010,0,Texans,0,0,1,Eagles,301,34,3.0,DST,115,1.0,0,416,0,1
12,396,1,3,3,David Akers,Cowboys,14.0,K,14,3,3,2010,1,Cowboys,0,0,2,Eagles,258,30,6.0,DST,171,2.0,0,429,0,0
13,442,0,1,1,David Akers,Giants,8.0,K,15,5,5,2010,1,Giants,0,2,1,Eagles,221,38,9.0,DST,197,3.0,0,418,0,0
14,506,0,2,2,David Akers,Cowboys,7.0,K,17,1,1,2010,0,Cowboys,0,1,3,Eagles,123,13,26.0,DST,121,5.0,0,244,1,1
