,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
537,2013.0,1,Patriots,0.0,2.0,0.0,Bills,150.0,21.0,5.0,DST,136.0,0.0,0.0,286.0,0.0,1.0
546,2013.0,2,Patriots,0.0,2.0,0.0,Jets,150.0,21.0,5.0,DST,136.0,0.0,0.0,286.0,0.0,1.0
583,2013.0,3,Patriots,0.0,1.5,1.5,Buccaneers,169.5,15.5,12.0,DST,132.5,2.0,0.0,302.0,0.0,0.5
631,2013.0,4,Patriots,0.0,1.0,1.3333333333333333,Falcons,188.33333333333334,11.333333333333334,13.0,DST,120.66666666666667,2.3333333333333335,0.0,309.0,0.0,0.3333333333333333
645,2013.0,5,Patriots,0.0,0.75,1.25,Bengals,241.0,14.25,11.0,DST,105.0,2.25,0.0,346.0,0.0,0.5
688,2013.0,6,Patriots,0.0,0.8,1.2,Saints,228.6,14.0,11.8,DST,116.4,2.6,0.0,345.0,0.0,0.6
706,2013.0,7,Patriots,0.0,0.8333333333333334,1.1666666666666667,Jets,228.83333333333334,16.166666666666668,10.833333333333334,DST,118.83333333333333,2.3333333333333335,0.0,347.6666666666667,0.0,0.5
729,2013.0,8,Patriots,0.0,0.7142857142857143,1.1428571428571428,Dolphins,225.57142857142858,18.142857142857142,11.0,DST,127.14285714285714,2.5714285714285716,0.0,352.7142857142857,0.14285714285714285,0.5714285714285714
759,2013.0,9,Patriots,0.125,0.75,1.25,Steelers,215.5,18.0,11.875,DST,130.75,3.0,0.0,346.25,0.125,0.5
827,2013.0,11,Patriots,0.1111111111111111,0.7777777777777778,1.3333333333333333,Panthers,232.77777777777777,19.444444444444443,11.777777777777779,DST,128.22222222222223,3.2222222222222223,0.0,361.0,0.1111111111111111,0.4444444444444444
848,2013.0,12,Patriots,0.1,0.7,1.2,Broncos,229.2,19.9,11.0,DST,125.7,3.2,0.0,354.9,0.1,0.5
892,2013.0,13,Patriots,0.09090909090909091,0.9090909090909091,1.1818181818181819,Texans,220.36363636363637,20.90909090909091,10.909090909090908,DST,139.72727272727272,3.090909090909091,0.0,360.09090909090907,0.09090909090909091,0.45454545454545453
922,2013.0,14,Patriots,0.08333333333333333,0.8333333333333334,1.1666666666666667,Browns,224.0,21.75,10.25,DST,138.16666666666666,2.9166666666666665,0.0,362.1666666666667,0.08333333333333333,0.5
945,2013.0,15,Patriots,0.07692307692307693,0.7692307692307693,1.0769230769230769,Dolphins,236.46153846153845,22.076923076923077,9.615384615384615,DST,135.84615384615384,2.769230769230769,0.0,372.3076923076923,0.07692307692307693,0.46153846153846156
960,2013.0,16,Patriots,0.07142857142857142,0.7857142857142857,1.0,Ravens,240.21428571428572,22.214285714285715,9.428571428571429,DST,132.5,2.857142857142857,0.0,372.7142857142857,0.07142857142857142,0.5
1009,2013.0,17,Patriots,0.06666666666666667,0.8,1.1333333333333333,Bills,240.0,21.2,10.866666666666667,DST,131.73333333333332,2.933333333333333,0.0,371.73333333333335,0.2,0.5333333333333333
