,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
2630,21.0,0.0,2.0,1.0,Ryan Succop,Falcons,6.0,K,1,3.0,3.0,2012.0,0.0
2664,21.0,0.0,2.0,1.0,Ryan Succop,Bills,6.0,K,2,3.0,3.0,2012.0,0.0
2675,38.0,0.0,1.5,1.0,Ryan Succop,Saints,5.5,K,3,2.5,2.5,2012.0,0.5
2736,47.333333333333336,0.0,3.0,2.6666666666666665,Ryan Succop,Chargers,10.0,K,4,2.0,2.0,2012.0,0.6666666666666666
2753,67.25,0.0,2.25,2.0,Ryan Succop,Ravens,8.0,K,5,2.0,2.0,2012.0,0.5
2793,82.6,0.0,2.2,2.0,Ryan Succop,Buccaneers,7.6,K,6,1.6,1.6,2012.0,0.4
2826,99.5,0.0,2.0,1.8333333333333333,Ryan Succop,Raiders,7.0,K,8,1.5,1.5,2012.0,0.5
2862,116.28571428571429,0.14285714285714285,2.142857142857143,2.0,Ryan Succop,Chargers,7.714285714285714,K,9,1.4285714285714286,1.4285714285714286,2012.0,0.42857142857142855
2894,133.375,0.125,2.25,2.0,Ryan Succop,Steelers,7.625,K,10,1.375,1.375,2012.0,0.5
2928,150.22222222222223,0.1111111111111111,2.3333333333333335,2.0,Ryan Succop,Bengals,7.555555555555555,K,11,1.3333333333333333,1.3333333333333333,2012.0,0.5555555555555556
2946,167.1,0.1,2.3,2.0,Ryan Succop,Broncos,7.4,K,12,1.2,1.2,2012.0,0.5
2977,182.54545454545453,0.09090909090909091,2.3636363636363638,2.090909090909091,Ryan Succop,Panthers,7.545454545454546,K,13,1.0909090909090908,1.0909090909090908,2012.0,0.45454545454545453
3034,198.0,0.16666666666666666,2.3333333333333335,2.0833333333333335,Ryan Succop,Browns,7.833333333333333,K,14,1.25,1.25,2012.0,0.4166666666666667
3082,215.46153846153845,0.15384615384615385,2.230769230769231,1.9230769230769231,Ryan Succop,Colts,7.3076923076923075,K,16,1.2307692307692308,1.2307692307692308,2012.0,0.46153846153846156
3126,233.85714285714286,0.14285714285714285,2.2857142857142856,1.9285714285714286,Ryan Succop,Broncos,7.285714285714286,K,17,1.2142857142857142,1.2142857142857142,2012.0,0.42857142857142855
