,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
29,29,29,0,0,Javorius Allen,Bengals,0,0,0,0,0,0,7.0,RB,0,0,0,0,0,21,0,71,1,2017
92,92,92,0,0,Javorius Allen,Ravens,0,0,0,0,0,0,15.0,RB,0,1,35,5,0,14,0,66,2,2017
230,230,230,0,0,Javorius Allen,Jaguars,0,0,0,0,0,0,2.0,RB,0,0,13,5,0,8,0,15,3,2017
312,312,312,0,0,Javorius Allen,Ravens,0,0,0,0,0,0,3.0,RB,0,0,37,6,0,2,0,7,4,2017
364,364,364,0,0,Javorius Allen,Raiders,0,0,0,0,0,0,14.0,RB,0,0,12,4,0,21,1,73,5,2017
468,468,468,0,0,Javorius Allen,Ravens,0,0,0,0,0,0,5.0,RB,0,0,17,3,0,10,0,49,6,2017
549,549,549,0,0,Javorius Allen,Vikings,0,0,0,0,0,0,4.0,RB,0,0,29,8,0,6,0,20,7,2017
627,627,627,0,0,Javorius Allen,Ravens,0,0,0,0,0,0,5.0,RB,0,0,2,1,0,17,0,55,8,2017
672,672,672,0,0,Javorius Allen,Titans,0,0,0,0,0,0,12.0,RB,0,1,44,7,0,7,0,21,9,2017
895,895,895,0,0,Javorius Allen,Packers,0,0,0,0,0,0,0.0,RB,0,0,9,1,0,3,0,8,11,2017
924,924,924,0,0,Javorius Allen,Ravens,0,0,0,0,0,0,7.0,RB,0,0,2,1,0,5,1,15,12,2017
1040,1040,1040,0,0,Javorius Allen,Ravens,0,0,0,0,0,0,2.0,RB,0,0,4,1,0,7,0,22,13,2017
