,Unnamed: 0,Unnamed: 0.1,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
8,8,8.0,0.0,0.0,2.0,Jets,176.0,12.0,12.0,DST,38.0,1.0,0.0,Bills,214.0,0.0,1,2017.0
37,37,8.0,0.0,0.0,2.0,Panthers,176.0,12.0,12.0,DST,38.0,1.0,0.0,Bills,214.0,0.0,2,2017.0
72,72,22.5,0.0,0.0,1.0,Broncos,177.0,10.5,12.5,DST,57.5,3.5,0.0,Bills,234.5,0.0,3,2017.0
96,96,39.0,0.0,0.0,1.3333333333333333,Falcons,203.0,12.333333333333334,12.0,DST,75.33333333333333,3.3333333333333335,0.0,Bills,278.3333333333333,0.0,4,2017.0
133,133,53.25,0.0,0.25,1.5,Bengals,212.75,13.5,13.25,DST,93.25,2.75,0.0,Bills,306.0,0.25,5,2017.0
194,194,69.2,0.0,0.4,1.6,Buccaneers,234.8,14.8,12.8,DST,87.6,2.4,0.0,Bills,322.4,0.2,7,2017.0
217,217,90.0,0.0,0.6666666666666666,1.5,Raiders,258.6666666666667,16.833333333333332,12.0,DST,84.5,2.1666666666666665,0.0,Bills,343.1666666666667,0.16666666666666666,8,2017.0
261,261,108.14285714285714,0.0,0.8571428571428571,1.5714285714285714,Jets,266.42857142857144,16.428571428571427,12.857142857142858,DST,80.14285714285714,1.8571428571428572,0.0,Bills,346.57142857142856,0.2857142857142857,9,2017.0
289,289,127.25,0.0,0.75,1.375,Saints,250.25,18.625,11.375,DST,94.375,1.75,0.0,Bills,344.625,0.25,10,2017.0
315,315,145.22222222222223,0.0,0.7777777777777778,1.2222222222222223,Chargers,242.88888888888889,21.77777777777778,10.333333333333334,DST,117.0,1.5555555555555556,0.0,Bills,359.8888888888889,0.2222222222222222,11,2017.0
330,330,162.2,0.0,0.7,1.1,Chiefs,246.9,25.0,9.4,DST,119.9,1.5,0.0,Bills,366.8,0.2,12,2017.0
367,367,177.45454545454547,0.0,0.6363636363636364,1.0909090909090908,Patriots,240.9090909090909,23.636363636363637,9.545454545454545,DST,114.0,1.5454545454545454,0.0,Bills,354.90909090909093,0.18181818181818182,13,2017.0
