Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
0,1,Marques Colston,@Atl,0,0,0,0,0,0,10.0,WR,0,0,110,5,0,0,0,0,1,2014
0,0,Markus Wheaton,Cle,0,0,0,0,0,0,9.0,WR,0,0,97,6,0,0,0,0,1,2014
0,0,Reggie Wayne,@Den,0,0,0,0,0,0,9.0,WR,0,0,98,9,0,0,0,0,1,2014
0,0,Golden Tate,NYG,0,0,0,0,0,0,9.0,WR,0,0,93,6,0,1,0,4,1,2014
0,0,Brian Quick,Min,0,0,0,0,0,0,9.0,WR,0,0,99,7,0,0,0,0,1,2014
0,0,Hakeem Nicks,@Den,0,0,0,0,0,0,9.0,WR,0,1,36,5,0,0,0,0,1,2014
0,0,Ricardo Lockette,GB,0,0,0,0,0,0,9.0,WR,0,1,38,2,0,0,0,0,1,2014
0,0,James Jones,@NYJ,0,0,0,0,0,0,9.0,WR,0,1,34,3,0,0,0,0,1,2014
0,0,Andre Johnson,Was,0,0,0,0,0,0,9.0,WR,0,0,93,6,0,0,0,0,1,2014
0,0,Percy Harvin,GB,0,0,0,0,0,0,9.0,WR,0,0,59,7,0,4,0,41,1,2014
0,0,Anquan Boldin,@Dal,0,0,0,0,0,0,9.0,WR,0,0,99,8,0,0,0,0,1,2014
0,0,Travis Benjamin,@Pit,0,0,0,0,0,0,9.0,WR,0,1,20,2,0,1,0,10,1,2014
0,0,Emmanuel Sanders,Ind,0,0,0,0,0,0,8.0,WR,0,0,77,6,0,1,0,11,1,2014
0,0,Chris Owusu,Car,0,0,0,0,0,0,8.0,WR,0,1,20,2,0,0,0,0,1,2014
0,0,Jordy Nelson,@Sea,0,0,0,0,0,0,8.0,WR,0,0,83,9,0,0,0,0,1,2014
0,0,Andrew Hawkins,@Pit,0,0,0,0,0,0,8.0,WR,0,0,87,8,0,0,0,0,1,2014
0,0,John Brown,SD,0,0,0,0,0,0,8.0,WR,0,1,29,2,0,0,0,0,1,2014
0,0,Donnie Avery,Ten,0,0,0,0,0,0,8.0,WR,0,0,84,7,0,0,0,0,1,2014
0,0,Robert Woods,@Chi,0,0,0,0,0,0,7.0,WR,0,0,78,4,0,0,0,0,1,2014
0,1,Niles Paul,@Hou,0,0,0,0,0,0,7.0,WR,0,0,86,4,0,0,0,0,1,2014
0,0,Alshon Jeffery,Buf,0,0,0,0,0,0,7.0,WR,0,0,71,5,0,0,0,0,1,2014
0,0,Pierre Garcon,@Hou,0,0,0,0,0,0,7.0,WR,0,0,77,10,0,0,0,0,1,2014
0,0,Eric Decker,Oak,0,0,0,0,0,0,7.0,WR,0,0,74,5,0,0,0,0,1,2014
0,0,Marqise Lee,@Phi,0,0,0,0,0,0,6.0,WR,0,0,62,6,0,0,0,0,1,2014
0,0,DeSean Jackson,@Hou,0,0,0,0,0,0,6.0,WR,0,0,62,8,0,1,0,-9,1,2014
0,0,Justin Hunter,@KC,0,0,0,0,0,0,6.0,WR,0,0,63,3,0,0,0,0,1,2014
0,0,Harry Douglas,NO,0,0,0,0,0,0,6.0,WR,0,0,69,6,0,0,0,0,1,2014
0,0,Nate Washington,@KC,0,0,0,0,0,0,5.0,WR,0,0,59,4,0,0,0,0,1,2014
0,0,Torrey Smith,Cin,0,0,0,0,0,0,5.0,WR,0,0,50,3,0,0,0,0,1,2014
0,0,Mohamed Sanu,@Bal,0,0,0,0,0,0,5.0,WR,1,0,36,4,0,1,0,4,1,2014
0,0,Dwayne Harris,SF,0,0,0,0,0,0,5.0,WR,0,0,56,1,0,1,0,9,1,2014
0,0,Jeff Cumberland,Oak,0,0,0,0,0,0,5.0,WR,0,0,50,4,0,0,0,0,1,2014
0,0,Dez Bryant,SF,0,0,0,0,0,0,5.0,WR,0,0,55,4,0,0,0,0,1,2014
0,0,Demaryius Thomas,Ind,0,0,0,0,0,0,4.0,WR,0,0,48,4,0,0,0,0,1,2014
0,0,T.Y. Hilton,@Den,0,0,0,0,0,0,4.0,WR,0,0,41,5,0,0,0,0,1,2014
0,0,Cole Beasley,SF,0,0,0,0,0,0,4.0,WR,0,0,42,4,0,0,0,0,1,2014
0,0,Mike Williams,@Chi,0,0,0,0,0,0,3.0,WR,0,0,36,2,0,0,0,0,1,2014
0,0,Sammy Watkins,@Chi,0,0,0,0,0,0,3.0,WR,0,0,31,3,0,0,0,0,1,2014
0,0,Kenbrell Thompkins,@Mia,0,0,0,0,0,0,3.0,WR,0,0,37,5,0,0,0,0,1,2014
0,0,Jordan Matthews,Jax,0,0,0,0,0,0,3.0,WR,0,0,37,2,0,0,0,0,1,2014
0,0,Jeremy Kerley,Oak,0,0,0,0,0,0,3.0,WR,0,0,38,5,0,0,0,0,1,2014
0,0,Stevie Johnson,@Dal,0,0,0,0,0,0,3.0,WR,0,0,33,2,0,0,0,0,1,2014
0,0,Vincent Jackson,Car,0,0,0,0,0,0,3.0,WR,0,0,36,4,0,0,0,0,1,2014
0,0,Chris Givens,Min,0,0,0,0,0,0,3.0,WR,0,0,30,2,0,1,0,4,1,2014
0,0,Mike Evans,Car,0,0,0,0,0,0,3.0,WR,0,0,37,5,0,0,0,0,1,2014
0,0,Jerricho Cotchery,@TB,0,0,0,0,0,0,3.0,WR,0,0,32,4,0,0,0,0,1,2014
0,0,Mike Brown,@Phi,0,0,0,0,0,0,3.0,WR,0,0,36,3,0,0,0,0,1,2014
0,0,Justin Brown,Cle,0,0,0,0,0,0,3.0,WR,0,0,38,3,0,0,0,0,1,2014
0,0,Tavon Austin,Min,0,0,0,0,0,0,3.0,WR,0,0,34,3,0,3,0,5,1,2014
0,0,Keenan Allen,@Ari,0,0,0,0,0,0,3.0,WR,0,0,37,5,0,0,0,0,1,2014
0,0,Kamar Aiken,Cin,0,0,0,0,0,0,3.0,WR,0,0,30,4,0,0,0,0,1,2014
0,0,Jarius Wright,@Stl,0,0,0,0,0,0,2.0,WR,0,0,25,2,0,0,0,0,1,2014
0,0,Eddie Royal,@Ari,0,0,0,0,0,0,2.0,WR,0,0,20,1,0,2,0,-1,1,2014
0,0,Andre Roberts,@Hou,0,0,0,0,0,0,2.0,WR,0,0,22,1,0,0,0,0,1,2014
0,0,Jerrel Jernigan,@Det,0,0,0,0,0,0,2.0,WR,0,0,25,4,0,1,0,-2,1,2014
0,0,Santonio Holmes,Buf,0,0,0,0,0,0,2.0,WR,0,0,21,2,0,0,0,0,1,2014
0,0,Brian Hartline,NE,0,0,0,0,0,0,2.0,WR,0,0,26,2,0,0,0,0,1,2014
0,0,Frankie Hammond,Ten,0,0,0,0,0,0,2.0,WR,0,0,22,1,0,0,0,0,1,2014
0,0,Ted Ginn Jr.,SD,0,0,0,0,0,0,2.0,WR,0,0,29,2,0,0,0,0,1,2014
0,0,Larry Fitzgerald,SD,0,0,0,0,0,0,2.0,WR,0,0,22,1,0,0,0,0,1,2014
0,0,Victor Cruz,@Det,0,0,0,0,0,0,2.0,WR,0,0,24,2,0,0,0,0,1,2014
0,0,Michael Crabtree,@Dal,0,0,0,0,0,0,2.0,WR,0,0,25,2,0,0,0,0,1,2014
0,0,Riley Cooper,Jax,0,0,0,0,0,0,2.0,WR,0,0,29,4,0,0,0,0,1,2014
0,0,Miles Austin,@Pit,0,0,0,0,0,0,2.0,WR,0,0,20,2,0,0,0,0,1,2014
0,0,Tim Wright,@Mia,0,0,0,0,0,0,1.0,WR,0,0,15,3,0,0,0,0,1,2014
0,0,Brandon Tate,@Bal,0,0,0,0,0,0,1.0,WR,0,0,19,4,0,0,0,0,1,2014
0,0,Devin Street,SF,0,0,0,0,0,0,1.0,WR,0,0,18,2,0,0,0,0,1,2014
0,0,Greg Salas,Oak,0,0,0,0,0,0,1.0,WR,0,0,12,1,0,0,0,0,1,2014
0,0,David Nelson,Oak,0,0,0,0,0,0,1.0,WR,0,0,17,1,0,0,0,0,1,2014
0,0,Jeff Maehl,Jax,0,0,0,0,0,0,1.0,WR,0,0,12,1,0,0,0,0,1,2014
0,0,Jacoby Jones,Cin,0,0,0,0,0,0,1.0,WR,0,0,16,2,0,0,0,0,1,2014
0,0,Andre Caldwell,Ind,0,0,0,0,0,0,1.0,WR,0,0,16,2,0,0,0,0,1,2014
0,0,Doug Baldwin,GB,0,0,0,0,0,0,1.0,WR,0,0,14,3,0,0,0,0,1,2014
0,0,Danny Amendola,@Mia,0,0,0,0,0,0,1.0,WR,0,0,16,3,0,0,0,0,1,2014
0,0,Micheal Spurlock,Buf,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,1,2014
0,0,Denard Robinson,@Phi,0,0,0,0,0,0,0.0,WR,0,0,3,1,0,3,0,8,1,2014
0,0,Allen Robinson,@Phi,0,0,0,0,0,0,0.0,WR,0,0,0,1,0,0,0,0,1,2014
0,0,Marcel Reece,@NYJ,0,0,0,0,0,0,0.0,WR,0,0,1,2,0,1,0,0,1,2014
0,0,Rueben Randle,@Det,0,0,0,0,0,0,0.0,WR,0,0,1,2,0,0,0,0,1,2014
0,0,Josh Morgan,Buf,0,0,0,0,0,0,0.0,WR,0,0,9,1,0,0,0,0,1,2014
0,0,Denarius Moore,@NYJ,0,0,0,0,0,0,0.0,WR,0,0,8,2,0,0,0,0,1,2014
0,0,Donte Moncrief,@Den,0,0,0,0,0,0,0.0,WR,0,0,9,1,0,0,0,0,1,2014
0,0,Jermaine Kearse,GB,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,1,2014
0,0,Damaris Johnson,Was,0,0,0,0,0,0,0.0,WR,0,0,1,1,0,0,0,0,1,2014
0,0,Derek Hagan,@KC,0,0,0,0,0,0,0.0,WR,0,0,9,1,0,0,0,0,1,2014
0,0,Brandon Gibson,NE,0,0,0,0,0,0,0.0,WR,0,0,9,1,0,0,0,0,1,2014
0,0,Taylor Gabriel,@Pit,0,0,0,0,0,0,0.0,WR,0,0,5,1,0,1,0,8,1,2014
0,0,Jaron Brown,SD,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,1,2014
0,0,Jason Avant,@TB,0,0,0,0,0,0,0.0,WR,0,0,0,1,0,0,0,0,1,2014
0,0,Jordy Nelson,NYJ,0,0,0,0,0,0,26.0,WR,0,1,209,9,0,0,0,0,2,2014
0,0,Brandon Marshall,@SF,0,0,0,0,0,0,22.0,WR,0,3,48,5,0,0,0,0,2,2014
0,0,Sammy Watkins,Mia,0,0,0,0,0,0,17.0,WR,0,1,117,8,0,0,0,0,2,2014
0,0,Randall Cobb,NYJ,0,0,0,0,0,0,17.0,WR,1,2,39,5,0,2,0,6,2,2014
0,0,Mohamed Sanu,Atl,0,1,1,0,0,50,16.0,WR,0,1,84,3,0,0,0,0,2,2014
0,1,James Jones,Hou,0,0,0,0,0,0,16.0,WR,0,1,112,9,0,0,0,0,2,2014
0,0,Dez Bryant,@Ten,0,0,0,0,0,0,16.0,WR,0,1,103,10,0,0,0,0,2,2014
0,0,Niles Paul,Jax,0,0,0,0,0,0,15.0,WR,0,1,99,8,0,0,0,0,2,2014
0,0,Julio Jones,@Cin,0,0,0,0,0,0,14.0,WR,0,1,88,7,0,0,0,0,2,2014
0,0,Julian Edelman,@Min,0,0,0,0,0,0,14.0,WR,0,1,81,6,0,1,0,9,2,2014
0,0,Michael Crabtree,Chi,0,0,0,0,0,0,14.0,WR,0,1,82,7,0,0,0,0,2,2014
0,0,Demaryius Thomas,KC,0,0,0,0,0,0,12.0,WR,0,1,62,5,0,0,0,0,2,2014
0,0,Eric Decker,@GB,0,0,0,0,0,0,12.0,WR,0,1,63,4,0,0,0,0,2,2014
0,0,Mike Wallace,@Buf,0,0,0,0,0,0,11.0,WR,0,1,56,5,0,0,0,0,2,2014
0,0,Jason Avant,Det,0,0,0,0,0,0,11.0,WR,0,1,54,5,0,0,0,0,2,2014
0,0,Emmanuel Sanders,KC,0,0,0,0,0,0,10.0,WR,0,0,108,8,0,1,0,-2,2,2014
0,0,Jeremy Maclin,@Ind,0,0,0,0,0,0,10.0,WR,0,1,45,4,0,0,0,0,2,2014
0,0,Antonio Brown,@Bal,0,0,0,0,0,0,10.0,WR,0,0,90,7,0,2,0,10,2,2014
0,0,Miles Austin,NO,0,0,0,0,0,0,10.0,WR,0,1,44,6,0,0,0,0,2,2014
0,0,Rueben Randle,Ari,0,0,0,0,0,0,9.0,WR,0,1,39,4,0,0,0,0,2,2014
0,1,Percy Harvin,@SD,0,0,0,0,0,0,9.0,WR,0,0,5,1,0,2,1,45,2,2014
0,0,Calvin Johnson,@Car,0,0,0,0,0,0,8.0,WR,0,0,83,6,0,0,0,0,2,2014
0,0,DeAndre Hopkins,@Oak,0,0,0,0,0,0,8.0,WR,0,1,22,3,0,0,0,0,2,2014
0,0,Steve Smith,Pit,0,0,0,0,0,0,7.0,WR,0,0,71,6,0,0,0,0,2,2014
0,0,Allen Robinson,@Was,0,0,0,0,0,0,7.0,WR,0,0,75,4,0,0,0,0,2,2014
0,0,Brian Quick,@TB,0,0,0,0,0,0,7.0,WR,0,0,74,7,0,0,0,0,2,2014
0,0,Andre Johnson,@Oak,0,0,0,0,0,0,7.0,WR,0,0,74,6,0,0,0,0,2,2014
0,0,Andrew Hawkins,NO,0,0,0,0,0,0,7.0,WR,0,0,70,6,0,0,0,0,2,2014
0,0,Eddie Royal,Sea,0,0,0,0,0,0,6.0,WR,0,0,69,7,0,0,0,0,2,2014
0,0,Andre Roberts,Jax,0,0,0,0,0,0,6.0,WR,0,0,57,4,0,1,0,19,2,2014
0,0,Jermaine Kearse,@SD,0,0,0,0,0,0,6.0,WR,0,0,61,4,0,0,0,0,2,2014
0,0,T.Y. Hilton,Phi,0,0,0,0,0,0,6.0,WR,0,0,65,6,0,0,0,0,2,2014
0,0,Victor Cruz,Ari,0,0,0,0,0,0,6.0,WR,0,0,60,5,0,0,0,0,2,2014
0,0,Jerricho Cotchery,Det,0,0,0,0,0,0,6.0,WR,1,0,46,4,0,0,0,0,2,2014
0,0,Markus Wheaton,@Bal,0,0,0,0,0,0,5.0,WR,0,0,38,5,0,2,0,22,2,2014
0,0,Golden Tate,@Car,0,0,0,0,0,0,5.0,WR,0,0,57,5,0,0,0,0,2,2014
0,0,Brandon Tate,Atl,0,0,0,0,0,0,5.0,WR,0,0,50,1,0,0,0,0,2,2014
0,0,Cordarrelle Patterson,NE,0,0,0,0,0,0,5.0,WR,0,0,56,4,0,0,0,0,2,2014
0,0,Jeremy Kerley,@GB,0,0,0,0,0,0,5.0,WR,0,0,22,3,0,0,0,37,2,2014
0,0,Vincent Jackson,Stl,0,0,0,0,0,0,5.0,WR,0,0,51,4,0,0,0,0,2,2014
0,0,Ryan Grant,Jax,0,0,0,0,0,0,5.0,WR,0,0,57,5,0,0,0,0,2,2014
0,0,Larry Fitzgerald,@NYG,0,0,0,0,0,0,5.0,WR,0,0,51,6,0,0,0,0,2,2014
0,0,Keenan Allen,Sea,0,0,0,0,0,0,5.0,WR,0,0,55,5,0,0,0,0,2,2014
0,0,Davante Adams,NYJ,0,0,0,0,0,0,5.0,WR,0,0,50,5,0,0,0,0,2,2014
0,0,Roddy White,@Cin,0,0,0,0,0,0,4.0,WR,0,0,42,5,0,0,0,0,2,2014
0,0,Dane Sanzenbacher,Atl,0,0,0,0,0,0,4.0,WR,0,0,42,2,0,0,0,0,2,2014
0,0,Austin Pettis,@TB,0,0,0,0,0,0,4.0,WR,0,0,46,3,0,0,0,0,2,2014
0,0,Alshon Jeffery,@SF,0,0,0,0,0,0,4.0,WR,0,0,47,3,0,0,0,0,2,2014
0,0,Andre Holmes,Hou,0,0,0,0,0,0,4.0,WR,0,0,45,5,0,0,0,0,2,2014
0,0,Mike Evans,Stl,0,0,0,0,0,0,4.0,WR,0,0,49,4,0,0,0,0,2,2014
0,0,Brandin Cooks,@Cle,0,0,0,0,0,0,4.0,WR,0,0,17,3,0,2,0,31,2,2014
0,0,Derek Carrier,Chi,0,0,0,0,0,0,4.0,WR,0,0,41,3,0,0,0,0,2,2014
0,0,Dwayne Bowe,@Den,0,0,0,0,0,0,4.0,WR,0,0,40,3,0,0,0,0,2,2014
0,0,Kelvin Benjamin,Det,0,0,0,0,0,0,4.0,WR,0,0,46,2,0,0,0,0,2,2014
0,0,Kendall Wright,Dal,0,0,0,0,0,0,3.0,WR,0,0,31,3,0,0,0,0,2,2014
0,0,Robert Meachem,@Cle,0,0,0,0,0,0,3.0,WR,0,0,37,3,0,0,0,0,2,2014
0,1,Jarvis Landry,@Buf,0,0,0,0,0,0,3.0,WR,0,0,49,5,0,0,0,0,2,2014
0,0,Brian Hartline,@Buf,0,0,0,0,0,0,3.0,WR,0,0,36,5,0,0,0,0,2,2014
0,0,Harry Douglas,@Cin,0,0,0,0,0,0,3.0,WR,0,0,38,4,0,0,0,0,2,2014
0,0,Anquan Boldin,Chi,0,0,0,0,0,0,3.0,WR,0,0,34,2,0,0,0,0,2,2014
0,0,Doug Baldwin,@SD,0,0,0,0,0,0,3.0,WR,0,0,35,3,0,0,0,0,2,2014
0,0,Terrance Williams,@Ten,0,0,0,0,0,0,2.0,WR,0,0,20,2,0,0,0,0,2,2014
0,0,Reggie Wayne,Phi,0,0,0,0,0,0,2.0,WR,0,0,28,3,0,0,0,0,2,2014
0,0,Kenny Stills,@Cle,0,0,0,0,0,0,2.0,WR,0,0,25,3,0,0,0,0,2,2014
0,0,Preston Parker,Ari,0,0,0,0,0,0,2.0,WR,0,0,29,1,0,0,0,0,2,2014
0,0,Denarius Moore,Hou,0,0,0,0,0,0,2.0,WR,0,0,29,3,0,0,0,0,2,2014
0,0,Stevie Johnson,Chi,0,0,0,0,0,0,2.0,WR,0,0,26,2,0,0,0,0,2,2014
0,0,Justin Hunter,Dal,0,0,0,0,0,0,2.0,WR,0,0,26,2,0,0,0,0,2,2014
0,0,Santonio Holmes,@SF,0,0,0,0,0,0,2.0,WR,0,0,20,2,0,0,0,0,2,2014
0,0,Junior Hemingway,@Den,0,0,0,0,0,0,2.0,WR,0,0,21,2,0,0,0,0,2,2014
0,0,Derek Hagan,Dal,0,0,0,0,0,0,2.0,WR,0,0,25,1,0,0,0,0,2,2014
0,0,Brandon Gibson,@Buf,0,0,0,0,0,0,2.0,WR,0,0,27,3,0,0,0,0,2,2014
0,0,John Brown,@NYG,0,0,0,0,0,0,2.0,WR,0,0,28,3,0,1,0,2,2,2014
0,0,Kenny Britt,@TB,0,0,0,0,0,0,2.0,WR,0,0,17,1,0,1,0,12,2,2014
0,0,Tavon Austin,@TB,0,0,0,0,0,0,2.0,WR,0,0,0,0,0,2,0,21,2,2014
0,0,Jarius Wright,NE,0,0,0,0,0,0,1.0,WR,0,0,12,1,0,1,0,-5,2,2014
0,0,Bryan Walters,@SD,0,0,0,0,0,0,1.0,WR,0,0,17,2,0,0,0,0,2,2014
0,0,Torrey Smith,Pit,0,0,0,0,0,0,1.0,WR,0,0,10,1,0,0,0,0,2,2014
0,1,Jeremy Ross,@Car,0,0,0,0,0,0,1.0,WR,0,0,23,2,0,0,0,0,2,2014
0,0,Denard Robinson,@Was,0,0,0,0,0,0,1.0,WR,0,0,14,2,0,0,0,0,2,2014
0,0,Marcel Reece,Hou,0,0,0,0,0,0,1.0,WR,0,0,11,1,0,0,0,0,2,2014
0,0,Donte Moncrief,Phi,0,0,0,0,0,0,1.0,WR,0,0,16,1,0,0,0,0,2,2014
0,0,Jordan Matthews,@Ind,0,0,0,0,0,0,1.0,WR,0,0,17,1,0,0,0,0,2,2014
0,0,Marqise Lee,@Was,0,0,0,0,0,0,1.0,WR,0,0,11,2,0,0,0,0,2,2014
0,0,Jerrel Jernigan,Ari,0,0,0,0,0,0,1.0,WR,0,0,15,2,0,0,0,0,2,2014
0,0,A.J. Jenkins,@Den,0,0,0,0,0,0,1.0,WR,0,0,16,3,0,0,0,0,2,2014
0,0,DeSean Jackson,Jax,0,0,0,0,0,0,1.0,WR,0,0,19,1,0,0,0,0,2,2014
0,0,Allen Hurns,@Was,0,0,0,0,0,0,1.0,WR,0,0,13,2,0,0,0,0,2,2014
0,0,Robert Herron,Stl,0,0,0,0,0,0,1.0,WR,0,0,13,2,0,0,0,0,2,2014
0,0,Chris Givens,@TB,0,0,0,0,0,0,1.0,WR,0,0,15,1,0,0,0,0,2,2014
0,0,Pierre Garcon,Jax,0,0,0,0,0,0,1.0,WR,0,0,12,1,0,0,0,0,2,2014
0,0,Taylor Gabriel,NO,0,0,0,0,0,0,1.0,WR,0,0,13,3,0,0,0,0,2,2014
0,0,Michael Floyd,@NYG,0,0,0,0,0,0,1.0,WR,0,0,19,1,0,0,0,0,2,2014
0,0,Aaron Dobson,@Min,0,0,0,0,0,0,1.0,WR,0,0,13,1,0,0,0,0,2,2014
0,0,Jeff Cumberland,@GB,0,0,0,0,0,0,1.0,WR,0,0,14,1,0,0,0,0,2,2014
0,0,Philly Brown,Det,0,0,0,0,0,0,1.0,WR,0,0,0,0,0,1,0,11,2,2014
0,0,Cole Beasley,@Ten,0,0,0,0,0,0,1.0,WR,0,0,10,1,0,0,0,0,2,2014
0,0,Donnie Avery,@Den,0,0,0,0,0,0,1.0,WR,0,0,14,3,0,0,0,0,2,2014
0,0,Robert Woods,Mia,0,0,0,0,0,0,0.0,WR,0,0,5,1,0,0,0,0,2,2014
0,0,Mike Williams,Mia,0,0,0,0,0,0,0.0,WR,0,0,3,1,0,0,0,0,2,2014
0,0,Nate Washington,Dal,0,0,0,0,0,0,0.0,WR,0,0,1,1,0,0,0,0,2,2014
0,0,Rod Streater,Hou,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,2,2014
0,0,Aldrick Robinson,Jax,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,2,2014
0,0,Hakeem Nicks,Phi,0,0,0,0,0,0,0.0,WR,0,0,-4,1,0,0,0,0,2,2014
0,0,David Nelson,@GB,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,2,2014
0,0,Rishard Matthews,@Buf,0,0,0,0,0,0,0.0,WR,0,0,4,1,0,0,0,0,2,2014
0,0,Ricardo Lockette,@SD,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,1,0,2,2,2014
0,0,Jacoby Jones,Pit,0,0,0,0,0,0,0.0,WR,0,0,4,1,0,1,0,2,2,2014
0,0,Damaris Johnson,@Oak,0,0,0,0,0,0,0.0,WR,0,0,4,1,0,0,0,0,2,2014
0,0,Greg Jennings,NE,0,0,0,0,0,0,0.0,WR,0,0,4,1,0,0,0,0,2,2014
0,0,Marquise Goodwin,Mia,0,0,0,0,0,0,0.0,WR,0,0,0,0,0,1,0,4,2,2014
0,0,Riley Cooper,@Ind,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,2,2014
0,0,Brice Butler,Hou,0,0,0,0,0,0,0.0,WR,0,0,-2,1,0,0,0,0,2,2014
0,0,Jarrett Boykin,NYJ,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,2,2014
0,0,Brenton Bersin,Det,0,0,0,0,0,0,0.0,WR,0,0,8,1,0,0,0,0,2,2014
0,0,Travis Benjamin,NO,0,0,0,0,0,0,0.0,WR,0,0,6,1,0,0,0,0,2,2014
0,1,Justin Brown,@Bal,0,0,0,0,0,0,-1.0,WR,0,0,6,1,0,0,0,0,2,2014
0,0,Julio Jones,TB,0,0,0,0,0,0,28.0,WR,0,2,161,9,0,0,0,0,3,2014
0,0,Jeremy Maclin,Was,0,0,0,0,0,0,21.0,WR,0,1,154,8,0,0,0,0,3,2014
0,0,Antonio Brown,@Car,0,0,0,0,0,0,21.0,WR,0,2,90,10,0,0,0,0,3,2014
0,0,Pierre Garcon,@Phi,0,0,0,0,0,0,19.0,WR,0,1,138,11,0,0,0,0,3,2014
0,0,Jordan Matthews,Was,0,0,0,0,0,0,17.0,WR,0,2,59,8,0,0,0,0,3,2014
0,0,DeSean Jackson,@Phi,0,0,0,0,0,0,17.0,WR,0,1,117,5,0,0,0,0,3,2014
0,0,John Brown,SF,0,0,0,0,0,0,17.0,WR,0,2,52,4,0,0,0,0,3,2014
0,0,Kelvin Benjamin,Pit,0,0,0,0,0,0,17.0,WR,0,1,115,8,0,0,0,0,3,2014
0,0,Eddie Royal,@Buf,0,0,0,0,0,0,16.0,WR,0,2,42,4,0,0,0,0,3,2014
0,0,Victor Cruz,Hou,0,0,0,0,0,0,16.0,WR,0,1,107,5,0,0,0,0,3,2014
0,0,Emmanuel Sanders,@Sea,0,0,0,0,0,0,14.0,WR,0,0,149,11,0,0,0,0,3,2014
0,0,Jeremy Kerley,Chi,0,0,0,0,0,0,14.0,WR,0,1,81,7,0,0,0,0,3,2014
0,0,Michael Crabtree,@Ari,0,0,0,0,0,0,14.0,WR,0,1,80,10,0,1,0,4,3,2014
0,0,Dez Bryant,@Stl,0,0,0,0,0,0,14.0,WR,0,1,89,6,0,0,0,0,3,2014
