,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
23,23,23,0,0,Randall Cobb,Packers,0,0,0,0,0,0,8.0,WR,0,0,85,9,0,0,0,0,1,2017
132,132,132,0,0,Randall Cobb,Falcons,0,0,0,0,0,0,7.0,WR,0,0,60,6,0,1,0,10,2,2017
360,360,360,0,0,Randall Cobb,Packers,0,0,0,0,0,0,10.0,WR,0,1,44,4,0,0,0,0,4,2017
524,524,524,0,0,Randall Cobb,Cowboys,0,0,0,0,0,0,2.0,WR,0,0,29,4,0,0,0,0,5,2017
630,630,630,0,0,Randall Cobb,Vikings,0,0,0,0,0,0,2.0,WR,0,0,28,3,0,0,0,0,6,2017
754,754,754,0,0,Randall Cobb,Packers,0,0,0,0,0,0,1.0,WR,0,0,15,2,0,0,0,0,7,2017
902,902,902,0,0,Randall Cobb,Packers,0,0,0,0,0,0,5.0,WR,0,0,58,5,0,1,0,1,9,2017
1005,1005,1005,0,0,Randall Cobb,Bears,0,0,0,0,0,0,5.0,WR,0,0,52,3,0,4,0,8,10,2017
1127,1127,1127,0,0,Randall Cobb,Packers,0,0,0,0,0,0,3.0,WR,0,0,34,3,0,1,0,0,11,2017
1190,1190,1190,0,0,Randall Cobb,Steelers,0,0,0,0,0,0,11.0,WR,0,1,58,4,0,0,0,0,12,2017
