,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
5,5,5,0,0,Philip Rivers,Broncos,0,33,22,1,3,192,23.0,QB,0,0,0,0,0,0,0,0,1,2017
41,41,41,0,0,Philip Rivers,Chargers,0,39,31,0,1,331,19.0,QB,0,0,0,0,0,1,0,0,2,2017
98,98,98,0,0,Philip Rivers,Chargers,0,40,20,3,0,237,3.0,QB,0,0,0,0,0,0,0,0,3,2017
111,111,111,0,1,Philip Rivers,Chargers,0,38,22,0,2,347,24.0,QB,0,0,0,0,0,0,0,0,4,2017
144,144,144,0,0,Philip Rivers,Giants,0,44,21,1,3,258,26.0,QB,0,0,0,0,0,4,0,5,5,2017
179,179,179,0,0,Philip Rivers,Raiders,0,36,25,0,1,268,16.0,QB,0,0,0,0,0,2,0,-4,6,2017
213,213,213,0,0,Philip Rivers,Chargers,0,26,15,0,2,183,19.0,QB,0,0,0,0,0,0,0,0,7,2017
253,253,253,0,0,Philip Rivers,Patriots,0,30,17,1,1,212,12.0,QB,0,0,0,0,0,0,0,0,8,2017
306,306,306,0,0,Philip Rivers,Jaguars,0,37,21,1,2,235,19.0,QB,0,0,0,0,0,2,0,-1,10,2017
337,337,337,0,0,Philip Rivers,Chargers,0,32,20,0,2,251,22.0,QB,0,0,0,0,0,0,0,0,11,2017
361,361,361,0,0,Philip Rivers,Cowboys,0,33,27,0,3,434,35.0,QB,0,0,0,0,0,5,0,-5,12,2017
408,408,408,0,0,Philip Rivers,Chargers,0,43,31,0,1,344,19.0,QB,0,0,0,0,0,2,0,-2,13,2017
