,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
2586,2010.0,1,Colts,0.0,0.0,1.0,Texans,98.0,34.0,4.0,DST,257.0,2.0,0.0,355.0,0.0,1.0
2595,2010.0,2,Colts,0.0,0.0,1.0,Giants,98.0,34.0,4.0,DST,257.0,2.0,0.0,355.0,0.0,1.0
2634,2010.0,3,Colts,0.0,1.0,1.0,Broncos,117.5,24.0,12.0,DST,188.5,3.0,0.0,306.0,0.5,0.5
2682,2010.0,4,Colts,0.0,1.0,1.0,Jaguars,235.66666666666666,20.333333333333332,12.0,DST,141.33333333333334,2.3333333333333335,0.0,377.0,0.3333333333333333,0.6666666666666666
2699,2010.0,5,Colts,0.0,0.75,0.75,Chiefs,217.5,23.0,9.0,DST,149.5,1.75,0.0,367.0,0.25,0.75
2726,2010.0,6,Colts,0.0,0.8,0.6,Redskins,203.6,20.2,9.2,DST,142.2,1.6,0.0,345.8,0.2,0.6
2773,2010.0,8,Colts,0.0,0.6666666666666666,0.8333333333333334,Texans,206.66666666666666,20.833333333333332,9.0,DST,137.33333333333334,1.8333333333333333,0.0,344.0,0.16666666666666666,0.6666666666666666
2815,2010.0,9,Colts,0.0,0.7142857142857143,0.8571428571428571,Eagles,203.28571428571428,20.285714285714285,10.142857142857142,DST,133.14285714285714,2.0,0.0,336.42857142857144,0.2857142857142857,0.5714285714285714
2820,2010.0,10,Colts,0.0,0.625,0.75,Bengals,203.75,21.0,9.375,DST,140.875,2.125,0.0,344.625,0.25,0.625
2877,2010.0,11,Colts,0.0,0.7777777777777778,1.0,Patriots,211.0,20.555555555555557,10.88888888888889,DST,133.22222222222223,2.2222222222222223,0.0,344.22222222222223,0.3333333333333333,0.5555555555555556
2909,2010.0,12,Colts,0.0,0.7,0.9,Chargers,207.7,21.6,9.9,DST,136.7,2.1,0.0,344.4,0.3,0.6
2928,2010.0,13,Colts,0.0,0.6363636363636364,0.8181818181818182,Cowboys,204.45454545454547,22.90909090909091,9.181818181818182,DST,136.0,2.090909090909091,0.0,340.45454545454544,0.2727272727272727,0.5454545454545454
2971,2010.0,14,Colts,0.08333333333333333,0.5833333333333334,0.75,Titans,200.0,24.166666666666668,9.25,DST,142.75,2.0833333333333335,0.0,342.75,0.3333333333333333,0.5
2984,2010.0,15,Colts,0.07692307692307693,0.6923076923076923,0.6923076923076923,Jaguars,203.3846153846154,24.46153846153846,8.846153846153847,DST,141.07692307692307,1.9230769230769231,0.0,344.46153846153845,0.3076923076923077,0.5384615384615384
3032,2010.0,16,Colts,0.07142857142857142,0.7142857142857143,0.7142857142857143,Raiders,209.5,24.428571428571427,9.071428571428571,DST,135.78571428571428,1.8571428571428572,0.0,345.2857142857143,0.35714285714285715,0.5
3061,2010.0,17,Colts,0.06666666666666667,0.6666666666666666,0.6666666666666666,Titans,209.53333333333333,24.533333333333335,8.733333333333333,DST,132.06666666666666,1.9333333333333333,0.0,341.6,0.3333333333333333,0.5333333333333333
1558,2011.0,1,Colts,0.0,1.0,2.0,Texans,217.0,34.0,7.0,DST,167.0,1.0,0.0,384.0,0.0,1.0
1591,2011.0,2,Colts,0.0,1.0,2.0,Browns,217.0,34.0,7.0,DST,167.0,1.0,0.0,384.0,0.0,1.0
1603,2011.0,3,Colts,0.0,1.0,1.0,Steelers,207.0,30.5,5.5,DST,136.5,1.0,0.0,343.5,0.0,0.5
1658,2011.0,4,Colts,0.0,1.3333333333333333,1.0,Buccaneers,251.66666666666666,28.0,9.0,DST,113.33333333333333,1.6666666666666667,0.0,365.0,0.3333333333333333,0.3333333333333333
1687,2011.0,5,Colts,0.0,1.0,0.75,Chiefs,257.25,27.0,7.5,DST,133.0,1.75,0.0,390.25,0.25,0.5
1714,2011.0,6,Colts,0.0,0.8,0.6,Bengals,254.2,27.2,6.4,DST,145.2,1.8,0.0,399.4,0.2,0.4
1740,2011.0,7,Colts,0.0,0.6666666666666666,0.5,Saints,255.83333333333334,27.166666666666668,5.5,DST,136.66666666666666,1.5,0.0,392.5,0.16666666666666666,0.5
1767,2011.0,8,Colts,0.0,0.5714285714285714,0.42857142857142855,Titans,265.14285714285717,32.142857142857146,5.0,DST,150.85714285714286,1.5714285714285714,0.0,416.0,0.14285714285714285,0.5714285714285714
1781,2011.0,9,Colts,0.0,0.5,0.375,Falcons,258.875,31.5,4.625,DST,144.0,1.5,0.0,402.875,0.125,0.625
1814,2011.0,10,Colts,0.0,0.4444444444444444,0.4444444444444444,Jaguars,260.0,31.444444444444443,5.111111111111111,DST,146.11111111111111,1.4444444444444444,0.0,406.1111111111111,0.2222222222222222,0.5555555555555556
