,Year,Week,Team,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games
541,2013,1,Chargers,0,0,1,Texans,329,31,4.0,DST,120,2.0,0,449,0,0
574,2013,2,Chargers,0,0,0,Eagles,411,30,2.0,DST,100,2.0,0,511,0,1
597,2013,3,Chargers,0,0,0,Titans,282,20,6.0,DST,170,2.0,0,452,0,1
629,2013,4,Chargers,0,1,0,Cowboys,227,21,6.0,DST,92,3.0,0,319,0,0
657,2013,5,Chargers,0,0,0,Raiders,195,27,5.0,DST,104,4.0,0,299,0,1
680,2013,6,Chargers,0,0,1,Colts,193,9,10.0,DST,74,1.0,0,267,0,0
698,2013,7,Chargers,0,0,1,Jaguars,275,6,18.0,DST,78,6.0,0,353,0,1
757,2013,9,Chargers,2,0,1,Redskins,291,30,12.0,DST,209,0.0,0,500,1,1
801,2013,10,Chargers,0,1,0,Broncos,313,28,4.0,DST,84,2.0,0,397,0,0
816,2013,11,Chargers,0,0,1,Dolphins,239,20,10.0,DST,104,4.0,0,343,0,1
854,2013,12,Chargers,0,1,1,Chiefs,281,38,7.0,DST,114,3.0,0,395,0,1
880,2013,13,Chargers,0,1,1,Bengals,190,17,8.0,DST,164,0.0,0,354,0,0
904,2013,14,Chargers,0,1,2,Giants,241,14,12.0,DST,92,2.0,0,333,0,0
947,2013,15,Chargers,0,0,1,Broncos,277,20,7.0,DST,18,1.0,0,295,0,1
973,2013,16,Chargers,0,1,1,Raiders,206,13,12.0,DST,59,1.0,0,265,0,0
1021,2013,17,Chargers,0,0,0,Chiefs,189,24,3.0,DST,143,2.0,0,332,0,0
