,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
1571,7,0,2,2,John Kasay,Packers,10.0,K,1,4,4,2011,1
1598,34,1,3,3,John Kasay,Bears,14.0,K,2,3,3,2011,0
1650,86,0,1,1,John Kasay,Texans,6.0,K,3,3,3,2011,0
1671,107,0,5,3,John Kasay,Jaguars,11.0,K,4,2,2,2011,1
1699,135,0,3,3,John Kasay,Panthers,12.0,K,5,3,3,2011,1
1730,166,0,2,2,John Kasay,Buccaneers,8.0,K,6,2,2,2011,1
1752,188,0,2,2,John Kasay,Colts,14.0,K,7,8,8,2011,0
1796,232,0,1,0,John Kasay,Rams,3.0,K,8,3,3,2011,1
1809,245,0,3,2,John Kasay,Buccaneers,9.0,K,9,3,3,2011,0
1831,267,1,5,4,John Kasay,Falcons,16.0,K,10,2,2,2011,1
1918,354,0,0,0,John Kasay,Giants,7.0,K,12,7,7,2011,0
1941,377,0,1,1,John Kasay,Lions,7.0,K,13,4,4,2011,0
1965,401,0,3,3,John Kasay,Titans,10.0,K,14,1,1,2011,1
2012,448,0,1,0,John Kasay,Min,6.0,K,15,6,6,2011,1
2040,476,0,1,1,John Kasay,Falcons,9.0,K,16,6,6,2011,0
2069,505,0,1,1,John Kasay,Panthers,9.0,K,17,6,6,2011,0
