,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Away Games_x,Team,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games_y
0,25,0,1,1,Matt Prater,Steelers,5.0,K,1,2,2,2012,0,Steelers,0,1,0,Broncos,240,31,4.0,DST,94,2.0,0,334,0,1
1,63,0,0,0,Matt Prater,Falcons,3.0,K,2,3,3,2012,1,Falcons,0,1,3,Broncos,218,21,12.0,DST,118,3.0,0,336,0,0
2,70,1,3,3,Matt Prater,Texans,13.0,K,3,2,2,2012,0,Texans,0,1,0,Broncos,316,25,6.0,DST,59,3.0,0,375,0,1
3,101,1,3,3,Matt Prater,Raiders,15.0,K,4,4,4,2012,0,Raiders,0,1,0,Broncos,338,37,2.0,DST,165,0.0,0,503,0,1
4,151,0,0,0,Matt Prater,Patriots,3.0,K,5,3,3,2012,1,Patriots,0,3,0,Broncos,324,21,9.0,DST,70,2.0,0,394,0,0
5,180,0,0,0,Matt Prater,Chargers,5.0,K,6,5,5,2012,1,Chargers,0,2,1,Broncos,309,35,12.0,DST,56,0.0,0,365,1,0
6,221,0,2,2,Matt Prater,Saints,10.0,K,8,4,4,2012,0,Saints,0,1,0,Broncos,305,34,2.0,DST,225,0.0,0,530,0,1
7,254,0,1,1,Matt Prater,Bengals,7.0,K,9,4,4,2012,1,Bengals,0,0,2,Broncos,291,31,4.0,DST,68,0.0,0,359,0,0
8,276,1,3,2,Matt Prater,Panthers,12.0,K,10,4,4,2012,1,Panthers,0,2,0,Broncos,295,36,5.0,DST,65,1.0,0,360,0,0
9,308,0,4,3,Matt Prater,Chargers,12.0,K,11,3,3,2012,0,Chargers,0,1,1,Broncos,253,30,15.0,DST,133,3.0,1,386,1,1
10,354,0,3,1,Matt Prater,Chiefs,5.0,K,12,2,2,2012,1,Chiefs,0,0,1,Broncos,273,17,8.0,DST,95,2.0,0,368,0,0
11,381,0,2,1,Matt Prater,Buccaneers,7.0,K,13,4,4,2012,0,Buccaneers,0,0,1,Broncos,242,31,2.0,DST,91,0.0,0,333,0,1
12,398,0,4,4,Matt Prater,Raiders,14.0,K,14,2,2,2012,1,Raiders,0,0,1,Broncos,288,26,6.0,DST,140,3.0,0,428,0,0
13,435,0,3,2,Matt Prater,Ravens,10.0,K,15,4,4,2012,1,Ravens,0,0,0,Broncos,187,34,2.0,DST,163,2.0,0,350,0,0
14,464,0,2,2,Matt Prater,Browns,10.0,K,16,4,4,2012,0,Browns,0,0,1,Broncos,339,34,2.0,DST,118,0.0,0,457,0,1
15,500,0,1,1,Matt Prater,Chiefs,8.0,K,17,5,5,2012,0,Chiefs,0,1,0,Broncos,316,38,2.0,DST,172,0.0,0,488,0,1
