,Unnamed: 0,Unnamed: 0.1,Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
66,66,66.0,0.0,0.0,James Conner,Browns,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RB,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,1,2017.0
168,168,66.0,0.0,0.0,James Conner,Steelers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RB,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,2,2017.0
323,323,117.0,0.0,0.0,James Conner,Ravens,0.0,0.0,0.0,0.0,0.0,0.0,0.5,RB,0.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0,4,2017.0
433,433,185.66666666666666,0.0,0.0,James Conner,Steelers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RB,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.333333333333334,5,2017.0
491,491,247.5,0.0,0.0,James Conner,Chiefs,0.0,0.0,0.0,0.0,0.0,0.0,0.75,RB,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.75,6,2017.0
573,573,296.2,0.0,0.0,James Conner,Steelers,0.0,0.0,0.0,0.0,0.0,0.0,0.8,RB,0.0,0.0,0.0,0.0,0.0,2.8,0.0,13.8,7,2017.0
658,658,342.3333333333333,0.0,0.0,James Conner,Lions,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,RB,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,0.0,14.666666666666666,8,2017.0
803,803,387.42857142857144,0.0,0.0,James Conner,Colts,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,RB,0.0,0.0,0.0,0.0,0.0,2.5714285714285716,0.0,12.714285714285714,10,2017.0
877,877,439.375,0.0,0.0,James Conner,Steelers,0.0,0.0,0.0,0.0,0.0,0.0,0.75,RB,0.0,0.0,0.0,0.0,0.0,2.375,0.0,12.625,11,2017.0
1050,1050,488.0,0.0,0.0,James Conner,Bengals,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,RB,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,12.555555555555555,13,2017.0
