,Unnamed: 0,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year,Away Games
0,0,2,4,4,Brandon McManus,Ravens,17.0,K,1,1,1,2015,0
1,1,1,4,4,Josh Brown,Cowboys,16.0,K,1,2,2,2015,1
2,2,0,4,4,Matt Bryant,Eagles,14.0,K,1,2,2,2015,0
3,3,0,4,4,Zach Hocker,Cardinals,13.0,K,1,1,1,2015,1
4,4,1,3,3,Robbie Gould,Packers,13.0,K,1,2,2,2015,0
5,5,0,3,3,Stephen Hauschka,Rams,11.0,K,1,2,2,2015,1
6,6,0,2,2,Greg Zuerlein,Seahawks,10.0,K,1,4,4,2015,0
7,7,1,2,2,Justin Tucker,Broncos,9.0,K,1,1,1,2015,1
8,8,0,3,2,Cairo Santos,Texans,9.0,K,1,3,3,2015,1
9,9,0,2,2,Mike Nugent,Raiders,9.0,K,1,4,3,2015,1
10,10,0,2,2,Josh Lambo,Lions,9.0,K,1,4,3,2015,0
11,11,0,2,2,Dan Carpenter,Colts,9.0,K,1,3,3,2015,0
12,12,0,2,2,Dan Bailey,Giants,9.0,K,1,3,3,2015,0
13,13,0,4,2,Graham Gano,Jaguars,8.0,K,1,2,2,2015,1
14,14,0,3,2,Phil Dawson,Min,8.0,K,1,2,2,2015,0
15,15,0,4,2,Josh Scobee,Patriots,7.0,K,1,1,1,2015,1
16,16,0,1,1,Nick Folk,Browns,7.0,K,1,4,4,2015,0
17,17,0,1,1,Mason Crosby,Bears,7.0,K,1,4,4,2015,1
18,18,0,1,1,Chandler Catanzaro,Saints,7.0,K,1,4,4,2015,0
19,19,0,0,0,Ryan Succop,Buccaneers,6.0,K,1,6,6,2015,1
20,20,0,2,1,Cody Parkey,Falcons,6.0,K,1,3,3,2015,1
21,21,0,2,2,Randy Bullock,Chiefs,6.0,K,1,1,0,2015,0
22,22,0,1,1,Andrew Franks,Redskins,5.0,K,1,2,2,2015,1
23,23,0,0,0,Matt Prater,Chargers,4.0,K,1,4,4,2015,1
24,24,0,0,0,Stephen Gostkowski,Steelers,4.0,K,1,4,4,2015,0
25,25,0,2,1,Kai Forbath,Dolphins,4.0,K,1,1,1,2015,0
26,26,0,1,1,Travis Coons,Jets,4.0,K,1,1,1,2015,1
27,27,0,2,1,Blair Walsh,49ers,3.0,K,1,0,0,2015,1
28,28,0,2,1,Jason Myers,Panthers,3.0,K,1,1,0,2015,0
29,29,0,0,0,Kyle Brindza,Titans,2.0,K,1,2,2,2015,0
30,30,0,0,0,Sebastian Janikowski,Bengals,1.0,K,1,1,1,2015,0
31,31,0,1,0,Adam Vinatieri,Bills,0.0,K,1,0,0,2015,1
32,32,1,4,4,Stephen Gostkowski,Bills,18.0,K,2,4,4,2015,1
33,33,1,5,4,Kyle Brindza,Saints,16.0,K,2,2,2,2015,1
34,34,0,4,4,Justin Tucker,Raiders,15.0,K,2,3,3,2015,1
35,35,1,4,4,Mason Crosby,Seahawks,15.0,K,2,1,1,2015,0
36,36,1,3,3,Jason Myers,Dolphins,13.0,K,2,2,2,2015,0
37,37,0,3,3,Sebastian Janikowski,Ravens,13.0,K,2,4,4,2015,0
38,38,1,3,3,Robbie Gould,Cardinals,13.0,K,2,2,2,2015,0
39,39,1,1,1,Brandon McManus,Chiefs,9.0,K,2,4,4,2015,1
40,40,0,2,2,Blair Walsh,Lions,8.0,K,2,3,2,2015,0
41,41,0,3,2,Andrew Franks,Jaguars,8.0,K,2,2,2,2015,1
42,42,0,3,2,Nick Folk,Colts,8.0,K,2,2,2,2015,1
43,43,0,2,2,Josh Brown,Falcons,8.0,K,2,2,2,2015,0
44,44,0,2,2,Dan Bailey,Eagles,8.0,K,2,2,2,2015,1
45,45,0,3,2,Josh Lambo,Bengals,7.0,K,2,1,1,2015,1
46,46,1,1,1,Stephen Hauschka,Packers,7.0,K,2,2,2,2015,1
47,47,1,1,1,Greg Zuerlein,Redskins,6.0,K,2,1,1,2015,1
48,48,0,1,1,Cairo Santos,Broncos,6.0,K,2,3,3,2015,0
49,49,0,2,1,Mike Nugent,Chargers,6.0,K,2,3,3,2015,0
50,50,0,1,1,Dustin Hopkins,Rams,6.0,K,2,3,3,2015,0
51,51,0,2,1,Graham Gano,Texans,6.0,K,2,3,3,2015,0
52,52,0,0,0,Chandler Catanzaro,Bears,6.0,K,2,7,6,2015,1
53,53,0,1,1,Matt Bryant,Giants,6.0,K,2,3,3,2015,1
54,54,0,1,1,Randy Bullock,Panthers,5.0,K,2,2,2,2015,1
55,55,0,1,1,Matt Prater,Min,4.0,K,2,1,1,2015,1
56,56,0,1,1,Cody Parkey,Cowboys,4.0,K,2,1,1,2015,0
57,57,0,1,1,Phil Dawson,Steelers,4.0,K,2,1,1,2015,1
58,58,0,0,0,Travis Coons,Titans,4.0,K,2,4,4,2015,0
59,59,0,0,0,Josh Scobee,49ers,3.0,K,2,4,3,2015,0
60,60,0,0,0,Ryan Succop,Browns,2.0,K,2,2,2,2015,1
61,61,0,0,0,Dan Carpenter,Patriots,2.0,K,2,3,2,2015,0
62,62,0,1,0,Adam Vinatieri,Jets,1.0,K,2,1,1,2015,0
63,63,0,1,0,Zach Hocker,Buccaneers,1.0,K,2,2,1,2015,0
64,64,0,3,3,Stephen Gostkowski,Jaguars,15.0,K,3,6,6,2015,0
65,65,0,4,4,Stephen Hauschka,Bears,14.0,K,3,2,2,2015,0
66,66,1,3,2,Dan Carpenter,Dolphins,13.0,K,3,5,5,2015,1
67,67,0,3,3,Josh Brown,Redskins,12.0,K,3,3,3,2015,0
68,68,0,2,2,Ryan Succop,Colts,9.0,K,3,3,3,2015,0
69,69,0,2,2,Sebastian Janikowski,Browns,9.0,K,3,3,3,2015,1
70,70,0,2,2,Graham Gano,Saints,9.0,K,3,3,3,2015,0
71,71,0,1,1,Chandler Catanzaro,49ers,9.0,K,3,6,6,2015,0
72,72,0,1,1,Mason Crosby,Chiefs,8.0,K,3,5,5,2015,0
