,50+,Points,FGA,Week,XPM,XPA,Year,Away Games,FGM,Name,Opponent,Position
519,32.0,1419857.0,243.0,1,1024.0,1024.0,2014,0.0,243.0,Matt Bryant,Saints,K
520,0.0,759375.0,1024.0,1,243.0,243.0,2014,0.0,1024.0,Caleb Sturgis,Patriots,K
521,0.0,759375.0,7776.0,1,0.0,0.0,2014,1.0,3125.0,Mike Nugent,Ravens,K
522,0.0,537824.0,1024.0,1,32.0,32.0,2014,1.0,1024.0,Ryan Succop,Chiefs,K
523,1.0,371293.0,243.0,1,32.0,32.0,2014,1.0,243.0,Dan Carpenter,Bears,K
524,1.0,248832.0,32.0,1,1024.0,1024.0,2014,1.0,32.0,Blair Walsh,Rams,K
525,0.0,248832.0,243.0,1,243.0,243.0,2014,0.0,243.0,Shaun Suisham,Browns,K
526,1.0,248832.0,32.0,1,1024.0,1024.0,2014,0.0,32.0,Cody Parkey,Jaguars,K
527,1.0,248832.0,32.0,1,1024.0,1024.0,2014,1.0,32.0,Shayne Graham,Falcons,K
528,0.0,100000.0,32.0,1,1024.0,1024.0,2014,0.0,32.0,Stephen Hauschka,Packers,K
529,0.0,59049.0,243.0,1,243.0,243.0,2014,0.0,32.0,Nate Freese,Giants,K
530,0.0,59049.0,32.0,1,243.0,243.0,2014,1.0,32.0,Billy Cundiff,Steelers,K
531,1.0,32768.0,243.0,1,0.0,0.0,2014,0.0,32.0,Greg Zuerlein,Min,K
532,0.0,32768.0,32.0,1,32.0,32.0,2014,0.0,32.0,Robbie Gould,Bills,K
533,0.0,32768.0,32.0,1,32.0,32.0,2014,1.0,32.0,Stephen Gostkowski,Dolphins,K
534,0.0,32768.0,243.0,1,32.0,32.0,2014,1.0,32.0,Graham Gano,Buccaneers,K
535,0.0,16807.0,1.0,1,1024.0,1024.0,2014,0.0,1.0,Brandon McManus,Colts,K
536,0.0,16807.0,32.0,1,1.0,1.0,2014,0.0,32.0,Nick Folk,Raiders,K
537,0.0,7776.0,1.0,1,243.0,243.0,2014,1.0,1.0,Adam Vinatieri,Broncos,K
538,0.0,7776.0,32.0,1,0.0,0.0,2014,0.0,32.0,Chandler Catanzaro,Chargers,K
539,0.0,3125.0,243.0,1,32.0,32.0,2014,1.0,1.0,Josh Scobee,Eagles,K
540,0.0,3125.0,1.0,1,32.0,32.0,2014,1.0,1.0,Nick Novak,Cardinals,K
541,0.0,3125.0,1.0,1,32.0,32.0,2014,0.0,1.0,Randy Bullock,Redskins,K
542,0.0,3125.0,1.0,1,32.0,32.0,2014,0.0,1.0,Dan Bailey,49ers,K
543,0.0,1024.0,32.0,1,1.0,1.0,2014,0.0,1.0,Justin Tucker,Bengals,K
544,0.0,1024.0,32.0,1,1.0,1.0,2014,0.0,1.0,Cairo Santos,Titans,K
545,0.0,1024.0,1.0,1,1024.0,1024.0,2014,1.0,0.0,Phil Dawson,Cowboys,K
546,0.0,1024.0,1.0,1,1.0,1.0,2014,1.0,1.0,Mason Crosby,Seahawks,K
547,0.0,32.0,0.0,1,32.0,32.0,2014,0.0,0.0,Patrick Murray,Panthers,K
548,0.0,32.0,0.0,1,32.0,32.0,2014,1.0,0.0,Sebastian Janikowski,Jets,K
549,0.0,32.0,0.0,1,32.0,32.0,2014,1.0,0.0,Josh Brown,Lions,K
550,0.0,0.0,0.0,1,0.0,1.0,2014,1.0,0.0,Kai Forbath,Texans,K
551,0.0,1419857.0,7776.0,2,32.0,32.0,2014,0.0,3125.0,Dan Carpenter,Dolphins,K
552,1.0,1048576.0,1024.0,2,32.0,32.0,2014,1.0,1024.0,Dan Bailey,Titans,K
553,0.0,537824.0,1024.0,2,32.0,32.0,2014,0.0,1024.0,Justin Tucker,Steelers,K
554,1.0,537824.0,243.0,2,243.0,243.0,2014,0.0,243.0,Nick Novak,Seahawks,K
555,0.0,371293.0,1024.0,2,1.0,1.0,2014,1.0,1024.0,Greg Zuerlein,Buccaneers,K
