,50+,Points,FGA,Week,XPM,XPA,Year,Away Games,FGM,Name,Opponent,Position
1564,0.0,225.0,16.0,1,9.0,9.0,2011,0.0,16.0,David Akers,Seahawks,K
1565,1.0,169.0,9.0,1,4.0,4.0,2011,1.0,9.0,Sebastian Janikowski,Broncos,K
1566,0.0,144.0,9.0,1,9.0,9.0,2011,0.0,9.0,Robbie Gould,Falcons,K
1567,0.0,121.0,4.0,1,25.0,25.0,2011,1.0,4.0,Rian Lindell,Chiefs,K
1568,1.0,121.0,4.0,1,9.0,9.0,2011,0.0,4.0,Nick Folk,Cowboys,K
1569,0.0,100.0,9.0,1,1.0,1.0,2011,0.0,9.0,Josh Scobee,Titans,K
1570,0.0,100.0,4.0,1,16.0,16.0,2011,0.0,4.0,Neil Rackers,Colts,K
1571,0.0,100.0,4.0,1,16.0,16.0,2011,1.0,4.0,John Kasay,Packers,K
1572,0.0,81.0,4.0,1,9.0,9.0,2011,1.0,4.0,Mike Nugent,Browns,K
1573,0.0,81.0,4.0,1,9.0,9.0,2011,1.0,4.0,Jason Hanson,Buccaneers,K
1574,0.0,81.0,4.0,1,9.0,9.0,2011,0.0,4.0,Billy Cundiff,Steelers,K
1575,0.0,64.0,9.0,1,4.0,4.0,2011,0.0,4.0,Matt Prater,Raiders,K
1576,0.0,64.0,4.0,1,25.0,25.0,2011,1.0,1.0,Stephen Gostkowski,Dolphins,K
1577,0.0,64.0,4.0,1,4.0,4.0,2011,0.0,4.0,Connor Barth,Lions,K
1578,0.0,49.0,1.0,1,16.0,16.0,2011,1.0,1.0,Alex Henery,Rams,K
1579,0.0,49.0,9.0,1,1.0,1.0,2011,0.0,4.0,Josh Brown,Eagles,K
1580,0.0,36.0,1.0,1,9.0,9.0,2011,0.0,1.0,Mike Scifres,Min,K
1581,0.0,36.0,0.0,1,36.0,36.0,2011,0.0,0.0,Mason Crosby,Saints,K
1582,0.0,36.0,1.0,1,9.0,9.0,2011,0.0,1.0,Dan Carpenter,Patriots,K
1583,0.0,36.0,4.0,1,0.0,0.0,2011,1.0,4.0,Matt Bryant,Bears,K
1584,0.0,36.0,1.0,1,9.0,9.0,2011,1.0,1.0,Dan Bailey,Jets,K
1585,0.0,25.0,1.0,1,4.0,4.0,2011,1.0,1.0,Ryan Longwell,Chargers,K
1586,0.0,25.0,1.0,1,4.0,4.0,2011,1.0,1.0,Stephen Hauschka,49ers,K
1587,0.0,25.0,1.0,1,4.0,4.0,2011,0.0,1.0,Phil Dawson,Bengals,K
1588,0.0,16.0,1.0,1,16.0,16.0,2011,0.0,0.0,Graham Gano,Giants,K
1589,0.0,16.0,1.0,1,16.0,16.0,2011,0.0,0.0,Jay Feely,Panthers,K
1590,0.0,9.0,0.0,1,9.0,9.0,2011,1.0,0.0,Olindo Mare,Cardinals,K
1591,0.0,4.0,1.0,1,4.0,4.0,2011,1.0,0.0,Lawrence Tynes,Redskins,K
1592,0.0,4.0,0.0,1,0.0,0.0,2011,0.0,0.0,Sam Koch,Steelers,K
1593,0.0,4.0,1.0,1,4.0,4.0,2011,1.0,0.0,Rob Bironas,Jaguars,K
1594,0.0,1.0,1.0,1,1.0,1.0,2011,1.0,0.0,Adam Vinatieri,Texans,K
1595,0.0,1.0,0.0,1,1.0,1.0,2011,1.0,0.0,Shaun Suisham,Ravens,K
1596,0.0,1.0,1.0,1,1.0,1.0,2011,0.0,0.0,Ryan Succop,Bills,K
1597,1.0,225.0,16.0,2,1.0,1.0,2011,0.0,16.0,Adam Vinatieri,Browns,K
1598,1.0,196.0,9.0,2,9.0,9.0,2011,0.0,9.0,John Kasay,Bears,K
1599,1.0,196.0,4.0,2,36.0,36.0,2011,0.0,4.0,Jason Hanson,Chiefs,K
1600,0.0,196.0,25.0,2,4.0,4.0,2011,0.0,16.0,Rob Bironas,Ravens,K
1601,0.0,144.0,9.0,2,9.0,9.0,2011,0.0,9.0,Nick Folk,Jaguars,K
1602,0.0,144.0,9.0,2,9.0,9.0,2011,1.0,9.0,Mason Crosby,Panthers,K
1603,0.0,121.0,9.0,2,4.0,4.0,2011,1.0,9.0,Neil Rackers,Dolphins,K
